"lang"
{
"Language"	"spanish"
"DOTA_Tooltip_ability_bounty_hunter_wind_walk_Description"	"En inglés: <font color='#F2A93E'>Shadow Walk</font>.\n \nBounty Hunter se vuelve invisible y obtiene la habilidad de moverse a través de otras unidades hasta que ataque o use una habilidad. Si rompe la invisibilidad atacando, ese ataque infligirá daño adicional. \n\n<font color='#70EA72'>Movimiento Sombrío tiene un tiempo de recarga, coste de maná y tiempo de desvanecimiento aumentados y una duración y bonificación de daño reducidas en Supremacía.</font>"
"[english]DOTA_Tooltip_ability_bounty_hunter_wind_walk_Description"	"Bounty Hunter becomes invisible and gains the ability to move through other units until he attacks or uses an ability.  If he breaks the invisibility with an attack, that attack will deal bonus damage.\n\n<font color='#70EA72'>Wind Walk has increased cooldown, mana cost, and fade time, while it has reduced duration and bonus damage in Overthrow.</font>"
"DOTA_Tooltip_ability_broodmother_spin_web_Description"	"En inglés: <font color='#F2A93E'>Spin Web</font>.\n \nLanza una telaraña que vuelve invisible a Broodmother, aumentando pasivamente su velocidad de movimiento, da libertad de movimiento y mejora la regeneración en su área. La carga se restaura cada %charge_restore_time% segundos. Si recibes daño, la libertad de movimiento se interrumpe y el aumento de velocidad de movimiento se reduce a la mitad durante %damage_time% segundos. Las telarañas nunca desaparecen, pero se pueden destruir manualmente. Además, cuando se excede el límite máximo, la tela más vieja desaparece. \n\n<font color='#70EA72'>Tejer Telaraña tiene una cantidad total, regeneración de vida y bonificación de velocidad de movimiento reducidas en Supremacía.</font>"
"[english]DOTA_Tooltip_ability_broodmother_spin_web_Description"	"Spins a large web that renders Broodmother invisible, grants a passive movement speed increase, gives free movement, and boosts regeneration while in its vicinity. Spin Web charges restore every %charge_restore_time% seconds. If damage is taken, free movement is disabled and the movement speed increase is halved for %damage_time% seconds. Spin Web can be cast from anywhere as long as the new web touches an existing web. Webs never expire, and can be manually destroyed. When the maximum limit of webs is exceeded, the oldest web disappears.\n\n<font color='#70EA72'>Spin Web has reduced count, health regen, and bonus movement speed for Overthrow.</font>"
"DOTA_Tooltip_ability_necrolyte_reapers_scythe_Description"	"En inglés: <font color='#F2A93E'>Reaper's Scythe</font>.\n \nAturde al héroe enemigo objetivo y le inflige daño según la vida que le falte.\n\n<font color='#70EA72'>En Supremacía, a los héroes víctimas de Guadaña de la Muerte se les añadirá 20 segundos de tiempo extra a su tiempo de resurrección.</font>\n\nCualquier unidad que muera bajo este efecto contará como si fuera de Necrophos.\n\nMejorable con el Cetro de Aghanim."
"[english]DOTA_Tooltip_ability_necrolyte_reapers_scythe_Description"	"Stuns the target enemy hero, then deals damage based on how much life it is missing.\n\n<font color='#70EA72'>In Overthrow, heroes killed by Reaper's Scythe will have 20 seconds added to their respawn timer.</font>\n\nAny kill under this effect is credited to Necrophos.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_riki_permanent_invisibility_Description"	"En inglés: <font color='#F2A93E'>Permanent Invisibility</font>.\n \nRiki se desvanece en las sombras, haciéndose invisible y obteniendo regeneración de vida adicional. Si Riki ataca a un enemigo, se volverá visible.\n\n<font color='#70EA72'>El tiempo y el retraso de desvanecimiento de Puñalada Embozada se han aumentado para Supremacía.</font>"
"[english]DOTA_Tooltip_ability_riki_permanent_invisibility_Description"	"Riki fades into the shadows, becoming invisible and gaining additional health regeneration.  If Riki attacks an enemy, he will become visible.\n\n<font color='#70EA72'>Cloak and Dagger's fade time and fade delay have been increased for Overthrow.</font>"
"DOTA_Tooltip_ability_riki_blink_strike_Description"	"En inglés: <font color='#F2A93E'>Blink Strike</font>.\n \nTe teletransporta detrás de la unidad objetivo, golpeándola con daño adicional si es un enemigo.\n\n<font color='#70EA72'>En Supremacía, Asalto Traslativo tiene menos alcance y daño adicional.</font>"
"[english]DOTA_Tooltip_ability_riki_blink_strike_Description"	"Teleports behind the target unit, striking for bonus damage if it is an enemy. \n\n<font color='#70EA72'>In Overthrow, Blink Strike has reduced range and bonus damage.</font>"
"DOTA_Tooltip_ability_silencer_glaives_of_wisdom_Description"	"En inglés: <font color='#F2A93E'>Glaives of Wisdom</font>.\n \nSilencer encanta sus gujas con su sabiduría, infligiendo daño adicional según su Inteligencia. \n\nGujas de Sabiduría es un modificador de ataque único y no es acumulable con otros modificadores de ataque únicos.\n\n<font color='#70EA72'>El porcentaje de inteligencia y alcance de Gujas de Sabiduría se ha reducido en Supremacía.</font>"
"[english]DOTA_Tooltip_ability_silencer_glaives_of_wisdom_Description"	"Silencer enchants his glaives with his wisdom, dealing additional damage based on his Intelligence. \n\nGlaives of Wisdom is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers.\n\n<font color='#70EA72'>Glaives of Wisdom intelligence percentage and range is reduced in Overthrow.</font>"
"DOTA_Tooltip_ability_zuus_thundergods_wrath_Description"	"En inglés: <font color='#F2A93E'>Thundergod's Wrath</font>.\n \nAzota a todos los héroes enemigos con un rayo, sin importar dónde se encuentren. Ira del Dios del Trueno también proporciona visión verdadera alrededor de cada héroe impactado. Si un héroe enemigo es invisible, no recibe daño, pero sigue proporcionando visión verdadera alrededor de ese héroe.\n\nMejorable con el Cetro de Aghanim.\n\n<font color='#70EA72'>Ira del Dios del Trueno tiene un tiempo de recarga y coste de maná aumentados y daño reducido en Supremacía.</font>"
"[english]DOTA_Tooltip_ability_zuus_thundergods_wrath_Description"	"Strikes all enemy heroes with a bolt of lightning, no matter where they may be.  Thundergod's Wrath also provides True Sight around each hero struck.  If an enemy hero is invisible, it takes no damage, but the True Sight is still created at that hero's location.\n\nUpgradable by Aghanim's Scepter.\n\n<font color='#70EA72'>Thundergod's Wrath has increased cooldown and mana cost and has reduced damage in Overthrow.</font>"
"DOTA_Tooltip_ability_pudge_flesh_heap_Description"	"En inglés: <font color='#F2A93E'>Flesh Heap</font>.\n \nOtorga a Pudge resistencia al daño mágico y también una bonificación de fuerza que aumenta cada vez que Pudge mata a un héroe enemigo o muere en sus inmediaciones. Montón de Carne es retroactiva, es decir, puede obtener cargas antes de aprenderla, que pasan a ser activas cuando se aprende.\n\n<font color='#70EA72'>La bonificación de fuerza y el alcance de Montón de Carne se han reducido en Supremacía.</font>"
"[english]DOTA_Tooltip_ability_pudge_flesh_heap_Description"	"Gives Pudge resistance to magic damage, as well as bonus strength that increases each time Pudge kills an enemy Hero or it dies in his vicinity.  Flesh Heap is retroactive, meaning it can gain charges before it is skilled, which then become active.\n\n<font color='#70EA72'>Flesh Heap's bonus strength and range have been reduced in Overthrow.</font>"
"DOTA_Tooltip_ability_item_ward_sentry_Description"	"En inglés: <font color='#F2A93E'>Sentry Ward</font>.\n \nUso: Invoca un Guardián Centinela, un vigilante invisible que proporciona visión verdadera (la habilidad de ver a unidades invisibles y guardianes enemigos) a cualquier visión aliada que se encuentre dentro de su alcance. Dura %duration_minutes_tooltip% minutos.\n\nMantén presionado Control para dar un Guardián Centinela a un héroe aliado.\n\n<font color='#70EA72'>En Supremacía, los Guardianes Centinela cuestan 100 de oro y duran 6 minutos.</font>"
"[english]DOTA_Tooltip_ability_item_ward_sentry_Description"	"Use: Plants a Sentry Ward, an invisible watcher that grants True Sight, the ability to see invisible enemy units and wards, to any existing allied vision within its range. Lasts %duration_minutes_tooltip% minutes.\n\nHold Control to give one Sentry Ward to an allied hero.\n\n<font color='#70EA72'>In Overthrow, Sentry Wards cost 100 gold and last 6 minutes.</font>"
"DOTA_Tooltip_ability_item_dust_Description"	"En inglés: <font color='#F2A93E'>Dust of Appearance</font>.\n \nUso: Revela y ralentiza a los Héroes invisibles en un área cercana.\n\n<font color='#70EA72'>En Supremacía, el Polvo de la Revelación cuesta 90 de oro y tiene un tiempo de recarga reducido.</font>"
"[english]DOTA_Tooltip_ability_item_dust_Description"	"Use: Reveals and slows invisible Heroes in a nearby area.\n\n<font color='#70EA72'>In Overthrow, Dust of Appearance costs 90 gold and has a reduced cooldown.</font>"
"npc_dota_hero_obsidian_destroyer"	"Outworld Devourer (Modificado)"
"[english]npc_dota_hero_obsidian_destroyer"	"Outworld Devourer (Modified)"
"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Description"	"En inglés: <font color='#F2A93E'>Arcane Orb</font>.\n \nAñade daño adicional a los ataques de Outworld Devourer de acuerdo a su reserva de maná restante. Roba %int_steal% de inteligencia durante %int_steal_duration% segundos por golpe al atacar a un héroe enemigo. Orbe Arcano también inflige daño a las unidades invocadas y las ilusiones.\n\nOrbe Arcano es un modificador de ataque único y no es acumulable con otros modificadores de ataque únicos. \n\n<font color='#70EA72'>El porcentaje de reserva de maná, el robo de inteligencia y la duración de Orbe Arcano se han reducido en Supremacía.</font>"
"[english]DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Description"	"Adds extra pure damage to Outworld Devourer's attacks, based on his remaining mana pool. Steals %int_steal% intelligence for %int_steal_duration% seconds per hit when attacking an enemy hero. Arcane Orb also does bonus damage to summoned units and illusions.\n\nArcane Orb is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers.\n\n<font color='#70EA72'>Arcane Orb's mana pool percentage, intelligence steal, and duration have been reduced in Overthrow.</font>"
}
}
