"lang"
{
"Language"	"danish"
"DOTA_Tooltip_ability_bounty_hunter_wind_walk_Description"	"Bounty Hunter bliver usynlig og opnår evnen til at bevæge sig igennem andre enheder, indtil han angriber eller anvender en evne. Hvis han bryder ud af usynligheden med et angreb, vil det angreb gøre bonus-skade.\n\n<font color='#70EA72'>Shadow Walk har øget nedkøling, mana-omkostning og forsvindingstid og har reduceret varighed og bonus-skade i Overthrow.</font>"
"[english]DOTA_Tooltip_ability_bounty_hunter_wind_walk_Description"	"Bounty Hunter becomes invisible and gains the ability to move through other units until he attacks or uses an ability.  If he breaks the invisibility with an attack, that attack will deal bonus damage.\n\n<font color='#70EA72'>Wind Walk has increased cooldown, mana cost, and fade time, while it has reduced duration and bonus damage in Overthrow.</font>"
"DOTA_Tooltip_ability_broodmother_spin_web_Description"	"Opspinder et spindelvæv som gør Broodmother usynlig, giver en passiv bevægelseshastighedsforøgelse, giver fri bevægelse og forøger regenerering, mens Broodmother er i spindelvævets nærvær. Spin Web-ladninger gendannes hvert %charge_restore_time%. sekund. Hvis Broodmother tager skade, bliver fri bevægelse deaktiveret og bevægelseshastighedsøgningen halveres i %damage_time% sekunder. Spin Web kan kastes fra ethvert sted, så længe det nye spindelvæv rører et eksisterende spindelvæv. Spindelvæv udløber aldrig og kan manuelt ødelægges. Når det maksimale antal spindelvæv overstiges, forsvinder det ældste spindelvæv.\n\n<font color='#70EA72'>Spin Web har reduceret antal, helbreds-regen og bonus-bevægelseshastighed i Overthrow.</font>"
"[english]DOTA_Tooltip_ability_broodmother_spin_web_Description"	"Spins a large web that renders Broodmother invisible, grants a passive movement speed increase, gives free movement, and boosts regeneration while in its vicinity. Spin Web charges restore every %charge_restore_time% seconds. If damage is taken, free movement is disabled and the movement speed increase is halved for %damage_time% seconds. Spin Web can be cast from anywhere as long as the new web touches an existing web. Webs never expire, and can be manually destroyed. When the maximum limit of webs is exceeded, the oldest web disappears.\n\n<font color='#70EA72'>Spin Web has reduced count, health regen, and bonus movement speed for Overthrow.</font>"
"DOTA_Tooltip_ability_necrolyte_reapers_scythe_Description"	"Lammer den valgte fjendtlige helt og gør dernæst skade baseret på hvor meget liv, den mangler.\n\n<font color='#70EA72'>I Overthrow får helte, der dør af Reaper's Scythe, tilføjet 20 sekunder til deres genoplivningstid.</font>\n\nEthvert drab, på en enhed der er påvirket af denne effekt, tildeles Necrophos.\n\nOpgraderbar med Aghanim's Scepter."
"[english]DOTA_Tooltip_ability_necrolyte_reapers_scythe_Description"	"Stuns the target enemy hero, then deals damage based on how much life it is missing.\n\n<font color='#70EA72'>In Overthrow, heroes killed by Reaper's Scythe will have 20 seconds added to their respawn timer.</font>\n\nAny kill under this effect is credited to Necrophos.\n\nUpgradable by Aghanim's Scepter."
"DOTA_Tooltip_ability_riki_permanent_invisibility_Description"	"Riki svinder ind i skyggerne, bliver usynlig og får øget helbredsregenerering. Hvis Riki angriber en fjende, bliver han synlig.\n\n<font color='#70EA72'>Forsvindingstiden og -forsinkelsen på Cloak and Dagger er blevet øget i Overthrow.</font>"
"[english]DOTA_Tooltip_ability_riki_permanent_invisibility_Description"	"Riki fades into the shadows, becoming invisible and gaining additional health regeneration.  If Riki attacks an enemy, he will become visible.\n\n<font color='#70EA72'>Cloak and Dagger's fade time and fade delay have been increased for Overthrow.</font>"
"DOTA_Tooltip_ability_riki_blink_strike_Description"	"Teleporterer om bag en valgt enhed og gør bonus-skade, hvis enheden er en fjende.\n\n<font color='#70EA72'>I Overthrow har Blink Strike reduceret rækkevidde og bonus-skade.</font>"
"[english]DOTA_Tooltip_ability_riki_blink_strike_Description"	"Teleports behind the target unit, striking for bonus damage if it is an enemy. \n\n<font color='#70EA72'>In Overthrow, Blink Strike has reduced range and bonus damage.</font>"
"DOTA_Tooltip_ability_silencer_glaives_of_wisdom_Description"	"Silencer fortryller sine glavinder med visdom, så de gør ekstra skade baseret på hans intelligens.\n\nGlaives of Wisdom er en unik angrebsændring og kan ikke stables med andre unikke angrebsændringer.\n\n<font color='#70EA72'>I Overthrow har Glaives of Wisdom reduceret rækkevidde og procentskade fra intelligens.</font>"
"[english]DOTA_Tooltip_ability_silencer_glaives_of_wisdom_Description"	"Silencer enchants his glaives with his wisdom, dealing additional damage based on his Intelligence. \n\nGlaives of Wisdom is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers.\n\n<font color='#70EA72'>Glaives of Wisdom intelligence percentage and range is reduced in Overthrow.</font>"
"DOTA_Tooltip_ability_zuus_thundergods_wrath_Description"	"Rammer alle fjendtlige enheder med en tordenkile, uanset hvor de befinder sig. Thundergod's Wrath giver også True Sight i en radius af 900 omkring alle ramte helte. Hvis en helt er usynlig, tager vedkommende ingen skade, men True Sight vil stadig opstå ved den pågældende helts position.\n\nOpgraderbar med Aghanim's Scepter. \n\n<font color='#70EA72'>I Overthrow har Thundergod's Wrath øget nedkøling, øget mana-omkostning og redueret skade.</font>"
"[english]DOTA_Tooltip_ability_zuus_thundergods_wrath_Description"	"Strikes all enemy heroes with a bolt of lightning, no matter where they may be.  Thundergod's Wrath also provides True Sight around each hero struck.  If an enemy hero is invisible, it takes no damage, but the True Sight is still created at that hero's location.\n\nUpgradable by Aghanim's Scepter.\n\n<font color='#70EA72'>Thundergod's Wrath has increased cooldown and mana cost and has reduced damage in Overthrow.</font>"
"DOTA_Tooltip_ability_pudge_flesh_heap_Description"	"Giver Pudge resistens over for magisk skade såvel som bonus-styrke, der øges hver gang Pudge dræber en fjendtlig helt, eller en fjendtlig helt dør i nærheden. Flesh Heap er retroaktiv, hvilket betyder, at den kan få ladninger før evnen er lært, som så bliver aktive. \n\n<font color='#70EA72'>Magisk resistens, styrke-bonus og rækkevidde for Flesh Heap er reduceret i Overthrow.</font>"
"[english]DOTA_Tooltip_ability_pudge_flesh_heap_Description"	"Gives Pudge resistance to magic damage, as well as bonus strength that increases each time Pudge kills an enemy Hero or it dies in his vicinity.  Flesh Heap is retroactive, meaning it can gain charges before it is skilled, which then become active.\n\n<font color='#70EA72'>Flesh Heap's bonus strength and range have been reduced in Overthrow.</font>"
"DOTA_Tooltip_ability_item_ward_sentry_Description"	"Anvend: Anbringer et Sentry Ward, en usynlig vogter, som giver True Sight, evnen til at se usynlige fjendtlige enheder og wards, til enhver eksisterende allierets syn inden for dens rækkevidde. Varer %duration_minutes_tooltip% minutter.\n\nHold Control nede for at give et Sentry Ward til en allieret helt.\n\n<font color='#70EA72'>I Overthrow koster Sentry Wards 100 guld og varer i 6 minutter.</font>"
"[english]DOTA_Tooltip_ability_item_ward_sentry_Description"	"Use: Plants a Sentry Ward, an invisible watcher that grants True Sight, the ability to see invisible enemy units and wards, to any existing allied vision within its range. Lasts %duration_minutes_tooltip% minutes.\n\nHold Control to give one Sentry Ward to an allied hero.\n\n<font color='#70EA72'>In Overthrow, Sentry Wards cost 100 gold and last 6 minutes.</font>"
"DOTA_Tooltip_ability_item_dust_Description"	"Anvend: Afslører og hæmmer usynlige helte i nærheden.\n\n<font color='#70EA72'>I Overthrow koster Dust of Appearance 90 guld og har reduceret nedkøling.</font>"
"[english]DOTA_Tooltip_ability_item_dust_Description"	"Use: Reveals and slows invisible Heroes in a nearby area.\n\n<font color='#70EA72'>In Overthrow, Dust of Appearance costs 90 gold and has a reduced cooldown.</font>"
"npc_dota_hero_obsidian_destroyer"	"Outworld Devourer (modificeret)"
"[english]npc_dota_hero_obsidian_destroyer"	"Outworld Devourer (Modified)"
"DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Description"	"Føjer ekstra ren skade til Outworld Devourers angreb baseret på hans tilbageværende mana-pøl. Stjæler %int_steal% intelligens i %int_steal_duration% sekunder per træffer, når en fjendtlig helt angribes. Arcane Orb gør også bonus-skade mod hidkaldte enheder og illusioner.\n\nArcane Orb er en unik angrebsændring og kan ikke stables med andre unikke angrebsændringer.\n\n<font color='#70EA72'>I Overthrow er skadeprocentdelen af mana-pølen, mængden af intelligens stjålet og varigheden alt sammen reduceret.</font>"
"[english]DOTA_Tooltip_ability_obsidian_destroyer_arcane_orb_Description"	"Adds extra pure damage to Outworld Devourer's attacks, based on his remaining mana pool. Steals %int_steal% intelligence for %int_steal_duration% seconds per hit when attacking an enemy hero. Arcane Orb also does bonus damage to summoned units and illusions.\n\nArcane Orb is a Unique Attack Modifier, and does not stack with other Unique Attack Modifiers.\n\n<font color='#70EA72'>Arcane Orb's mana pool percentage, intelligence steal, and duration have been reduced in Overthrow.</font>"
}
}
