"lang"
{
"Language"	"latam"
"[english]scenario_roshan_task_kill_juggernaut"	"Defeat Juggernaut with the power of the Aegis"
"scenario_roshan_task_kill_juggernaut_Description"	"Usa tus ataques y habilidades contra Juggernaut."
"[english]scenario_roshan_task_kill_juggernaut_Description"	"Use your attacks and abilities against Juggernaut."
"scenario_roshan_wizard_tip_intro_Text"	"Roshan es una poderosa bestia inmortal que porta grandes recompensas, ¡incluida la Égida del Inmortal! Vamos a matarlo."
"[english]scenario_roshan_wizard_tip_intro_Text"	"Roshan is a powerful immortal beast that carries great rewards, including the Aegis of the Immortal! Let's go kill him."
"scenario_roshan_wizard_tip_fight_Text"	"Roshan aparece en su cueva al comienzo de la partida, pero antes deberías subir de nivel, hacerte con algunos objetos y llevar a tus compañeros de equipo para derrotarlo."
"[english]scenario_roshan_wizard_tip_fight_Text"	"Roshan spawns in his pit at the start of the game, but you'll want to level up, get some items, and bring your teammates to defeat him."
"scenario_roshan_wizard_tip_rosh_killed_Text"	"Matar a Roshan otorga oro y EXP a todo tu equipo. Reaparecerá pasado cierto tiempo y tendrá más recompensas a su regreso."
"[english]scenario_roshan_wizard_tip_rosh_killed_Text"	"Killing Roshan grants your entire team Gold and XP. He will respawn after a period of time, and he'll have more rewards upon his return."
"scenario_roshan_wizard_tip_aegis_pickup_Text"	"Si mueres, la Égida te resucitará justo en el lugar donde moriste tras un breve periodo."
"[english]scenario_roshan_wizard_tip_aegis_pickup_Text"	"If you die the Aegis will resurrect you right where you died after a short delay."
"scenario_roshan_failure_aegis_denied"	"¡La Égida ha sido destruida!"
"[english]scenario_roshan_failure_aegis_denied"	"The Aegis was destroyed!"
"scenario_invisibility_task_buy_sentry"	"Compra un Guardián Centinela."
"[english]scenario_invisibility_task_buy_sentry"	"Purchase a Sentry Ward."
"scenario_invisibility_task_buy_sentry_Description"	"Haz clic en el botón de la tienda, y luego clic derecho en el Guardián Centinela."
"[english]scenario_invisibility_task_buy_sentry_Description"	"Click on the Shop Button. Right-Click on the Sentry Ward."
"scenario_invisibility_task_place_sentry"	"Coloca un Guardián Centinela para obtener Visión Verdadera en un área."
"[english]scenario_invisibility_task_place_sentry"	"Place a Sentry Ward to gain True Sight in an area."
"scenario_invisibility_task_place_sentry_Description"	"Haz clic sobre el Guardián Centinela o usa la tecla asociada y luego haz clic cerca de la ubicación."
"[english]scenario_invisibility_task_place_sentry_Description"	"Click the Sentry Ward or use its hotkey and then Click near the location."
"scenario_invisibility_task_destroy_enemy_ward"	"Destruye el Guardián Observador enemigo revelado por tu Visión Verdadera."
"[english]scenario_invisibility_task_destroy_enemy_ward"	"Destroy the enemy Observer Ward revealed by your True Sight."
"scenario_invisibility_task_destroy_enemy_ward_Description"	"Haz clic derecho para atacarlo."
"[english]scenario_invisibility_task_destroy_enemy_ward_Description"	"Right click to attack it."
"scenario_invisibility_task_kill_riki"	"Derrota a Riki a pesar de su invisibilidad."
"[english]scenario_invisibility_task_kill_riki"	"Defeat Riki despite his invisibility."
"scenario_invisibility_task_kill_riki_Description"	"Colócate cerca de tu Guardián Centinela y usa tus ataques y habilidades."
"[english]scenario_invisibility_task_kill_riki_Description"	"Stand near your Sentry Ward and use your attacks and abilities."
"scenario_invisibility_task_move_to_shop"	"Dirígete a la siguiente tienda."
"[english]scenario_invisibility_task_move_to_shop"	"Move to the next shop."
"scenario_invisibility_task_move_to_shop_Description"	"Haz clic derecho para mover a tu héroe cerca del punto de destino."
"[english]scenario_invisibility_task_move_to_shop_Description"	"Right click to move your hero near the waypoint."
"scenario_invisibility_task_buy_dust"	"Compra Polvo de la Revelación."
"[english]scenario_invisibility_task_buy_dust"	"Purchase Dust of Appearance."
"scenario_invisibility_task_buy_dust_Description"	"Haz clic en el botón de la tienda, y luego clic derecho en el Polvo de la Revelación."
"[english]scenario_invisibility_task_buy_dust_Description"	"Click on the Shop Button. Right-Click on the Dust of Appearance."
"scenario_invisibility_task_dust_bounty_hunter"	"Revela a Bounty Hunter con el Polvo de la Revelación."
"[english]scenario_invisibility_task_dust_bounty_hunter"	"Reveal Bounty Hunter with Dust of Appearance."
"scenario_invisibility_task_dust_bounty_hunter_Description"	"Haz clic en el Polvo de la Revelación en tu inventario cuando estés cerca de él."
"[english]scenario_invisibility_task_dust_bounty_hunter_Description"	"Click on the Dust of Appearance in your inventory when near him."
"scenario_invisibility_task_kill_bounty_hunter"	"Derrota a Bounty Hunter antes de que escape hacia el río."
"[english]scenario_invisibility_task_kill_bounty_hunter"	"Defeat Bounty Hunter before he escapes to the river."
"scenario_invisibility_task_kill_bounty_hunter_Description"	"Usa tus ataques y habilidades mientras está bajo los efectos del Polvo de la Revelación."
"[english]scenario_invisibility_task_kill_bounty_hunter_Description"	"Use your attacks and abilities while he is dusted."
"scenario_invisibility_task_pick_up_gem"	"Recoge la Gema de la Visión Verdadera."
"[english]scenario_invisibility_task_pick_up_gem"	"Pick up the Gem of True Sight."
"scenario_invisibility_task_pick_up_gem_Description"	"Haz clic derecho en la gema."
"[english]scenario_invisibility_task_pick_up_gem_Description"	"Right-click on the Gem."
"scenario_invisibility_task_destroy_enemy_gem_wards"	"Encuentra y destruye 3 guardianes enemigos usando la gema."
"[english]scenario_invisibility_task_destroy_enemy_gem_wards"	"Find and destroy 3 enemy wards using the Gem."
"scenario_invisibility_task_destroy_enemy_gem_wards_Description"	"Mueve a tu héroe para buscar en la zona y haz clic derecho en los guardianes para destruirlos."
"[english]scenario_invisibility_task_destroy_enemy_gem_wards_Description"	"Move your hero to search the area and right-click the wards to destroy them."
"scenario_invisibility_wizard_tip_intro_Text"	"La invisibilidad es un aspecto importante de Dota 2.\n¡Quién sabe qué podría acechar ahí fuera!"
"[english]scenario_invisibility_wizard_tip_intro_Text"	"Invisibility is an impactful aspect of Dota 2.\nAnything could be lurking out there!"
"scenario_invisibility_wizard_tip_sentry_wards_Text"	"Puedes usar el Guardián Centinela para detectar objetos invisibles."
"[english]scenario_invisibility_wizard_tip_sentry_wards_Text"	"You can use that Sentry Ward to detect invisible objects."
"scenario_invisibility_wizard_tip_observer_wards_Text"	"¡Es un Guardián Observador del enemigo!\nLos guardianes son invisibles, necesitas Visión Verdadera para poder verlos."
"[english]scenario_invisibility_wizard_tip_observer_wards_Text"	"It's an enemy Observer Ward!\nWards are invisible and you need True Sight to see them."
"scenario_invisibility_wizard_tip_dust_intro_Text"	"Hay otras formas de detectar a los héroes invisibles.\nAgarra un poco de ese Polvo de la Revelación en la tienda."
"[english]scenario_invisibility_wizard_tip_dust_intro_Text"	"There are other ways to detect invisible heroes.\nGrab some of that Dust from the shop."
"scenario_invisibility_wizard_tip_dust_Text"	"El Polvo de la Revelación puede mostrar héroes enemigos invisibles a tu alrededor durante un tiempo limitado.\nTambién los ralentiza."
"[english]scenario_invisibility_wizard_tip_dust_Text"	"Dust of Appearance can reveal invisible enemy heroes around you for a limited amount of time.\n It also slows them down."
"scenario_invisibility_wizard_tip_kill_riki_Text"	"Riki es un héroe escurridizo que se puede volver invisible. Derrótalo bajo la mirada del Guardián Centinela."
"[english]scenario_invisibility_wizard_tip_kill_riki_Text"	"Riki is a sneaky hero that can turn invisible. Defeat him under the gaze of the Sentry Ward."
"scenario_invisibility_wizard_tip_pick_up_gem_Text"	"¡Bounty Hunter ha soltado una gema! La Gema de Visión Verdadera puede detectar unidades y guardianes invisibles."
"[english]scenario_invisibility_wizard_tip_pick_up_gem_Text"	"Bounty Hunter dropped a Gem! The Gem of True Sight can detect both invisible units and wards."
"scenario_invisibility_wizard_tip_gem_care_Text"	"¡Cuidado con la gema! Es cara y uno de los pocos objetos que dejarás caer si mueres."
"[english]scenario_invisibility_wizard_tip_gem_care_Text"	"Careful with the Gem! It's expensive and it's one of the few items that will drop if you die."
"scenario_invisibility_failure_bounty_escaped"	"Bounty Hunter escapó."
"[english]scenario_invisibility_failure_bounty_escaped"	"Bounty Hunter Escaped."
"scenario_invisibility_failure_missed_dust"	"No se pudo alcanzar a Bounty Hunter con el Polvo de la Revelación."
"[english]scenario_invisibility_failure_missed_dust"	"Failed to hit Bounty Hunter with Dust of Appearance."
"scenario_invisibility_items"	"Detectores de invisibilidad"
"[english]scenario_invisibility_items"	"Invisibility Detectors"
"DOTA_NPEDesc_scenario_invisibility_items"	"Utiliza estos objetos para descubrir enemigos y guardianes ocultos."
"[english]DOTA_NPEDesc_scenario_invisibility_items"	"Use these items to find hidden enemies and wards."
"scenario_sven_task_root"	"¡Mata al malvado jefe que hay al final del escenario!"
"[english]scenario_sven_task_root"	"Kill the evil boss at the end of the scenario!"
"scenario_sven_task_kill_creeps_first"	"Mata a esos gnolls, ¡pero deja algunos vivos para interrogarlos!"
"[english]scenario_sven_task_kill_creeps_first"	"Kill those gnolls but leave some alive to interrogate them!"
"scenario_sven_task_chase_creeps"	"De hecho, ¡mátalos a todos! ¡O darán la voz de alarma! ¡No dejes supervivientes!"
"[english]scenario_sven_task_chase_creeps"	"Actually, kill them all! Or they'll sound the alarm! Leave no survivors!"
"scenario_sven_task_cross_the_road"	"Anda más allá de la torre mientras el centauro calvo se sacrifica valerosamente."
"[english]scenario_sven_task_cross_the_road"	"Go past the tower while bald centaur bravely sacrifices himself!"
"scenario_sven_task_kill_more_creeps"	"¡Oh no, más guardias! ¡Estos parecen más fuertes! ¡Deshazte de ellos con cuidado!"
"[english]scenario_sven_task_kill_more_creeps"	"Oh no, more guards! These look stronger! Dispose of them carefully!"
"scenario_sven_task_kill_a_lot_of_creeps"	"Qué montón de gnolls. ¡Tal vez prefieras curarte antes de luchar contra ellos!"
"[english]scenario_sven_task_kill_a_lot_of_creeps"	"That's a lot of gnolls. Maybe you'll want to heal before going to fight them!"
"scenario_sven_task_pickup_rune"	"¡Encuentra una forma de restaurar tu vida y maná!"
"[english]scenario_sven_task_pickup_rune"	"Find a way to restore your health and mana!"
"scenario_sven_task_buy_item"	"Encuentra al tendero y sácale algo de información."
"[english]scenario_sven_task_buy_item"	"Find the shopkeeper and get some information from him."
"scenario_sven_hint_narration_sven1_1"	"SVEN: Tengo que infiltrarme en el calabozo y matar a Shadow Fiend, pero no hay forma de sortear la torre de vigilancia. Tal vez matando a algunos gnolls, los otros me digan por dónde ir..."
"[english]scenario_sven_hint_narration_sven1_1"	"SVEN: I need to infiltrate the dungeon and kill Shadow Fiend, but there's no way I'll get past the watchtower. Maybe if I kill some gnolls, the other ones will tell me how to do it..."
"scenario_sven_hint_narration_sven1_2"	"Gnoll: Agghhh"
"[english]scenario_sven_hint_narration_sven1_2"	"Gnoll: Agghhh"
"scenario_sven_hint_narration_sven1_3"	"Gnoll: ¡Nunca te diremos nada! ¡¡Huye hacia la torre!!"
"[english]scenario_sven_hint_narration_sven1_3"	"Gnoll: We'll never tell you anything! Run away to the tower!!"
"scenario_sven_hint_narration_sven1_4"	"Gnoll: ¡Así es la vida!<br>
Sven: ¡Al diablo, hay que matarlos a todos!"
"[english]scenario_sven_hint_narration_sven1_4"	"Gnoll: YOLOOOOO!!<br>Sven: Screw this, gotta kill them all!"
"scenario_sven_hint_narration_sven1_fail"	"Sven: Los maté a todos y ahora no sé cómo continuar :(. (Reinicia el escenario para intentarlo nuevamente)."
"[english]scenario_sven_hint_narration_sven1_fail"	"Sven: I killed them all and now I don't know how to proceed :(   (Restart Scenario to try again)"
"scenario_sven_hint_narration_sven2_1"	"Centaur: ¡Gracias por liberarme! No hay otra forma de atravesar la torre, pero puedo distraerla mientras pasas."
"[english]scenario_sven_hint_narration_sven2_1"	"Centaur: Thank you for setting me free! There's no other way past the tower, but I can distract it while you pass."
"scenario_sven_hint_narration_sven2_2"	"Centaur: ¡¡Apresúrate!! No podré resistirlo mucho tiempo."
"[english]scenario_sven_hint_narration_sven2_2"	"Centaur: Hurry!! I can only tank it for so long"
"scenario_sven_hint_narration_sven2_3"	"Centaur: ¡¡Apresúrate!! No podré resistirlo mucho tiempo."
"[english]scenario_sven_hint_narration_sven2_3"	"Centaur: Hurry!! I can only tank it for so long"
"scenario_sven_hint_narration_sven2_4"	"Centaur: Esas torren realmente duelen, ¡evítalas como si fueran la peste!"
"[english]scenario_sven_hint_narration_sven2_4"	"Centaur: Man, towers really hurt, avoid them like the plague!"
"scenario_sven_hint_narration_sven2_5"	"Centaur: Esas torren realmente duelen, ¡evítalas como si fueran la peste!"
"[english]scenario_sven_hint_narration_sven2_5"	"Centaur: Man, towers really hurt, avoid them like the plague!"
"scenario_sven_hint_narration_sven2_6"	"Centaur: Hasta aquí llego, ¡espero que ya hayas pasado al otro lado!"
"[english]scenario_sven_hint_narration_sven2_6"	"Centaur: Ugh, this is as far as I can go, hope you made it to the other side!"
"scenario_sven_hint_narration_sven2_7"	"Centaur: Ugh, esto es lo más lejos que puedo ir, ¡espero que hayas llegado al otro lado!"
"[english]scenario_sven_hint_narration_sven2_7"	"Centaur: Ugh, this is as far as I can go, hope you made it to the other side!"
"scenario_sven_hint_narration_sven2_centaur_dead"	"Centaur: Canta canciones... sobre mi coraje..."
"[english]scenario_sven_hint_narration_sven2_centaur_dead"	"Centaur: Sing songs... of my valor...."
"scenario_sven_hint_narration_sven3_gnolls_1"	"Gnoll: ¡Miren! ¡¡Un invasor!! ¡Esperemos que solo intente atacarnos y que no tenga ases bajo la manga!"
"[english]scenario_sven_hint_narration_sven3_gnolls_1"	"Gnoll: Look! An invader!! Hopefully he is just attacking us and has no tricks under his sleeve!"
"scenario_sven_hint_narration_sven3_gnolls_2"	"Gnoll: ¡Uf! ¡Habría sido terrible para nosotros si él nos hubiera aturdido o algo así!"
"[english]scenario_sven_hint_narration_sven3_gnolls_2"	"Gnoll: Phew! Would've been really bad for us if he had a stun or something!"
"scenario_sven_hint_narration_sven3_gnolls_stun"	"Gnoll: ¡Aaaggh! ¡¡Aturdiiiido!!"
"[english]scenario_sven_hint_narration_sven3_gnolls_stun"	"Gnoll: Ughh! Stunnedd!!"
"scenario_sven_hint_narration_sven4"	"Sven: Estoy bastante magullado, pero creo que uno de esos tipos dejó caer una poción curativa... Tal vez pueda bebérmela antes de continuar..."
"[english]scenario_sven_hint_narration_sven4"	"Sven: I'm pretty banged up, but I think one of these guys dropped a healing potion... Maybe I can drink it before moving on..."
"scenario_sven_hint_narration_sven_death_tower"	"TOWER: ¡MUAJAJAJA! ESTÚPIDO HUMANO, SE CREE QUE PUEDE ARRUINAR UNA TORRE COMO ESA. (Reinicia el escenario y vuelve a intentarlo)."
"[english]scenario_sven_hint_narration_sven_death_tower"	"TOWER: MWAHAHAHA! SILLY HUMAN, THINKS HE CAN RUN INTO A TOWER LIKE THAT. (Restart the scenario to try again)"
"scenario_sven_hint_narration_sven_death_gnoll"	"Gnoll: ¡Jiuck, jiuck, jiuck! (Reinicia el escenario para intentarlo de nuevo)."
"[english]scenario_sven_hint_narration_sven_death_gnoll"	"Gnoll: Hyuck Hyuck Hyuck! (Restart the scenario to try again)"
"scenario_sven_hint_killed_them_all"	"Sven: Bueno, si los mato a todos a la vez, ¡nunca sabré cómo pasar la torre! (Reinicia el escenario para volver a intentarlo)."
"[english]scenario_sven_hint_killed_them_all"	"Sven: Welp, if I kill them all at once, I'll never find out how to get past the tower! (Restart the scenario to try again)"
"scenario1_task_root"	"Mata al malvado jefe Shadow Fiend y restaura la paz."
"[english]scenario1_task_root"	"Kill The Evil Boss Shadow Fiend and restore peace."
"scenario1_task_see_the_boss"	"Explora la ubicación del jefe."
"[english]scenario1_task_see_the_boss"	"Scout the boss's location."
"scenario1_task_kill_gnolls"	"Mata a los enemigos en el camino hacia el jefe."
"[english]scenario1_task_kill_gnolls"	"Kill the enemies in the way to the boss."
"scenario1_task_kill_centaur"	"Mata al centauro en el camino hacia el jefe."
"[english]scenario1_task_kill_centaur"	"Kill the centaur in the way to the boss."
"scenario1_task_level_up"	"Sube de nivel tu primera habilidad: Metralla."
"[english]scenario1_task_level_up"	"Level up your first skill, shrapnel."
"scenario1_task_kill_wolves"	"Explora el terreno elevado y mata a cualquier enemigo que haya allí."
"[english]scenario1_task_kill_wolves"	"Scout the high ground and kill any enemies there."
"scenario1_task_see_the_tower"	"Explora la torre enemiga."
"[english]scenario1_task_see_the_tower"	"Scout the enemy tower."
"scenario1_task_see_the_new_path"	"Encuentra un nuevo camino hacia la torre."
"[english]scenario1_task_see_the_new_path"	"Find a new path to the tower."
"scenario1_task_kill_tower"	"Destruye la torre enemiga."
"[english]scenario1_task_kill_tower"	"Kill the enemy tower."
"scenario1_task_see_the_boss_up_close"	"Ve a enfrentarte al jefe."
"[english]scenario1_task_see_the_boss_up_close"	"Go face the boss."
"scenario1_task_mini_bosses"	"¡Derrota a los tres malvados comandantes!"
"[english]scenario1_task_mini_bosses"	"Defeat the three evil commanders!"
"scenario1_task_kill_mirana"	"Mata a Mirana."
"[english]scenario1_task_kill_mirana"	"Kill Mirana."
"scenario1_task_kill_underlord"	"Mata a Underlord."
"[english]scenario1_task_kill_underlord"	"Kill Underlord."
"scenario1_task_kill_broodmother"	"Mata a Broodmother."
"[english]scenario1_task_kill_broodmother"	"Kill Broodmother."
"scenario1_task_learn_assassinate"	"Aprende Asesinar."
"[english]scenario1_task_learn_assassinate"	"Learn Assassinate."
"scenario1_task_kill_the_boss"	"¡Mata a Shadow Fiend!"
"[english]scenario1_task_kill_the_boss"	"Kill Shadow Fiend!"
"npc_dota_badguys_tower1_bot_weak"	"Torre"
"[english]npc_dota_badguys_tower1_bot_weak"	"Tower"
"npc_dota_creature_scenario1_gnoll"	"Pequeño Gnoll"
"[english]npc_dota_creature_scenario1_gnoll"	"Little Gnoll"
"scenario_economy_main_objective"	"Progresión en mitad de la partida"
"[english]scenario_economy_main_objective"	"Mid-game Progression"
"scenario_economy_task_buy_echo_sabre"	"Completa un {s:ItemName}"
"[english]scenario_economy_task_buy_echo_sabre"	"Complete an {s:ItemName}"
"scenario_economy_task_add_echo_sabre_to_quick_buy"	"Añade {s:ItemName} a la compra rápida"
"[english]scenario_economy_task_add_echo_sabre_to_quick_buy"	"Add {s:ItemName} to Quick Buy"
"scenario_economy_task_buy_quarter_staff"	"Compra un {s:ItemName}"
"[english]scenario_economy_task_buy_quarter_staff"	"Buy a {s:ItemName}"
"scenario_economy_task_buy_quarter_staff_Description"	"Haz clic derecho en el icono en la compra rápida."
"[english]scenario_economy_task_buy_quarter_staff_Description"	"Right-click on the icon in the Quick Buy."
"scenario_economy_task_buy_sobi_mask"	"Compra una {s:ItemName}"
"[english]scenario_economy_task_buy_sobi_mask"	"Buy a {s:ItemName}"
"scenario_economy_task_buy_sobi_mask_Description"	"Haz clic derecho en el icono en la compra rápida."
"[english]scenario_economy_task_buy_sobi_mask_Description"	"Right-click on the icon in the Quick Buy."
"scenario_economy_task_teleport_to_bot_t1"	"Teletranspórtate hasta la torre."
"[english]scenario_economy_task_teleport_to_bot_t1"	"Teleport to The Tower"
"scenario_economy_task_teleport_to_bot_t1_Description"	"Haz clic o usa la tecla del Pergamino de Teletransporte, y luego haz clic junto a la torre."
"[english]scenario_economy_task_teleport_to_bot_t1_Description"	"Click or use the TP scroll hotkey, then click next to the tower."
