"lang"
{
"Language"	"spanish"
"DOTA_diretide_gameplay_tip_16"	"El cubo de tu base no puede ser atacado hasta que uno de tus pozos de caramelos sea destruido."
"[english]DOTA_diretide_gameplay_tip_16"	"Your home bucket cannot be attacked until one of your Taffy Wells is destroyed."
"DOTA_diretide_gameplay_tip_17"	"Atacar el cubo de la base enemiga extraerá caramelos de él."
"[english]DOTA_diretide_gameplay_tip_17"	"Attacking the enemy’s home bucket will extract taffy from it."
"DOTA_diretide_gameplay_tip_18"	"Hay 3 tiendas en el mapa; puedes comprar objetos y acceder a objetos neutrales en ellas."
"[english]DOTA_diretide_gameplay_tip_18"	"There are 3 shops on the map. You can buy items and access neutral items from these shops."
"DOTA_diretide_gameplay_tip_19"	"Roshan hacer retroceder e inflige daño a cualquier unidad que encuentre a su paso. Llévalo hasta el equipo enemigo para causar el máximo caos."
"[english]DOTA_diretide_gameplay_tip_19"	"Roshan creates a knock back and damages any unit in his path.  Lead him into the enemy team to cause maximum chaos."
"DOTA_diretide_gameplay_tip_20"	"Los Pozos de Caramelos y los cubos de las bases tienen un radio de Visión Verdadera a su alrededor."
"[english]DOTA_diretide_gameplay_tip_20"	"Taffy Wells and the home buckets have a true sight radius around them."
"DOTA_diretide_gameplay_tip_21"	"Usa los Pergaminos de Teletransporte para regresar al cubo de tu base tras recoger un montón de caramelos."
"[english]DOTA_diretide_gameplay_tip_21"	"Use TP scrolls to return to your home bucket after collecting a lot of taffy."
"DOTA_diretide_gameplay_tip_22"	"De vez en cuando los Guardianes de Caramelos atemorizan a los héroes que atacan y regeneran vida cerca de sus pozos."
"[english]DOTA_diretide_gameplay_tip_22"	"Taffy Guardians periodically fear heroes on-hit and regenerate health near their wells."
"DOTA_diretide_gameplay_tip_23"	"Los tiempos de recarga de los héroes se restablecen en cada ronda."
"[english]DOTA_diretide_gameplay_tip_23"	"Hero cooldowns are refreshed every round."
"DOTA_diretide_gameplay_tip_24"	"¡Si los equipos quedan empatados al final de una ronda se añadirán 30 segundos de tiempo extra al reloj!"
"[english]DOTA_diretide_gameplay_tip_24"	"If the teams are tied at the end of a round, 30 seconds of overtime will get added to the clock!"
"DOTA_diretide_gameplay_tip_25"	"Tu equipo tiene una activación del Glifo de Fortificación por ronda. ¡Úsala sabiamente!"
"[english]DOTA_diretide_gameplay_tip_25"	"Your team has one activation of the glyph of fortification per round. Use it wisely!"
"DOTA_diretide_gameplay_tip_26"	"Puedes pagar por resucitar una vez por ronda."
"[english]DOTA_diretide_gameplay_tip_26"	"You can buy back once per round."
"DOTA_diretide_gameplay_tip_27"	"Las Bolsas de Caramelos de Greevil cuestan 5 caramelos."
"[english]DOTA_diretide_gameplay_tip_27"	"Bags of Greevil Taffy are worth 5 Taffy."
"DOTA_diretide_gameplay_tip_28"	"El número de ronda corresponde a la categoría de los objetos neutrales que se obtendrán de los Espantapájaros."
"[english]DOTA_diretide_gameplay_tip_28"	"The round number corresponds to the tier of neutral items that will drop from Scarecrow Stashes."
"DOTA_diretide_gameplay_tip_29"	"Cuanto mayor sea tu ventaja de caramelos, más caramelos exigirá Roshan de tu equipo. ¡Usa a Roshan a tu favor si ves que te quedas atrás!"
"[english]DOTA_diretide_gameplay_tip_29"	"The larger your candy lead, the more candy Roshan will demand from your team. Use Roshan to your advantage if you're behind!"
"DOTA_Holdout_Round_Skeletons"	"Esqueletoneladas de diversión"
"[english]DOTA_Holdout_Round_Skeletons"	"Skele-tons of Fun"
"DOTA_Holdout_Round_Zombies"	"Zombis desequilibrados"
"[english]DOTA_Holdout_Round_Zombies"	"Floppin' Zombies"
"DOTA_Holdout_Round_Hulks"	"Monstruos de las profundidades"
"[english]DOTA_Holdout_Round_Hulks"	"Monsters From The Deep"
"DOTA_Holdout_Round_Ghosts"	"Fantasmas espeluznantes"
"[english]DOTA_Holdout_Round_Ghosts"	"Spooky Ghosts"
"DOTA_Holdout_Round_Spiders"	"Arañas explosivas"
"[english]DOTA_Holdout_Round_Spiders"	"Splodin' Spiders"
"DOTA_Radiant_Wins_Round"	"Ganan los Radiant"
"[english]DOTA_Radiant_Wins_Round"	"Radiant wins"
"DOTA_Dire_Wins_Round"	"Ganan los Dire"
"[english]DOTA_Dire_Wins_Round"	"Dire wins"
"DOTA_Radiant_Candy_Score"	"{d:radiant_candy}"
"[english]DOTA_Radiant_Candy_Score"	"{d:radiant_candy}"
"DOTA_Dire_Candy_Score"	"{d:dire_candy}"
"[english]DOTA_Dire_Candy_Score"	"{d:dire_candy}"
"DOTA_HUD_VS"	"contra"
"[english]DOTA_HUD_VS"	"vs"
"DOTA_Round_Number"	"Ronda {d:round_number}"
"[english]DOTA_Round_Number"	"Round {d:round_number}"
"DOTA_HUD_Diretide_CurrentScore"	"Puntuación actual"
"[english]DOTA_HUD_Diretide_CurrentScore"	"Current Score"
"DOTA_HUD_Diretide_FinalScore"	"Puntuación final"
"[english]DOTA_HUD_Diretide_FinalScore"	"Final Score"
"DOTA_HUD_Diretide_RoshanCurse_Radiant"	"Roshan ha maldecido a los Radiant"
"[english]DOTA_HUD_Diretide_RoshanCurse_Radiant"	"Roshan has cursed the Radiant"
"DOTA_HUD_Diretide_RoshanCurse_Dire"	"Roshan ha maldecido a los Dire"
"[english]DOTA_HUD_Diretide_RoshanCurse_Dire"	"Roshan has cursed the Dire"
"DOTA_HUD_Diretide_RoshanCurse_You"	"Roshan ha maldecido<br>A TU EQUIPO"
"[english]DOTA_HUD_Diretide_RoshanCurse_You"	"Roshan has cursed<br>YOUR TEAM"
"DOTA_HUD_Diretide_RoshanCurse_Enemy"	"Roshan ha maldecido<br>AL ENEMIGO"
"[english]DOTA_HUD_Diretide_RoshanCurse_Enemy"	"Roshan has cursed<br>THE ENEMY"
"DOTA_HUD_Diretide_Overtime"	"Tiempo extra<br><span class=\"BoldMessageSmall\">+{d:extra_time} s añadidos</span>"
"[english]DOTA_HUD_Diretide_Overtime"	"Overtime<br><span class=\"BoldMessageSmall\">+{d:extra_time}s Added</span>"
"DOTA_HUD_Diretide_TimeLeft1"	"1"
"[english]DOTA_HUD_Diretide_TimeLeft1"	"1"
"DOTA_HUD_Diretide_TimeLeft2"	"2"
"[english]DOTA_HUD_Diretide_TimeLeft2"	"2"
"DOTA_HUD_Diretide_TimeLeft3"	"3"
"[english]DOTA_HUD_Diretide_TimeLeft3"	"3"
"DOTA_HUD_Diretide_TimeLeft10"	"Quedan 10 s"
"[english]DOTA_HUD_Diretide_TimeLeft10"	"10s Remaining"
"DOTA_HUD_Diretide_TimeLeft20"	"Quedan 20 s"
"[english]DOTA_HUD_Diretide_TimeLeft20"	"20s Remaining"
"DOTA_HUD_Diretide_RoshanTarget_Radiant"	"Roshan tiene a los Radiant como objetivo"
"[english]DOTA_HUD_Diretide_RoshanTarget_Radiant"	"Roshan is targeting the Radiant"
"DOTA_HUD_Diretide_RoshanTarget_Dire"	"Roshan tiene a los Dire como objetivo"
"[english]DOTA_HUD_Diretide_RoshanTarget_Dire"	"Roshan is targeting the Dire"
"DOTA_HUD_Diretide_RoshanTarget_You"	"Roshan va tras de<br><span class=\"BoldMessage\">TI</span>"
"[english]DOTA_HUD_Diretide_RoshanTarget_You"	"Roshan is coming after<br><span class=\"BoldMessage\">YOU</span>"
"DOTA_HUD_Diretide_RoshanTarget_Ally"	"Roshan va tras<br><span class=\"BoldMessageSmall\">TU ALIADO</span>"
"[english]DOTA_HUD_Diretide_RoshanTarget_Ally"	"Roshan is coming after<br><span class=\"BoldMessageSmall\">YOUR TEAMMATE</span>"
"DOTA_HUD_Diretide_RoshanTarget_Enemy"	"Roshan va tras un enemigo"
"[english]DOTA_HUD_Diretide_RoshanTarget_Enemy"	"Roshan is coming after an enemy"
"DOTA_HUD_Diretide_CandyBucketAttacked"	"Tu Cubo de Caramelos está siendo atacado"
"[english]DOTA_HUD_Diretide_CandyBucketAttacked"	"Your Taffy Bucket is under attack"
"DOTA_HUD_Diretide_StashRespawn"	"¡Los Espantapájaros vuelven a estar llenos de sorpresas!"
"[english]DOTA_HUD_Diretide_StashRespawn"	"Scarecrow Stashes have refreshed!"
"npc_dota_radiant_bucket_soldier"	"Guardián de Caramelos"
"[english]npc_dota_radiant_bucket_soldier"	"Taffy Guardian"
"npc_dota_dire_bucket_soldier"	"Guardián de Caramelos"
"[english]npc_dota_dire_bucket_soldier"	"Taffy Guardian"
"npc_dota_diretide_portal"	"Portal de Invasión"
"[english]npc_dota_diretide_portal"	"Invasion Portal"
"npc_dota_crate"	"Cajón de Madera"
"[english]npc_dota_crate"	"Wooden Crate"
"npc_dota_creature_night_stalker"	"Aterrorizador Nocturno"
"[english]npc_dota_creature_night_stalker"	"Night Terror"
"npc_dota_creature_life_stealer"	"Amenaza Devoradora"
"[english]npc_dota_creature_life_stealer"	"Devouring Menace"
"npc_dota_creature_dark_troll_warlord"	"Invocador Trol Oscuro"
"[english]npc_dota_creature_dark_troll_warlord"	"Dark Troll Summoner"
"npc_dota_creature_hulk_radiant"	"Coloso Putrefacto"
"[english]npc_dota_creature_hulk_radiant"	"Rotting Hulk"
"npc_dota_creature_hulk_dire"	"Coloso Supurante"
"[english]npc_dota_creature_hulk_dire"	"Festering Hulk"
"npc_dota_creature_zombie_ogreseal"	"Gary el Zombi"
"[english]npc_dota_creature_zombie_ogreseal"	"Zombie Gary"
"npc_dota_creature_visage_familiar1"	"Vampiro"
"[english]npc_dota_creature_visage_familiar1"	"Vampyre"
"npc_dota_black_dragon"	"Dragón de Obsidiana"
"[english]npc_dota_black_dragon"	"Obsidian Dragon"
"npc_dota_creature_pumpkin_giant"	"Gigante Calabaza"
"[english]npc_dota_creature_pumpkin_giant"	"Pumpkin Giant"
"npc_dota_creature_ranged_ghost"	"Espectro"
"[english]npc_dota_creature_ranged_ghost"	"Wraith"
"npc_dota_creature_melee_ghost"	"Fantasma"
"[english]npc_dota_creature_melee_ghost"	"Ghost"
"npc_dota_creature_huge_broodmother"	"Arácnido Volátil"
"[english]npc_dota_creature_huge_broodmother"	"Volatile Arachnid"
"npc_dota_creature_newborn_spider"	"Plaga Neonata"
"[english]npc_dota_creature_newborn_spider"	"Newborn Pest"
"neutral_candy_bucket"	"Espantapájaros"
"[english]neutral_candy_bucket"	"Scarecrow Stash"
"DOTA_Tooltip_ability_creature_life_stealer_rage"	"Furia"
"[english]DOTA_Tooltip_ability_creature_life_stealer_rage"	"Rage"
"DOTA_Tooltip_ability_creature_life_stealer_rage_Description"	"En inglés: <b><font color='#F2A93E'>Rage</font></b>.\n \nDesencadena una furia enloquecida que te vuelve inmune a los hechizos y aumenta tu velocidad de movimiento.\n\nTIPO DE DISIPACIÓN: Básica"
"[english]DOTA_Tooltip_ability_creature_life_stealer_rage_Description"	"Launch into a maddened rage, becoming Spell Immune, and gaining increased movement speed.\n\nDISPEL TYPE: Basic Dispel"
"DOTA_Tooltip_ability_creature_life_stealer_rage_Lore"	"La locura y brutalidad de N'aix lo convierten en un enemigo feroz e implacable en el combate."
"[english]DOTA_Tooltip_ability_creature_life_stealer_rage_Lore"	"The madness and brutality of N'aix makes him a vicious and unrelenting foe in combat."
"DOTA_Tooltip_ability_creature_life_stealer_rage_Note0"	"Al lanzarla, elimina la mayoría de efectos tanto positivos como negativos."
"[english]DOTA_Tooltip_ability_creature_life_stealer_rage_Note0"	"Upon casting, many buffs and debuffs will be removed."
"DOTA_Tooltip_ability_creature_life_stealer_rage_movement_speed_bonus"	"%VELOCIDAD DE MOVIMIENTO ADICIONAL:"
"[english]DOTA_Tooltip_ability_creature_life_stealer_rage_movement_speed_bonus"	"%MOVE SPEED BONUS:"
"DOTA_Tooltip_ability_creature_life_stealer_rage_duration"	"DURACIÓN:"
"[english]DOTA_Tooltip_ability_creature_life_stealer_rage_duration"	"DURATION:"
"DOTA_Tooltip_ability_creature_life_stealer_feast"	"Festín"
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast"	"Feast"
"DOTA_Tooltip_ability_creature_life_stealer_feast_Description"	"En inglés: <b><font color='#F2A93E'>Feast</font></b>.\n \nLos ataques de Lifestealer le curan un porcentaje de la vida máxima de su objetivo. Aumenta la velocidad de ataque."
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_Description"	"Lifestealer's attacks heal himself for a percentage of his target's max health. Increases attack speed."
"DOTA_Tooltip_ability_creature_life_stealer_feast_Lore"	"Tras escapar de su celda en Devarque, N'aix subsistía con la carne y los huesos de los desafortunados que se cruzaban en su camino."
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_Lore"	"After escaping from his cell in Devarque, N'aix subsisted on flesh and bones of those unfortunate to cross his path."
"DOTA_Tooltip_ability_creature_life_stealer_feast_Note0"	"No afecta a Roshan."
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_Note0"	"Does not affect Roshan."
"DOTA_Tooltip_ability_creature_life_stealer_feast_Note1"	"Afecta a las unidades inmunes a hechizos."
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_Note1"	"Affects Spell Immune units."
"DOTA_Tooltip_ability_creature_life_stealer_feast_Note2"	"La curación es independiente del daño."
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_Note2"	"The heal is independent of the damage."
"DOTA_Tooltip_ability_creature_life_stealer_feast_Note3"	"Se acumula aditivamente con otras fuentes de robo de vida."
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_Note3"	"Stacks additively with other sources of Lifesteal."
"DOTA_Tooltip_ability_creature_life_stealer_feast_hp_leech_percent"	"%ROBO DE VIDA MÁXIMA:"
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_hp_leech_percent"	"%MAX HEALTH LIFE STEAL:"
"DOTA_Tooltip_ability_creature_life_stealer_feast_attack_speed_bonus"	"VELOCIDAD DE ATAQUE:"
"[english]DOTA_Tooltip_ability_creature_life_stealer_feast_attack_speed_bonus"	"ATTACK SPEED:"
"DOTA_Tooltip_modifier_creature_life_stealer_rage"	"Furia"
"[english]DOTA_Tooltip_modifier_creature_life_stealer_rage"	"Rage"
"DOTA_Tooltip_modifier_creature_life_stealer_rage_Description"	"Velocidad de ataque aumentada, inmunidad a hechizos y 100 %% de resistencia al daño mágico."
"[english]DOTA_Tooltip_modifier_creature_life_stealer_rage_Description"	"Gained attack speed, spell immunity, and 100% resistant to magic damage type."
"DOTA_Tooltip_ability_creature_dark_troll_warlord_raise_dead"	"Levantar a los Muertos"
"[english]DOTA_Tooltip_ability_creature_dark_troll_warlord_raise_dead"	"Raise Dead"
"DOTA_Tooltip_ability_creature_dark_troll_warlord_raise_dead_Description"	"El Invocador Trol Oscuro escarba en el suelo bajo sus pies para exhumar los restos de otros troles muertos hace tiempo y dar vida a dos Guerreros Esqueletos que lucharán a su lado."
"[english]DOTA_Tooltip_ability_creature_dark_troll_warlord_raise_dead_Description"	"The Dark Troll Summoner stirs the ground underfoot, raising the remains of trolls long dead, bringing to life two skeleton Warriors who will fight at his side."
"npc_dota_creature_zombie_torso"	"Torso Zombi"
"[english]npc_dota_creature_zombie_torso"	"Zombie Torso"
"npc_dota_creature_zombie_golem"	"Gólem Zombi"
"[english]npc_dota_creature_zombie_golem"	"Zombie Golem"
"npc_dota_creature_zombie_basic"	"Zombi"
"[english]npc_dota_creature_zombie_basic"	"Zombie"
"npc_dota_creature_skeleton_basic"	"Esqueleto Espeluznante"
"[english]npc_dota_creature_skeleton_basic"	"Spooky Skelly"
"npc_dota_creature_skeleton"	"Esqueleto"
"[english]npc_dota_creature_skeleton"	"Skeleton"
"npc_dota_creature_skeleton_champion"	"Campeón Esqueleto"
"[english]npc_dota_creature_skeleton_champion"	"Skeleton Champion"
"DOTA_Tooltip_ability_ogreseal_flop"	"Panzazo de Foca"
"[english]DOTA_Tooltip_ability_ogreseal_flop"	"Seal Flop"
"DOTA_Tooltip_ability_ogreseal_flop_Description"	"Salta hacia adelante después de un breve retraso y golpea el suelo dos veces, aturdiendo a los enemigos durante %stun_duration% s e infligiendo %damage% de daño cada vez."
"[english]DOTA_Tooltip_ability_ogreseal_flop_Description"	"Hop forward after a brief delay and smash the ground twice, stunning enemies for %stun_duration% seconds and dealing %damage% damage each time."
"DOTA_Tooltip_ability_ogreseal_stomp"	"Golpe Grasiento"
"[english]DOTA_Tooltip_ability_ogreseal_stomp"	"Blubber Slam"
"DOTA_Tooltip_ability_ogreseal_stomp_Description"	"Salta alto hacia arriba y choca contra el suelo, infligiendo %damage% de daño y aturdiendo a los enemigos durante %stun_duration% s en un radio de %radius%. El impacto también aturde a Gary el Zombi durante %self_stun_duration% s."
"[english]DOTA_Tooltip_ability_ogreseal_stomp_Description"	"Leap high into the air and crash down, dealing %damage% damage and stunning enemies for %stun_duration% seconds in a %radius% radius. The impact also stuns the Odobenus Ghoul for %self_stun_duration% seconds."
"DOTA_Tooltip_ability_ogreseal_stickybomb"	"Lanzamiento Ectoplasmático"
"[english]DOTA_Tooltip_ability_ogreseal_stickybomb"	"Ectoplasmic Fling"
"DOTA_Tooltip_ability_ogreseal_stickybomb_Description"	"Gary el Zombi lanza un trozo de ectoplasma en el área objetivo, lo que ralentiza a todos los enemigos atrapados en el charco de sustancia viscosa resultante en %move_speed_penalty%. El charco tiene una duración de %duration% s."
"[english]DOTA_Tooltip_ability_ogreseal_stickybomb_Description"	"The Odobenus Ghoul tosses a chunk of ectoplasm at the targeted area, slowing all enemies trapped in the resulting puddle of goo by %move_speed_penalty%. The puddle lasts for %duration% seconds."
"DOTA_Tooltip_ability_ogreseal_puke"	"Vómito"
"[english]DOTA_Tooltip_ability_ogreseal_puke"	"Puke"
"DOTA_Tooltip_ability_ogreseal_puke_Description"	"El Necrófago Odobenus vomita un montón de ectoplasma en el área objetivo y ralentiza un %move_speed_penalty% %% a todos los enemigos alcanzados. Los enemigos cercanos se enfurecen y son llamados a atacar a estos héroes."
"[english]DOTA_Tooltip_ability_ogreseal_puke_Description"	"The Odobenus Ghoul pukes a pile of ectoplasm at the targeted area, slowing all enemies hit by %move_speed_penalty%%%. Nearby enemies are enraged and called to attack these heroes."
"DOTA_Tooltip_ability_ogreseal_explode"	"Bomba de Grasa"
"[english]DOTA_Tooltip_ability_ogreseal_explode"	"Blubber Bomb"
"DOTA_Tooltip_ability_ogreseal_explode_Description"	"Salta alto hacia arriba y destrúyete a ti mismo para infligir %damage% de daño y ralentizar a todos los enemigos alcanzados un %move_speed_penalty% %% en un radio de %radius%. Los enemigos cercanos se enfurecen y son llamados a atacar a estos héroes."
"[english]DOTA_Tooltip_ability_ogreseal_explode_Description"	"Leap high into the air and crash down, destroying yourself to deal %damage% damage, slowing all enemies hit by %move_speed_penalty%%% in a %radius% radius. Nearby enemies are enraged and called to attack these heroes."
"DOTA_Tooltip_ability_hulk_immolation"	"Inmolación"
"[english]DOTA_Tooltip_ability_hulk_immolation"	"Immolation"
"DOTA_Tooltip_ability_hulk_immolation_Description"	"Quema a las unidades enemigas cercanas del Coloso con daño por segundo."
"[english]DOTA_Tooltip_ability_hulk_immolation_Description"	"Burns the Hulk's nearby enemy units with damage per second."
"DOTA_Tooltip_ability_hulk_immolation_aura_damage"	"DAÑO:"
