"lang"
{ 
	"Language" "ukrainian" 
				"npc_dota_hero_witch_doctor_bio"												"Жилавий, згорблений силует з нерівними кінцівками і незграбною ходою шкутильгає вперед, невтомно нишпорячи по полю бою у пошуках слабкого місця, де його здібності принесуть найбільше користі, і найбільше шкоди. Невідомо, що з ним сталося, але ніхто не сумнівається у могутності, що криється у його покрученому тілі. Гучними ударами довгого посоху по землі супроводжує знахар Жарвакко свій наступ, розгортаючи страхітливий арсенал амулетів, проклять і заклинань. Всю сукупність магічних знань, накопичених і вдосконалених за кілька життів на високогір’ях острова Арктура, він використовує проти своїх ворогів. Жарвакко може бути вашим найкращим другом або найлютішим ворогом, що зцілює союзників і знищує тих, хто виступає проти нього."

				"npc_dota_hero_leshrac_bio"														"Лешрак Змучена Душа — сутність, вирвана із серця природи, істота, що існує в двох планах буття водночас. Його всепроникний розум не може ігнорувати смертельний жах, що коїться в серці творення. Колишній великий філософ, що шукав сенс буття, він проник у глибини природи за допомогою хроноптичних кристалів і був навіки змінений жахливими таємницями, що відкрилися йому. Темні глибини розуму Лешрака освітлюють лише проблиски його зухвальства. Як і інші стихійні персонажі, він — єдине ціле з природою, але в його випадку ця природа зловісна й підступна. Він єдиний бачить сувору правду реальності та не вірить, що Всесвіт приберіг спеціальну нагороду для тих, хто творить добро."		

				"npc_dota_hero_juggernaut_bio"													"Ніхто й ніколи не бачив обличчя, схованого за маскою Джаґернаута Юрнеро. Ходять чутки, що він взагалі його не має. За непослух панові Юрнеро вигнали з древнього Острова Масок. І кара ця стала його спасінням. Невдовзі чари помсти затягнули острів у морську глибінь. А Юрнеро залишився єдиним продовжувачем вікових традицій Джаґернаутів, їхніх ритуалів і мистецтва фехтування. Рішучість та відвага — плоди нескінченних тренувань Юрнеро, а його незвична техніка бою доводить, що майстер не втомлюється випробовувати себе. Та його мотиви такі ж загадкові, як і вираз обличчя. І як для того, хто вже двічі втратив усе, Юрнеро б’ється так, наче не сумнівається у своїй перемозі. "

				"npc_dota_hero_pudge_bio"														"На Полях Одвічної Різанини, що далеко на південь від Квоїджу, щоночі невтомно працює огрядна постать — патрає, білує, скиртує кінцівки та нутрощі полеглих, аби до світання поле знову було готовим до нової крові. У цім проклятім краї ніщо саме не зогниє й не розкладеться; жоден мрець не стане прахом земним, як глибоко його не закопуй. Оточений птахами-падложерами, котрим до дзьоба влізає лишень пошматована плоть, м’ясник Пудж вправляється з лезами, які гострішають з кожним порубаним трупом. Хвись, хвись, гуп. Плоть відпадає від кісток, сухожилки та зв’язки рвуться, як мокрий папір. І з роками, окрім любові до м’ясницької справи, в Пуджа з’явився смак і до падла. Спершу кусень м’яса тут, трішки крові там… Невдовзі Пудж шматував зубами найтвердіших мерців, як пес розриває лахміття. І навіть ті, хто смерті не бояться, тремтять перед М’ясником."

				"npc_dota_hero_bane_bio"														"Коли богам сняться кошмари, то приносить їх Бейн, Вадливий Елементаль. Також знаний як Атропос, Бейн був породжений нічними жахіттями богині Нікташі. Царство сну не могло стримати жаху такої сили, тож Бейн вирвався із помислів богині, вкрав частку її безсмертя, а тіло імлисте сотворив собі з чорної крові Нікташі. Бейн уособлює вселенський жах. Смертним, хто здатен чути його голос, нашіптує він найсокровенніші таємниці. І пробуджує він страхи, заховані у серці всякого героя. Чорна, мов смола, кров Бейна ув’язнить у кошмарах навіть тих, хто вважає за краще не спати. У присутності Бейна героям не слід забувати, що темряви варто боятися."

				"npc_dota_hero_earthshaker_bio"													"Колись давно Землетрус був єдиним із землею, як-то ґолеми чи гаргульї, та зараз він вільно крокує по світу. На відміну від інших створив себе сам, лиш виплеском волі, нікому не служить і діє на власний розсуд. У неспокійних снах, глибоко в кам’яних пустотах, він проводив весь свій час, дрімаючи, існуючи поза справжнім життям.
<br><br>Та якось, в один із сезонів тремтіння землі, піки Нішай трусило як ніколи. Численні лавини змінювали річища й течії річок, долини ставали бездонними прірвами… Коли земля остаточно перестала труситись, Землетрус вийшов із пилу, скинувши з себе вагу масивних брил, немов легку ковдру.
<br><br>Він постав у образі смертного звіра і назвався Рейґор Кам’яне Копито. Він дихає повітрям, у нім тече кров, тож його може і смерть спіткати. Та дух його земний має велику силу, і він завжди носить її у кремезному тотемі. А в день, коли паде він прахом, земля прийме назад свого блудного сина."

				"npc_dota_hero_sand_king_bio"													"Піски Іскристої пустелі живі й мають розум — величезна пустеля говорить сама з собою, розмірковуючи про речі, осяжні лише для цих безкраїх пісків. Але коли пустелі потрібно знайти спосіб вийти за свої кордони, вона звільняє частинку себе й наповнює нею чарівний панцир, створений джином Калдину. Ця істота називає себе Криксалісом, що означає «серце піску», але інші знають його як Царя Пісків. Криксаліс приймає форму величезного скорпіона, натхненний маленькими, але всюдисущими мешканцями Іскристої пустелі; і це справжній вираз його нещадного характеру. Вартовий, воїн, вісник — усе це обов’язки Царя Пісків, нероздільного з пустелею, яка дала йому життя."

				"npc_dota_hero_nevermore_bio"													"Кажуть, що Душокрад Невермор, має душу поета, та насправді він має їх тисячі. Протягом багатьох епох він колекціонував душі поетів, священиків, імператорів, жебраків, рабів, філософів, злочинців і (звісно ж) героїв; жодна душа не вислизає від нього. І невідомо, що він робить з ними. Ніхто не заглянув в Безодню, де Невермор сновигає, як вугор, поміж астральних каменів. Чи пожирав він їх одну за одною? Чи розмістив він їх по залах моторошного храму, чи маринував душі в чаклунському розсолі? А чи ж він просто маріонетка, якою по той бік розламу між вимірами керує демонічний лялькар? Настільки палке його зло, настільки густа його аура темряви, що жоден раціональний розум не може проникнути в нього. Утім, якщо ви хочете знати, куди зникають викрадені душі, є один спосіб: додати свою душу до його колекції. Або ж чекайте, поки Душокрад сам по вас не прийде."

				"npc_dota_hero_sven_bio"														"Свен — байстрюк одного з лицарів Ордену стражів, народжений від блідої мерантки, котрий провів дитинство серед руїн Тінистого узмор’я. Свенового батька стратили за порушення Кодексу стражів, а матір вигнало її ж плем’я за сумнівні зв’язки. Через це Свен вирішив, що чесним слід бути лише перед собою, а не перед зовнішніми правилами. Коли після тривалої хвороби не стало матері, Свен вступив до Ордену стражів, приховавши своє походження. Тринадцять років він навчався в школі батька, дотримуючись суворих правил, за якими юнак узагалі не мав народжуватися і вважався мерзенним виплодком. Коли ж настав день присяги, то Свен викрав орденський Меч Вигнання, розтрощив Священний Шолом і жбурнув Кодекс у Священний пломінь Ордену. Потім він покинув Тверджу Стражів, став самітником і зрікся будь-яких правил, окрім власних. Свен залишився лицарем… Лицарем-Вигнанцем, який несе відповідальність тільки перед самим собою."

				"npc_dota_hero_phantom_assassin_bio"											"Шляхом пророцтв і ворожінь малих дівчаток відбирають для виховання Сестрами Вуалі — орденом, який вважає вбивство священною частиною природного порядку. Сестри Вуалі обирають цілі шляхом медитацій та пророчих віщувань. Вони ні з ким не домовляються, і не схоже, щоби вони переслідували політичні чи корисливі мотиви. Їхні вбивства здаються геть випадковими: можновладець має шанси померти не менші, ніж селянин чи землекоп. Якщо ті вбивства й мають зв’язок, то він відомий лише їм. Убивці переконані, що приносять цілей у жертву, а смерть від їхньої руки — велика честь. Виховані рівними, вони позбавлені імен та власного «Я»: на місце кожної стане інша, і невідоме їхнє число, мало їх чи багато. Як невідомо й те, що ховається за Примарною Вуаллю. Лише в однієї Сестри час від часу, коли нема нікого поруч, вуаль здригається від забороненого шепоту її власного імені: Мортред."

				"npc_dota_hero_skeleton_king_bio"												"Протягом довгих років король Остаріон створював імперію з останків своїх ворогів. Вічна деспотична влада стала його нав’язливою ідеєю, повністю охопила розум. Він вважав, що вежі, побудовані поруч з його палацом, зможуть зберегти його життя назавжди. Пізніше він усвідомив, що це була глибока помилка… Адже навіть кістки колись перетворяться на порох. Глибоко розчарований недовговічністю плоті, він почав шукати більш надійний спосіб, щоб продовжити своє правління і, зрештою, знайшов його. Це була примарна енергія, форма чистого духу, яку деякі чудовиська виділяють у момент смерті. Вселивши в себе їхнє примарне єство, він сподівався знайти настільки ж потужне і безсмертне тіло, яким було його его. Під час тисячолітнього сонцестояння, відомого як Дух-вечір, він підготував обряд перетворення і наказав своїм підданим зібрати достатню кількість душ, яка допоможе наблизити його до безсмертя. Ніхто не знає, скільки відчайдушних героїв полягло в ту ніч. Єдиним вцілілим у тій бійні виявився сам король, хто наступного ранку зі сходом сонця постав як Король-дух. Відтепер він не сидить на своєму кістяному троні, а йде на полі бою з мечем у руці і вимагає вірності, не тільки до самої смерті, а й за її межами."

				"npc_dota_hero_drow_ranger_bio"													"Дроу-рейнджер звуть Траксекс — це ім’я чудово підходить для представника невисокої, тролеподібної й не надто привабливої раси дроу. Люди бояться, зневажають та обходять їх стороною. Утім, Траксекс народилася в родині людей. Її батьки мандрували із караваном і були вбиті розбійниками, але гучне вбивство невинних викликало гнів тихого народу темних ельфів.
<br><br>Коли розбійників знищили, дроу помітили маленьку дівчинку, що ховалася за уламками фургонів, і вирішили не кидати її напризволяще. Навіть у юному віці Траксекс проявляла ті риси, які так цінувалися дроу: скритність, мовчазність, хитрість. Не тілом, а духом, вона могла б бути підкинутою людям дитиною дроу, яка нарешті повернулася додому. Та час минав, дівчина росла, ставала вищою за інших і почувалася бридкою. Адже і риси її обличчя були плавними й симетричними, без бородавок та вусів.
<br><br>Покинувши плем’я, що її прихистило, вона пішла у ліс, щоби жити на самоті. Мандрівники, які губилися, але знаходили вихід з лісу, іноді розповідають про неймовірно красиву дівчину, що спостерігала за ними з гущавини й одразу зникала, щойно вони намагалися йти в її бік. Спритна та скритна, вона рухалася мовчки, немов туман. Лиш тихий шепіт удалині скаже, що її льодяна стріла знайшла шлях до серця ворога."

				"npc_dota_hero_morphling_bio"													"Багато століть комета борознила темну пустку космосу. Непохитні сили гравітації тримали її, ніби на повідку, подалі від сонця, що дозволило не розтанути масивній брилі льоду, яка здійснювала свою таємничу темну мандрівку. Та напередодні війни за Влой вона впала із зоряного неба і залишила палаючий слід вночі, який був сприйнятий обома арміями за знак долі. Заморожена куля почала танути під киплячим жаром атмосфери в той час, коли дві сторони зійшлися в сутичці на берегах вузької річки. І тоді, вирвавшись зі свого крижаного полону, був народжений Морфлінг, стихійна сила якого була необмежена і неприборкана, як океан. Він вступив у бій, інстинктивно прийнявши форму першого ж генерала, що наважився ступити до води, зануривши того в пучину. Поки дурні воїни кидалися у воду, Морфлінг переміщувався полем бою та змінював одну форму на іншу. Він миттєво приймав подобу цих дивних істот — то він виглядав як лучник, то як мечник, то як кавалерист. До загибелі останнього солдату Морфлінг встиг зіграти усі ролі. Та кінець битви став його початком."

				"npc_dota_hero_bloodseeker_bio"													"Стриґвир Кривавий Жрець — ритуально посвячений мисливець, гончий пес Білованих Близнюків, посланий з оповитих туманом вершин Ксакатокатля на пошуки крові. Білованим необхідне ледь не море крові, щоби лишатися ситими і спокійними, і якби жерці не могли задовольнити їхні потреби, то вони швидко винищили би всю гірську імперію. Тож Стриґвир вирушив на пошуки крові. Життєва енергія будь-якої крові, що він проливав, через священні знаки на його зброї й обладунках потрапляла безпосередньо до Близнюків. Через багато років він перетворився на кривавого гончака, який бився, наче дикий шакал. Кажуть, що в розпалі кривавої битви під його маскою можна розгледіти риси обличчя Білованих, котрі безпосередньо керують своїм гончим псом."

				"npc_dota_hero_axe_bio"															"Коли Могул Хан вступив до лав армії Червоної Мряки простим піхотинцем, то заповзявся сягнути звання генерала. Свої поривання він доводив у битві за битвою, лишаючи від ворогів криваве місиво. Цілеспрямованість Могула не знала меж: за потреби він без вагань зносив голови своїм командирам, що безперечно сприяло його кар’єрному сходженню. Під час семирічної кампанії у Краю Тисячі Озер він показав себе безжальним воякою, і що більше гинуло бійців його армії, то яскравіше сяяла його зірка. У день останньої переможної битви Могул Хан проголосив себе генералом Червоної Мряки і взяв найвище звання — Топір. Однак у його армії вже не було жодного воїна. Звісно, багато загинули на війні, але не менше — від леза самого Топора. Годі й казати, що мало хто зважиться піти під командування такого генерала. Проте Топора це зовсім не тривожить, бо він знає, що армія з однієї людини — найкраща."

				"npc_dota_hero_phantom_lancer_bio"												"Віддалене село Поул не знало про війни, що йшли в центрі королівства. Спокійне рибальство та вечеря у сімейному колі — це було для них повноцінним життям. Та війна все одно прийшла до них. Приєднавшись до боєздатних призовників, які проходили повз, скромний списоносець Азрейт присягнув принести мир своєму королівству та його жителям. Його одноплемінники принесли велику жертву, коли знаходилися в авангарді останнього бою з чаклуном-жахотворцем Ворном. До миті, коли битва наблизилася до фортеці, Азрейт лишився один, і він єдиний зумів потрапити всередину.
<br><br>Розлючений бійнею, в якій загинули його брати, Азрейт цілеспрямовано йшов вперед і подолав вартових та смертельно небезпечні пастки чаклуна. Незабаром простий рибалка прибув до вежі святилища Ворна. До самого світанку, коли внизу панував хаос, вони билися, спис проти посоха, доки, зрештою, Азрейт простромив свого ворога із переможним криком. Але чаклун не просто помер — він розсипався незліченними шматочками світла, які пронизали убивцю. Коли пил улігся, а туман війни розсіявся, Азрейт побачив, що знаходиться серед своїх одноплемінників. Кожен, здавалося, був одягнений, так само як і він, і мав ту ж зброю. Азрейт також відчув, що й думки їхні схожі на його власні. Знаючи про наближення союзників, Азрейт побажав, щоби фантоми сховалися, і вони один за одним зникли. Коли солдати прийшли у святилище, то знайшли воїна, який переміг чаклуна. Однак, коли наблизилися до нього, то списоносець зник. Він виявився лише ще одним фантомом."

				"npc_dota_hero_razor_bio"														"Серед жителів Пургаторію нікого не бояться так сильно, як Разора, привида блискавок. Своїм електричним батогом, що став символом жорстокості та нещадності, Разор стереже спокій у Вузькому лабіринті, тій самій павутині з ходів, стін і стежин, де душі мертвих вирішують свою долю залежно від їхнього розуму, здібностей та наполегливості. Разор літає над лабіринтом, шукає розгублених і з насолодою шмагає їх батогом, щоб покарати й змусити їх швидше вирішувати власну долю, квапить їх до світла чи у вічну темряву. Разор — втілення переваги і трудолюбивої сили. Утім, він дійсно отримує задоволення, коли доводить до божевілля своїми тортурами нещасні душі."
