"lang"
{
"Language"	"bulgarian"
"[english]GameUI_SelectSkill"	"SELECT COMBAT DIFFICULTY"
"GameUI_StartNewGame"	"Нова игра"
"[english]GameUI_StartNewGame"	"Start new game"
"GameUI_Next"	"Още >"
"[english]GameUI_Next"	"More >"
"GameUI_Prev"	"< Още"
"[english]GameUI_Prev"	"< More"
"GameUI_Play"	"Пускане"
"[english]GameUI_Play"	"Play"
"GameUI_EnableEAX"	"Активиране на хардуерна поддръжка за EAX"
"[english]GameUI_EnableEAX"	"Enable EAX Hardware Support"
"GameUI_EnableA3D"	"Активиране на хардуерна поддръжка за A3D"
"[english]GameUI_EnableA3D"	"Enable A3D Hardware Support"
"GameUI_SoundEffectVolume"	"Сила на звука на играта"
"[english]GameUI_SoundEffectVolume"	"Game volume"
"GameUI_HEVSuitVolume"	"Сила на звука от HEV костюма"
"[english]GameUI_HEVSuitVolume"	"HEV suit volume"
"GameUI_MP3Volume"	"MP3 сила на звук *"
"[english]GameUI_MP3Volume"	"MP3 volume *"
"GameUI_MusicVolume"	"Сила на музиката"
"[english]GameUI_MusicVolume"	"Music volume"
"GameUI_SoundQuality"	"Качество на звука"
"[english]GameUI_SoundQuality"	"Sound quality"
"GameUI_Ultra"	"Много високо"
"[english]GameUI_Ultra"	"Very High"
"GameUI_High"	"Високо"
"[english]GameUI_High"	"High"
"GameUI_Low"	"Ниско"
"[english]GameUI_Low"	"Low"
"GameUI_UseDefaults"	"По подразбиране"
"[english]GameUI_UseDefaults"	"Use Defaults"
"GameUI_SetNewKey"	"Смяна на бутон"
"[english]GameUI_SetNewKey"	"Edit key"
"GameUI_ClearKey"	"Изчистване"
"[english]GameUI_ClearKey"	"Clear Key"
"GameUI_SetNewButton"	"Натиснете бутон…"
"[english]GameUI_SetNewButton"	"Press a button..."
"GameUI_ClearButton"	"Премахване"
"[english]GameUI_ClearButton"	"Clear"
"GameUI_DefaultButtons"	"Контроли по подразбиране"
"[english]GameUI_DefaultButtons"	"Default controls"
"GameUI_Action"	"Действие"
"[english]GameUI_Action"	"Action"
"GameUI_Toggle"	"Превключване"
"[english]GameUI_Toggle"	"Toggle"
"GameUI_Hold"	"Задържане"
"[english]GameUI_Hold"	"Hold"
"GameUI_KeyButton"	"КЛАВИШ/БУТОН"
"[english]GameUI_KeyButton"	"KEY/BUTTON"
"GameUI_Alternate"	"АЛТЕРНАТИВНО"
"[english]GameUI_Alternate"	"ALTERNATE"
"GameUI_Windowed"	"Пускане в прозорец"
"[english]GameUI_Windowed"	"Run in a window"
"GameUI_Renderer"	"Рендиране"
"[english]GameUI_Renderer"	"Renderer"
"GameUI_Software"	"Софтуер"
"[english]GameUI_Software"	"Software"
"GameUI_OpenGL"	"OpenGL"
"[english]GameUI_OpenGL"	"OpenGL"
"GameUI_D3D"	"D3D"
"[english]GameUI_D3D"	"D3D"
"GameUI_Brightness"	"Яркост"
"[english]GameUI_Brightness"	"Brightness"
"GameUI_Gamma"	"Гама"
"[english]GameUI_Gamma"	"Gamma"
"GameUI_Resolution"	"Резолюция"
"[english]GameUI_Resolution"	"Resolution"
"GameUI_VideoRestart"	"Забележка: Променянето на видео настройките ще рестартира играта."
"[english]GameUI_VideoRestart"	"Note: changing video options will cause the game to exit and restart."
"GameUI_EnableVoice"	"Позволяване на говор в тази игра"
"[english]GameUI_EnableVoice"	"Enable voice in this game"
"GameUI_BoostMicrophone"	"Увеличаване звука на микрофона"
"[english]GameUI_BoostMicrophone"	"Boost microphone gain"
"GameUI_MicrophoneVolume"	"Сила на микрофона"
"[english]GameUI_MicrophoneVolume"	"Microphone Volume"
"GameUI_ReceiveVolume"	"Сила на приемания звук"
"[english]GameUI_ReceiveVolume"	"Receive Volume"
"GameUI_TestMicrophone"	"Тестване на микрофона"
"[english]GameUI_TestMicrophone"	"Test Microphone"
"GameUI_StopTestMicrophone"	"Спиране на теста"
"[english]GameUI_StopTestMicrophone"	"Stop Microphone Test"
"GameUI_VoiceReceiveVolume"	"Сила на получения глас *"
"[english]GameUI_VoiceReceiveVolume"	"Voice receive volume *"
"GameUI_VoiceTransmitVolume"	"Сила на предаване на глас *"
"[english]GameUI_VoiceTransmitVolume"	"Voice transmit volume *"
"GameUI_SaveGame"	"ЗАПАЗВАНЕ"
"[english]GameUI_SaveGame"	"SAVE GAME"
"GameUI_SaveGameHelp"	"Изберете „НОВ ЗАПИС“ от списъка, за да създадете нов файл,\nили изберете друг запис, за да го презапишете."
"[english]GameUI_SaveGameHelp"	"Select 'New Save Game' in the list to create a new file, or select\na previously saved game to overwrite a file."
"GameUI_Delete"	"Изтриване"
"[english]GameUI_Delete"	"Delete"
"GameUI_Quit"	"Изход"
"[english]GameUI_Quit"	"Quit game"
"GameUI_SteamPassword"	"Парола в Steam"
"[english]GameUI_SteamPassword"	"Steam Password"
"GameUI_CreateServer"	"СЪЗДАВАНЕ НА СЪРВЪР"
"[english]GameUI_CreateServer"	"CREATE SERVER"
"GameUI_Start"	"Стартиране"
"[english]GameUI_Start"	"Start"
"GameUI_Console"	"Конзола"
"[english]GameUI_Console"	"Console"
"GameUI_Submit"	"Изпращане"
"[english]GameUI_Submit"	"Submit"
"GameUI_Options"	"НАСТРОЙКИ"
"[english]GameUI_Options"	"OPTIONS"
"GameUI_Keyboard"	"Клавиатура"
"[english]GameUI_Keyboard"	"Keyboard"
"GameUI_Mouse"	"Мишка"
"[english]GameUI_Mouse"	"Mouse"
"GameUI_Audio"	"Аудио"
"[english]GameUI_Audio"	"Audio"
"GameUI_Video"	"Видео"
"[english]GameUI_Video"	"Video"
"GameUI_Voice"	"Глас"
"[english]GameUI_Voice"	"Voice"
"GameUI_Advanced"	"Заключване"
"[english]GameUI_Advanced"	"Lock"
"GameUI_Server"	"Сървър"
"[english]GameUI_Server"	"Server"
"GameUI_Game"	"Игра"	[$WIN32]
"[english]GameUI_Game"	"Game"
"GameUI_SavedGame"	"Запазена игра"
"[english]GameUI_SavedGame"	"Saved Game"
"GameUI_ElapsedTime"	"Изминало време"
"[english]GameUI_ElapsedTime"	"Elapsed Time"
"GameUI_TimeStamp"	"Показване на времето"
"[english]GameUI_TimeStamp"	"Time Stamp"
"GameUI_KeyboardSettings"	"Настройки на клавиатурата"
"[english]GameUI_KeyboardSettings"	"Keyboard settings"
"GameUI_KeyboardSettingsText"	"Връщане на всички действия, за да използват клавишите по подразбиране?"
"[english]GameUI_KeyboardSettingsText"	"Reset all actions to use their default keys?"
"GameUI_ControllerSettingsText"	"Възстановяване настройките на контролера по подразбиране?"
"[english]GameUI_ControllerSettingsText"	"Reset all controller options to their defaults?"
"GameUI_GameMenu_NewGame"	"НОВА ИГРА"
"[english]GameUI_GameMenu_NewGame"	"NEW GAME"
"GameUI_GameMenu_PlayDemo"	"ПУСКАНЕ НА ДЕМО"
"[english]GameUI_GameMenu_PlayDemo"	"PLAY DEMO"
"GameUI_GameMenu_BonusMaps"	"БОНУС КАРТИ"
"[english]GameUI_GameMenu_BonusMaps"	"BONUS MAPS"
"GameUI_GameMenu_LoadGame"	"ЗАРЕЖДАНЕ"
"[english]GameUI_GameMenu_LoadGame"	"LOAD GAME"
"GameUI_GameMenu_SaveGame"	"ЗАПАЗВАНЕ"
"[english]GameUI_GameMenu_SaveGame"	"SAVE GAME"
"GameUI_GameMenu_Multiplayer"	"ИГРА В МРЕЖА"
"[english]GameUI_GameMenu_Multiplayer"	"MULTIPLAYER "
"GameUI_GameMenu_FindServers"	"ТЪРСЕНЕ НА СЪРВЪРИ"
"[english]GameUI_GameMenu_FindServers"	"FIND SERVERS"
"GameUI_GameMenu_Friends"	"ПРИЯТЕЛИ"
"[english]GameUI_GameMenu_Friends"	"FRIENDS"
"GameUI_GameMenu_Customize"	"ПЕРСОНАЛИЗИРАНЕ"
"[english]GameUI_GameMenu_Customize"	"CUSTOMIZE"
"GameUI_GameMenu_CreateServer"	"СЪЗДАВАНЕ НА СЪРВЪР"
"[english]GameUI_GameMenu_CreateServer"	"CREATE SERVER"
"GameUI_GameMenu_Options"	"НАСТРОЙКИ"
"[english]GameUI_GameMenu_Options"	"OPTIONS"
"GameUI_GameMenu_Achievements"	"ПОСТИЖЕНИЯ"
"[english]GameUI_GameMenu_Achievements"	"ACHIEVEMENTS"
"GameUI_GameMenu_PlayerStats"	"СТАТИСТИКИ НА ИГРАЧА"
"[english]GameUI_GameMenu_PlayerStats"	"PLAYER STATS"
"GameUI_GameMenu_Quit"	"ИЗХОД"
"[english]GameUI_GameMenu_Quit"	"QUIT"
"GameUI_PasswordsDontMatch"	"Въведените пароли не съвпадат!"
"[english]GameUI_PasswordsDontMatch"	"Entered passwords don't match!"
"GameUI_MustEnterPassword"	"Трябва да въведете парола"
"[english]GameUI_MustEnterPassword"	"You must enter a password"
"GameUI_IncorrectPassword"	"Грешна парола"
"[english]GameUI_IncorrectPassword"	"Incorrect password"
"GameUI_CantDisableContentCtrl"	"Не може да се забрани, контролът на съдържанието не е бил определен"
"[english]GameUI_CantDisableContentCtrl"	"Can't disable, content control was not set"
"GameUI_Loading"	"ЗАРЕЖДАНЕ…"
"[english]GameUI_Loading"	"LOADING..."
"GameUI_LoadingGame"	"ЗАРЕЖДАНЕ"
"[english]GameUI_LoadingGame"	"LOADING"
"GameUI_Disconnected"	"Разкачен"
"[english]GameUI_Disconnected"	"Disconnected"
"GameUI_ConnectionFailed"	"Неуспешно свързване със сървъра."
"[english]GameUI_ConnectionFailed"	"Could not connect to server."
"GameUI_DisconnectedFrom"	"Бяхте разкачен от сървъра."
"[english]GameUI_DisconnectedFrom"	"You have been disconnected from the server."
"GameUI_DisconnectedFromServerExtended"	"Бяхте разкачен от сървъра.\nПричина: %s1"
"[english]GameUI_DisconnectedFromServerExtended"	"You have been disconnected from the server.\nReason: %s1"
"GameUI_EstablishingConnection"	"Осъществяване на връзка със сървъра…"
"[english]GameUI_EstablishingConnection"	"Establishing network connection to server..."
"GameUI_ParseServerInfo"	"Събиране на информация за сървъра…"
"[english]GameUI_ParseServerInfo"	"Parsing server info..."
"GameUI_CheckCRCs"	"Проверка на ресурсите…"
"[english]GameUI_CheckCRCs"	"Validating game resources..."
"GameUI_PrecacheResources"	"Зареждане на ресурсите…"
"[english]GameUI_PrecacheResources"	"Loading game resources..."
"GameUI_ParseBaseline"	"Събиране на информация…"
"[english]GameUI_ParseBaseline"	"Parsing game info..."
"GameUI_StartingServer"	"Стартиране на локален сървър…"
"[english]GameUI_StartingServer"	"Starting local game server..."
"GameUI_DisplayMode"	"Режим на екрана"
"[english]GameUI_DisplayMode"	"Display mode"
"GameUI_Fullscreen"	"Цял екран"
"[english]GameUI_Fullscreen"	"Full screen"
"GameUI_AspectRatio"	"Съотношение"
"[english]GameUI_AspectRatio"	"Aspect Ratio"
"GameUI_AspectNormal"	"Нормално (4:3)"
"[english]GameUI_AspectNormal"	"Normal (4:3)"
"GameUI_AspectWide16x9"	"Широкоекранно 16:9"
"[english]GameUI_AspectWide16x9"	"Widescreen 16:9"
"GameUI_AspectWide16x10"	"Широкоекранно 16:10"
"[english]GameUI_AspectWide16x10"	"Widescreen 16:10"
"GameUI_AspectWide"	"Широкоекранно"
"[english]GameUI_AspectWide"	"Widescreen"
"GameUI_CDKey"	"CD-Key"
"[english]GameUI_CDKey"	"CD Key"
"GameUI_EnterCDKey"	"Моля, въведете ключа,\nкойто може да намерите върху Вашия диск."
"[english]GameUI_EnterCDKey"	"Please enter your CD Key, which can be\nfound printed on your CD jewel case."
"GameUI_LoadingDialog_ContentHosting"	"Съдържанието е предоставено от:"
"[english]GameUI_LoadingDialog_ContentHosting"	"Content hosting provided by:"
"GameUI_ColorSliders"	"Цветове"
"[english]GameUI_ColorSliders"	"Colors"
"GameUI_ColorQuality"	"Качество на цветовете"
"[english]GameUI_ColorQuality"	"Color Quality"
"GameUI_CDKey_Invalid_Text"	"Въведеният CD–Key е невалиден."
"[english]GameUI_CDKey_Invalid_Text"	"The CD Key you have entered is invalid."
"GameUI_CDKey_Invalid_Title"	"НЕПРАВИЛЕН CD–KEY"
"[english]GameUI_CDKey_Invalid_Title"	"INCORRECT CD KEY"
"GameUI_CDKey_TooManyTries"	"Твърде много пъти въведохте невалиден CD-Key. Излизане…"
"[english]GameUI_CDKey_TooManyTries"	"Incorrect CD Key entered too many times. Exiting..."
"GameUI_GameMenu_ResumeGame"	"ВРЪЩАНЕ В ИГРАТА"
"[english]GameUI_GameMenu_ResumeGame"	"RESUME GAME"
"GameUI_GameMenu_Disconnect"	"РАЗКАЧВАНЕ"
"[english]GameUI_GameMenu_Disconnect"	"DISCONNECT"
"GameUI_GameMenu_ChangeGame"	"СМЯНА НА ИГРАТА"
"[english]GameUI_GameMenu_ChangeGame"	"CHANGE GAME"
"GameUI_GameMenu_PlayerList"	"ЗАГЛУШАВАНЕ НА ИГРАЧИ"
"[english]GameUI_GameMenu_PlayerList"	"MUTE PLAYERS"
"GameUI_OutOfDate_Title"	"ИГРАТА НЕ Е АКТУАЛИЗИРАНА"
"[english]GameUI_OutOfDate_Title"	"GAME IS OUT OF DATE"
"GameUI_OutOfDate_URL"	"http://www.steampowered.com/autoupdate"
"[english]GameUI_OutOfDate_URL"	"http://www.steampowered.com/autoupdate"
"GameUI_OutOfDate_Msg"	"Играта не е актуализирана.\nНатиснете бутона „Добре“, за да отидете в сайта на Valve, откъдето да изтеглите последните актуализации."
"[english]GameUI_OutOfDate_Msg"	"Your game is out of date.\nClick OK to go to Valve's webpage to download the latest updates."
"GameUI_QuitConfirmationTitle"	"ИЗХОД"
"[english]GameUI_QuitConfirmationTitle"	"QUIT GAME"
"GameUI_QuitConfirmationText"	"Желаете ли да спрете да играете сега?"
"[english]GameUI_QuitConfirmationText"	"Do you wish to stop playing now?"
"GameUI_Disconnect"	"Разкачване"
"[english]GameUI_Disconnect"	"Disconnect"
"GameUI_DisconnectConfirmationText"	"Сигурни ли сте, че искате да излезете?"
"[english]GameUI_DisconnectConfirmationText"	"Are you sure you want to leave this game?"
"GameUI_DisconnectHostConfirmationText"	"С разкачването си ще изритате всички играчи. Сигурни ли сте, че искате да излезете?"
"[english]GameUI_DisconnectHostConfirmationText"	"Disconnecting will kick all players. Are you sure you want to leave this game?"
"GameUI_ChangeGame"	"Смяна на играта"
"[english]GameUI_ChangeGame"	"Change game"
"GameUI_NoOtherGamesAvailable"	"Няма други налични игри за играене."
"[english]GameUI_NoOtherGamesAvailable"	"There are no other games available to play."
"GameUI_ForceGameRestart"	"Смяната на играта ще накара двигателя да се рестартира."
"[english]GameUI_ForceGameRestart"	"Changing games will cause the engine to restart."
"GameUI_Miles_Voice"	"Използва се Miles Sound System. Всички права запазени © 1991-2001 от RAD Game Tools, Inc."
"[english]GameUI_Miles_Voice"	"Uses Miles Sound System. Copyright © 1991-2001 by RAD Game Tools, Inc."
"GameUI_Miles_Audio"	"MPEG Layer-3 възпроизвеждане предоставено с Miles Sound System от RAD Game Tools, Inc. MPEG Layer-3 технология за аудио компресия, лицензирана от Fraunhofer IIS и THOMSON мултимедия."
"[english]GameUI_Miles_Audio"	"MPEG Layer-3 playback supplied with the Miles Sound System from RAD Game Tools, Inc. MPEG Layer-3 audio compression technology licensed by Fraunhofer IIS and THOMSON multimedia."
"GameUI_Bink"	"Използва се Bink Video. Всички права запазени © 1997 — 2007 от RAD Game Tools, Inc."
"[english]GameUI_Bink"	"Uses Bink Video. Copyright © 1997-2007 by RAD Game Tools, Inc."
"GameUI_MuteIngameVoice"	"Заглушаване на глас в игра"
"[english]GameUI_MuteIngameVoice"	"Mute in-game voice"
"GameUI_UnmuteIngameVoice"	"Премахване на заглушаване за глас в игра"
"[english]GameUI_UnmuteIngameVoice"	"Unmute in-game voice"
"GameUI_PlayerListDialogTitle"	"ТЕКУЩИ ИГРАЧИ — %server%"
"[english]GameUI_PlayerListDialogTitle"	"CURRENT PLAYERS - %server%"
"GameUI_FriendsName"	"Име на приятеля"
"[english]GameUI_FriendsName"	"Friends name"
"GameUI_Properties"	"Свойства"
"[english]GameUI_Properties"	"Properties"
"GameUI_AddFriendTitle"	"ПРИЯТЕЛИ — ДОБАВЯНЕ НА ПРИЯТЕЛ"
"[english]GameUI_AddFriendTitle"	"FRIENDS - ADD FRIEND"
"GameUI_FriendAddedToList"	"%name% беше добавен във Вашия списък с приятели.\nИмайте предвид, че той няма да се появи на линия, докато не приеме покана за приятелство."
"[english]GameUI_FriendAddedToList"	"%name% has been added to your friends list.\nNote that they will not show up as online until they have accepted your friendship request."
"GameUI_AddFriendFailed"	"%name% не може да бъде добавен към Вашия списък.\nИма проблем с връзката или „Приятели“ не работи."
"[english]GameUI_AddFriendFailed"	"%name% could not be added to your list.\nThere was either a connection error, or they are not running Friends."
"GameUI_NoOtherPlayersInGame"	"В играта няма други играчи."
"[english]GameUI_NoOtherPlayersInGame"	"There are no other players in the game."
"GameUI_QuickSave"	"БЪРЗО ЗАПАЗВАНЕ"
"[english]GameUI_QuickSave"	"QUICK SAVE"
"GameUI_AutoSave"	"АВТОМАТИЧНО ЗАПАЗВАНЕ"
"[english]GameUI_AutoSave"	"AUTO SAVE"
"GameUI_AutoSaveLabel"	"АВТОМАТИЧНО:"
"[english]GameUI_AutoSaveLabel"	"AUTO:"
"GameUI_UserSaveLabel"	"ПОТРЕБИТЕЛ:"
"[english]GameUI_UserSaveLabel"	"USER:"
"GameUI_Type"	"Тип"
"[english]GameUI_Type"	"Type"
"GameUI_ServerName"	"Име на сървъра"
"[english]GameUI_ServerName"	"Server name"
"GameUI_MaxPlayers"	"Макс. бр. играчи:"
"[english]GameUI_MaxPlayers"	"Max. Players:"
"GameUI_Password"	"Парола"
"[english]GameUI_Password"	"Password"
"GameUI_DARK"	"ТЪМНО"
"[english]GameUI_DARK"	"DARK"
"GameUI_LIGHT"	"СВЕТЛО"
"[english]GameUI_LIGHT"	"LIGHT"
"GameUI_VerifyingResources"	"Проверка на ресурсите…"
"[english]GameUI_VerifyingResources"	"Verifying resources..."
"GameUI_VerifyingAndDownloading"	"Проверяване и сваляне на ресурсите…"
"[english]GameUI_VerifyingAndDownloading"	"Verifying and downloading resources..."
"GameUI_UpdatingSteamResources"	"Обновяване на Steam ресурсите"
"[english]GameUI_UpdatingSteamResources"	"Updating steam resources"
"GameUI_DownloadFailed"	"Файлът %s1 не може да бъде изтеглен"
"[english]GameUI_DownloadFailed"	"Could not download %s1"
"GameUI_DownloadFailedZeroLen"	"Файлът %s1 не може да бъде изтеглен:\nФайлът няма данни"
"[english]GameUI_DownloadFailedZeroLen"	"Could not download %s1:\nFile has no data"
"GameUI_DownloadFailedConClosed"	"Файлът %s1 не може да бъде изтеглен:\nВръзката е прекратена от отдалечения хост."
"[english]GameUI_DownloadFailedConClosed"	"Could not download %s1:\nConnection closed by remote host"
"GameUI_DownloadFailedBadURL"	"Файлът %s1 не може да бъде изтеглен:\nНевалиден адрес"
"[english]GameUI_DownloadFailedBadURL"	"Could not download %s1:\nInvalid URL"
"GameUI_DownloadFailedBadProtocol"	"Файлът %s1 не може да бъде изтеглен:\nПоддържа се само HTTP"
