"lang"
{
"Language"	"latam"
"[english]npc_dota_hero_furion_bio"	"When Verodicia, Goddess of the Woods, had finished filling in the green places, having planted the coiled-up spirit in the seed, having lured the twining waters from deep within the rock, having sworn the sun its full attention to the growing things, she realized that her own time had reached its end, and like one of the leaves whose fate she had imprinted in the seed, she would fall without seeing the fruiting of her dream. It pained her to leave the world bereft, for the sprouts had not yet broken through the soil--and they would be tender and vulnerable to every sort of harm. She found in her seed pouch one last seed that she had missed in the sowing. She spoke a single word into the seed and swallowed it as she fell. Her vast body decomposed throughout the long winter, becoming the humus that would feed the seedlings in the spring. And on the morning of the vernal equinox, before the rest of the forest had begun to wake, that last seed ripened and burst in an instant. From it stepped Nature's Prophet, in full leaf, strong and wise, possessing Verodicia's power to foresee where he would be needed most in defense of the green places--and any who might be fortunate enough to call him an ally."
"npc_dota_hero_windrunner_bio"	"Los bosques occidentales esconden muy bien sus secretos. Uno de ellos es Lyralei, maestra arquera de los bosques e hija favorita del Dios del Viento. Conocida ahora como Windranger, la familia de Lyralei murió durante una tormenta la noche de su nacimiento. Su casa fue devastada por el temporal y sus contenidos esparcidos a los cuatro vientos. Tan solo la neonata sobrevivió entre el campo de escombros de muerte y destrucción. Durante la calma que siguió a la tempestad, el propio viento se dio cuenta del afortunado bebé que lloraba sobre la hierba. Sintió lástima por la criatura así que la hizo ascender a los cielos y la depositó en un portal de un poblado vecino. En los años que siguieron, el viento regresó ocasionalmente para contemplar a la niña, observando desde la distancia mientras ella ponía a punto sus habilidades. Ahora, tras años de entrenamiento, Windranger dispara sus flechas certeras a sus objetivos. Se mueve con una velocidad sobrenatural, como si el viento la llevara en sus brazos. Con una tormenta de flechas masacra a sus enemigos, prácticamente ha llegado a convertirse en una fuerza de la naturaleza."
"[english]npc_dota_hero_windrunner_bio"	"The western forests guard their secrets well. One of these is Lyralei, master archer of the wood, and favored godchild of the wind.  Known now as Windranger, Lyralei's family was killed in a storm on the night of her birth--their house blown down by the gale, contents scattered to the winds. Only the newborn survived among the debris field of death and destruction.  In the quiet after the storm, the wind itself took notice of the lucky infant crying in the grass. The wind pitied the child and so lifted her into the sky and deposited her on a doorstep in a neighboring village.  In the years that followed, the wind returned occasionally to the child's life, watching from a distance while she honed her skills.  Now, after many years of training, Windranger fires her arrows true to their targets.  She moves with blinding speed, as if hastened by a wind ever at her back.  With a flurry of arrows, she slaughters her enemies, having become, nearly, a force of nature herself."
"npc_dota_hero_lion_bio"	"Antiguo Gran Maestro de los ritos de hechicería de los Brujos Demoníacos, Lion ganó fama entre sus camaradas por luchar del lado de la luz y la justicia. Pero los halagos corrompen. Cuando lo único que sobrepasaba ya a sus poderes era su ambición, un demonio sedujo al mago y este se volvió malvado, cambiando su alma por prestigio. Pero tras cometer horribles crímenes que marcaron su alma, fue abandonado. El demonio lo había traicionado, pues conseguía mejores tratos de sus enemigos. Tal fue la rabia de Lion que siguió al demonio hasta el infierno para asesinarlo y mutilarlo miembro a miembro, cambiando por una de las suyas una mano del demonio. Sin embargo, tal demonioplastia tenía un precio. Lion se transformó en el proceso, convirtiéndose su cuerpo en algo irreconocible. Ascendió de los infiernos, lleno de rabia, matando hasta a aquellos que le solían llamar maestro y arrasando las tierras donde había sido tan adorado. Ahora, sobrevive como el último practicante de las tradiciones de los Brujos Demoníacos, y quienes se presentan ante él como acólitos o estudiantes son rápidamente despojados de su maná y dispersados por la más tenue ráfaga de viento."
"[english]npc_dota_hero_lion_bio"	"Once a Grandmaster of the Demon Witch tradition of sorcery, Lion earned fame among his brethren for fighting on the side of light and righteousness. But adulation corrupts. With powers surpassed only by his ambition, the mage was seduced by a demon and turned to evil, trading his soul for prestige. After committing horrible crimes that marred his soul, he was abandoned. The demon betrayed him, striking better deals with his enemies. Such was Lion's rage that he followed the demon back to hell and slew it, ripping it limb from limb, taking its demonic hand for his own. However, such demonoplasty comes at a cost. Lion was transfigured by the process, his body transformed into something unrecognizable. He rose from hell, rage incarnate, slaying even those who had once called him master, and laying waste to the lands where he had once been so adored. He survives now as the sole practitioner of the Demon Witch tradition, and those who present themselves as acolytes or students are soon relieved of their mana and carried off by the faintest gust of wind."
"npc_dota_hero_vengefulspirit_bio"	"Incluso el Furia Celeste más satisfecho es una criatura de mal genio, con una inclinación natural a buscar venganza por la menor ofensa, pero Vengeful Spirit es la esencia de la venganza. La que una vez fuese una orgullosa y feroz heredera de los Furia Celeste, Shendelzare era la primera en la línea de sucesión al Nido Espectral, hasta que una traición de su hermana le robó su derecho de nacimiento. Atrapada en una red de asesinos, Shendelzare solo pudo liberarse a costa de sus alas, cojeando hacia lo lejos en la mayor humillación posible: a pie. Con sus alas rotas, supo que los Furia Celeste nunca la aceptarían como monarca; y en la percha más alta del Nido, inaccesible excepto para los alados, su hermana era intocable. Reacia a vivir como una lisiada no voladora y deseando la venganza mucho más que el poder terrenal, la princesa caída hizo un pacto con la diosa Scree'auk: renunció a su cuerpo roto a cambio de una imperecedera forma de energía espiritual, impulsada por la venganza, capaz de causar grandes daños en el plano material. Puede que se pase toda la eternidad sin poder volar, pero obtendrá su venganza.
"
"[english]npc_dota_hero_vengefulspirit_bio"	"Even the most contented Skywrath is an ill-tempered creature, naturally inclined to seek revenge for the slightest insult. But Vengeful Spirit is the essence of vengeance. Once a proud and savage Skywrath scion, Shendelzare was first in succession for the Ghastly Eyrie until a sister's treachery robbed her of her birthright. Snared in an assassin's net, Shendelzare tore free only at the cost of her wings, limping away in the ultimate humiliation: On foot. With her wings broken, she knew the Skywrath would never accept her as ruler; and in the highest roost of the Eyrie, inaccessible except by winged flight, her sister was untouchable. Unwilling to live as a flightless cripple, and desiring revenge far more than earthly power, the fallen princess drove a bargain with the goddess Scree'auk: She surrendered her broken body for an imperishable form of spirit energy, driven by vengeance, capable of doing great damage in the material plane. She may spend eternity flightless, but she will have her revenge."
"npc_dota_hero_witch_doctor_bio"	"Una estrambótica figura se acerca torpemente. Irregular en sus extremidades y en su aspecto, destartalada en sus andares, zigzaguea tenazmente por el campo de batalla en busca de ese fundamental punto débil donde sus talentos puedan beneficiar y perjudicar tanto como sea posible. No está claro si está estropeada o mal hecha, aún así, nadie puede dudar del poder que posee en su físico contrahecho. Un largo bastón aporrea la tierra cuando Zharvakko el Curandero (Witch Doctor) avanza, desplegando un terrible arsenal de fetiches, conjuros y maleficios. Es un amasijo de conocimientos mágicos aprendidos y perfeccionados durante siglos en las montañas de la isla de Arktura, ahora empleados con precisión contra sus enemigos. Zharvakko puede ser tu mejor amigo o tu peor rival, sanando aliados y destrozando a todo el que se le oponga."
"[english]npc_dota_hero_witch_doctor_bio"	"A wiry silhouette hitches forward--uneven of feature and limb, bizarre of gait, relentlessly criss-crossing the battlefield in search of that vital weak point where his talents can do most good, and most harm. Whether broken or mismade it is not clear, but still, none can doubt the power carried in his twisted physique. A long staff thumps the earth as Zharvakko the Witch Doctor advances, deploying a terrifying arsenal of fetishes, hexes and spells.  It is a body of magical knowledge learned and perfected over several lifetimes in the island highlands of Arktura, now wielded with precision accuracy against his enemies. Zharvakko can be your best friend or your worst enemy--healing allies and laying waste to all who oppose him."
"npc_dota_hero_leshrac_bio"	"Leshrac, el Alma Atormentada, es una entidad arrancada de las entrañas de la naturaleza, un ser limítrofe que existe, a partes iguales, en dos planos diferentes de la existencia. Su penetrante inteligencia es tal que no puede ni por un momento ignorar el agonizante horror existente en el corazón de la creación. Habiendo sido un gran filósofo que buscaba el significado de la existencia, él sondeó las profundidades de la naturaleza con los prodigiosos Cristales Cronópticos y quedó para siempre perturbado por los atroces secretos que le fueron revelados. Ahora las más oscuras profundidades de su revelación son iluminadas solo por los esporádicos destellos de su arrogancia. Como otras figuras elementales, Leshrac es completamente uno con la naturaleza, pero en su caso es una naturaleza espeluznante y vil. Solo él conoce la perversa realidad de la existencia y desprecia a aquellos que creen que el cosmos reserva una recompensa especial para los que practican la benevolencia."
"[english]npc_dota_hero_leshrac_bio"	"Leshrac, Tormented Soul, is an entity torn from the heart of nature, a liminal being that exists half in one plane of existence, half in another. His penetrating intelligence is such that he can never ignore for a moment the agonizing horror at the heart of all creation. Once a great philosopher who sought the meaning of existence, he plumbed the depths of nature with the haunted Chronoptic Crystals, and was forever altered by the hideous mysteries thereby revealed to him. Now the darkest depths of his enlightenment are illumined only by the fitful glare of his arrogance. Like other elemental characters, he is completely at one with nature, but in his case it is a nature lurid and vile. He alone sees the evil truth of reality, and has no use for those who believe the cosmos reserves a special reward for those who practice benevolence."
"npc_dota_hero_juggernaut_bio"	"Nadie ha visto nunca el rostro que se oculta bajo la máscara de Yurnero el Juggernaut. Incluso que tenga uno es solo especulación. Por desafiar a un señor corrupto, Yurnero fue exiliado de la ancestral Isla de las Máscaras, un castigo que le salvó la vida. Poco después, la isla desapareció bajo las olas en una noche de magia vengativa. Solo le quedó continuar con la larga tradición Juggernaut de la isla, una de rituales y manejo de la espada. Como último practicante del arte, la confianza y el valor de Yurnero son el resultado de una práctica sin fin y su original dominio de la hoja demuestra que nunca ha dejado de desafiarse a sí mismo. Sin embargo, sus motivos son tan inescrutables como su expresión. A pesar de ser un héroe que lo ha perdido todo dos veces, él lucha como si la victoria fuera una conclusión previsible."
"[english]npc_dota_hero_juggernaut_bio"	"No one has ever seen the face hidden beneath the mask of Yurnero the Juggernaut. It is only speculation that he even has one. For defying a corrupt lord, Yurnero was exiled from the ancient Isle of Masks--a punishment that saved his life. The isle soon after vanished beneath the waves in a night of vengeful magic. He alone remains to carry on the Isle's long Juggernaut tradition, one of ritual and swordplay. The last practitioner of the art, Yurnero's confidence and courage are the result of endless practice; his inventive bladework proves that he has never stopped challenging himself. Still, his motives are as unreadable as his expression. For a hero who has lost everything twice over, he fights as if victory is a foregone conclusion. "
"npc_dota_hero_pudge_bio"	"En los Campos de Matanza Sin Fin, muy al sur de Quoidge, una figura corpulenta trabaja sin descanso durante toda la noche: desmembrando, destripando, amontonando las extremidades y las entrañas de los caídos para que, al amanecer, el campo de batalla esté despejado. En esta tierra maldita, nada puede pudrirse ni descomponerse, ningún cuerpo puede volver de la tierra de donde una vez surgió, sin importar lo profunda que sea la tumba. Rodeado de aves de rapiña que necesitan que corte los cuerpos en pedazos más pequeños, Pudge el Carnicero hace honor a su nombre usando cuchillos que se vuelven más y más afilados con el paso del tiempo. Swish, swish, chop. La carne se separa del hueso, los tendones y ligamentos parte como papel mojado. Y aunque siempre ha sido diestro en el arte de la carnicería, con los años también ha ido desarrollando un gusto por los 'productos derivados'. Un mordisquito de músculo por aquí, un sorbito de sangre por allá... y al poco tiempo estaba hincando sus mandíbulas en el más duro de los torsos, como un perro desgarrando unos harapos. Aquellos temerosos de la Parca, deberían estar más asustados por el Carnicero."
"[english]npc_dota_hero_pudge_bio"	"In the Fields of Endless Carnage, far to the south of Quoidge, a corpulent figure works tirelessly through the night--dismembering, disembowelling, piling up the limbs and viscera of the fallen that the battlefield might be clear by dawn. In this cursed realm, nothing can decay or decompose; no corpse may ever return to the earth from which it sprang, no matter how deep you dig the grave. Flocked by carrion birds who need him to cut their meals into beak-sized chunks, Pudge the Butcher hones his skills with blades that grow sharper the longer he uses them. Swish, swish, thunk. Flesh falls from the bone; tendons and ligaments part like wet paper. And while he always had a taste for the butchery, over the ages, Pudge has developed a taste for its byproduct as well. Starting with a gobbet of muscle here, a sip of blood there...before long he was thrusting his jaws deep into the toughest of torsos, like a dog gnawing at rags. Even those who are beyond fearing the Reaper, fear the Butcher."
"npc_dota_hero_bane_bio"	"Cuando los dioses tienen pesadillas, Bane Elemental es quien se las provoca. También llamado Atropos, Bane nació de los terrores nocturnos de la diosa Nyctasha. Siendo una energía de horror demasiado potente como para ser contenida por el sueño, emergió del letargo de ella, se alimentó de su inmortalidad y robó la forma vaporosa de su mancillada sangre. Él es la esencia del miedo. Los mortales que oyen su voz escuchan sus más oscuros secretos susurrados al oído. Él llama al miedo oculto en el corazón de cada Héroe. La vigilia no es protección, ya que la negra sangre que gotea continuamente de Bane, es una brea que atrapa a sus enemigos en un delirio. En presencia de Bane, todos los Héroes recuerdan temer la oscuridad."
"[english]npc_dota_hero_bane_bio"	"When the gods have nightmares, it is Bane Elemental who brings them.  Also known as Atropos, Bane was born from the midnight terrors of the goddess Nyctasha.  A force of terror too powerful to be contained by sleep, he surfaced from her slumbers, fed upon her immortality, and stole his vaporous form from her inky blood.  He is the essence of fear.  Mortals who hear his voice hear their darkest secrets whispered in their ear.  He calls to the hidden fear in every Hero's heart.  Wakefulness is no protection, for Bane's black blood, continuously dripping, is a tar that traps his enemies in nightmare.  In the presence of Bane, every Hero remembers to fear the dark."
"npc_dota_hero_sand_king_bio"	"Las arenas de los Páramos Centelleantes están vivas y sienten. Todo el desierto conversa consigo mismo, ideando pensamientos que solo una tierra tan extensa podría concebir. Pero cuando tiene que comunicarse con aquellos más estrechos de miras, libera un fragmento de sí mismo y rellena un caparazón de armadura mágica creada por el ingenioso Djinn de Qaldin. Esta identidad esencial se hace llamar Crixalis, 'Hijo de las Arenas', pero otros le conocen como Sand King. Sand King tiene la forma de un gran arácnido, creado a imagen y semejanza de la feroz naturaleza que caracteriza a los pequeños pero obicuos habitantes de los Páramos Centelleantes. Guardián, guerrero, embajador... Sand King es todo eso y uno con el interminable desierto que le dio la vida."
"[english]npc_dota_hero_sand_king_bio"	"The sands of the Scintillant Waste are alive and sentient--the whole vast desert speaks to itself, thinking thoughts only such a vastness can conceive. But when it needs must find a form to communicate with those of more limited scope, it frees a fragment of itself, and fills a carapace of magic armor formed by the cunning Djinn of Qaldin. This essential identity calls itself Crixalis, meaning 'Soul of the Sand,' but others know it as Sand King.  Sand King takes the form of a huge arachnid, inspired by the Scintillant Waste's small but ubiquitous denizens; and this is a true outward expression of his ferocious nature. Guardian, warrior, ambassador--Sand King is all of these things, inseparable from the endless desert that gave him life."
"npc_dota_hero_nevermore_bio"	"Se dice que Nevermore, el Diablo de las Sombras (Shadow Fiend), tiene alma de poeta; de hecho, tiene miles de ellas. Durante los años se ha hecho con las almas de poetas, monjes, emperadores, mendigos, esclavos, filósofos, criminales y, naturalmente, héroes. Ningún tipo de alma se le escapa. Lo que hace con ellas sigue siendo un misterio. Nunca nadie ha visitado el Abismo de donde Nevermore emerge como una anguila de entre rocas astrales. ¿Las devora una tras otra? ¿Las usa para decorar los pasillos de un templo misterioso o las conserva en salmuera nigromántica? ¿Es meramente una marioneta controlada por un titiritero demoníaco a través de la grieta dimensional? Tal es su maldad, tan intensa es su aura de oscuridad que ninguna mente racional puede atravesarla. Claro que si de verdad quieres saber a dónde lleva las almas robadas, hay una forma segura de averiguarlo: añadir tu alma a su colección. O esperar a que él venga a por ti."
"[english]npc_dota_hero_nevermore_bio"	"It is said that Nevermore the Shadow Fiend has the soul of a poet, and in fact he has thousands of them. Over the ages he has claimed the souls of poets, priests, emperors, beggars, slaves, philosophers, criminals and (naturally) heroes; no sort of soul escapes him. What he does with them is unknown. No one has ever peered into the Abysm whence Nevermore reaches out like an eel from among astral rocks. Does he devour them one after another? Does he mount them along the halls of an eldritch temple, or pickle the souls in necromantic brine? Is he merely a puppet, pushed through the dimensional rift by a demonic puppeteer? Such is his evil, so intense his aura of darkness, that no rational mind may penetrate it. Of course, if you really want to know where the stolen souls go, there's one sure way to find out: Add your soul to his collection. Or just wait for Nevermore."
"npc_dota_hero_sven_bio"	"Sven es el hijo bastardo de un Caballero de la Vigilia, nacido de un Merante Pálido y criado en las Ruinas de la Costa Sombría. Con su padre ejecutado por violar el Códice de la Vigilia y su madre rechazada por su raza salvaje, Sven cree que el honor no se encuentra en ningún orden social, sino en uno mismo. Tras cuidar a su madre durante una prolongada agonía, se ofreció como aprendiz de los Caballeros de la Vigilia, sin revelar nunca su identidad. Durante trece años estudió en la escuela de su padre, dominando el rígido código que declaró su existencia una abominación. Luego, el día en que debería haber prestado juramento, tomó la Hoja del Exiliado, destruyó el Yelmo Sagrado y quemó el Códice en la Divina Llama de la Vigilia. Se alejó de la Fortaleza de la Vigilia, siempre en solitario, siguiendo hasta la última estricta runa de su código privado. Aún sigue siendo un caballero, sí... pero un Caballero Renegado. No responde más que ante sí mismo."
"[english]npc_dota_hero_sven_bio"	"Sven is the bastard son of a Vigil Knight, born of a Pallid Meranth, raised in the Shadeshore Ruins.  With his father executed for violating the Vigil Codex, and his mother shunned by her wild race, Sven believes that honor is to be found in no social order, but only in himself.  After tending his mother through a lingering death, he offered himself as a novice to the Vigil Knights, never revealing his identity.  For thirteen years he studied in his father's school, mastering the rigid code that declared his existence an abomination.  Then, on the day that should have been his In-Swearing, he seized the Outcast Blade, shattered the Sacred Helm, and burned the Codex in the Vigil's Holy Flame.  He strode from Vigil Keep, forever solitary, following his private code to the last strict rune. Still a knight, yes...but a Rogue Knight. He answers only to himself."
"npc_dota_hero_phantom_assassin_bio"	"Mediante un proceso de divinidad, algunas niñas son escogidas para formar parte de las Hermanas del Velo, una orden que considera el asesinato una parte sagrada del orden natural. Las Hermanas del Velo identifican a sus objetivos mediante la meditación y las aseveraciones de los oráculos. No aceptan ningún contrato y nunca parecen perseguir objetivos por razones políticas o mercenarias. Sus asesinatos no guardan relación con ninguna agenda reconocible y pueden parecer totalmente aleatorios: Una figura poderosa no tiene más posibilidades de ser eliminada que un campesino o un pocero. Sean cuales sean sus motivos, solo ellas los conocen. Tratan a sus víctimas como sacrificios, y morir en sus manos se considera un honor. Crecen sin ninguna identidad excepto la de su orden, cualquier Phantom Assassin puede tomar el lugar de otra; su número es desconocido. Tal vez son muchas, tal vez muy pocas. No se sabe qué se oculta bajo su fantasmagórico velo. Excepto que esta, de vez en cuando, si no hay nadie cerca que la pueda oír, destapa su velo para dejar salir, en un susurro prohibido, su propio nombre: Mortred."
"[english]npc_dota_hero_phantom_assassin_bio"	"Through a process of divination, children are selected for upbringing by the Sisters of the Veil, an order that considers assassination a sacred part of the natural order.  The Veiled Sisters identify targets through meditation and oracular utterances.  They accept no contracts, and never seem to pursue targets for political or mercenary reasons. Their killings bear no relation to any recognizable agenda, and can seem to be completely random:  A figure of great power is no more likely to be eliminated than a peasant or a well digger. Whatever pattern the killings may contain, it is known only to them. They treat their victims as sacrifices, and death at their hand is considered an honor. Raised with no identity except that of their order, any Phantom Assassin can take the place of any other; their number is not known. Perhaps there are many, perhaps there are few. Nothing is known of what lies under the Phantom Veil. Except that this one, from time to time, when none are near enough to hear, is known to stir her veils with the forbidden whisper of her own name: Mortred."
"npc_dota_hero_skeleton_king_bio"	"Durante incontables años, el Rey Ostarion construyó un reino a partir de los restos de sus enemigos. Fue la obra de un obseso, realizada para perdurar durante la eternidad de una monarquía que parecía destinada a no terminar nunca. Él creía que mientras continuara alzando las torres de su palacio, no podría morir. Pero con el tiempo se dió cuenta de que se había estado engañando... que los huesos podían perecer. Profundamente receloso de la carne, buscó un modo más permanente de prolongar su reinado, y al final se decidió por la búsqueda de la energía espectral, una forma de espíritu puro que desprenden ciertas almas oscuras al morir. Creía que si se imbuía de Esencia Espectral podría crear un cuerpo tan luminoso y eterno como su ego. En el solsticio milenario conocido como la Noche Espectral, se sometió a un ritual de transformación, obligando a sus súbditos a cosechar suficientes almas para alimentar su ambición por la inmortalidad. Nadie sabe cuántos de sus campeones murieron, porque el único superviviente que importaba era el Rey Espectral (Wraith King) que se levantó con el sol a la mañana siguiente. Ahora rara vez pasa un momento en su trono resplandeciente; sino que se pasea dando zancadas con la espada desenvainada, exigiendo una lealtad que se extiende más allá de la muerte."
