"lang"
{
"Language"	"french"
"#npc_dota_hero_abyssal_underlord"	"Underlord"
"#npc_dota_hero_phoenix"	"Phoenix"
"#npc_dota_hero_terrorblade"	"Terrorblade"
"#npc_dota_hero_oracle"	"Oracle"
"#npc_dota_hero_techies"	"Techies"
"#npc_dota_hero_target_dummy"	"Cible d'entraînement"
"#npc_dota_hero_winter_wyvern"	"Winter Wyvern"
"#npc_dota_hero_arc_warden"	"Arc Warden"
"#npc_dota_hero_monkey_king"	"Monkey King"
"#npc_dota_hero_pangolier"	"Pangolier"
"#npc_dota_hero_dark_willow"	"Dark Willow"
"#DOTA_lobby_type_name_lobby"	"Lobby"
"#DOTA_lobby_type_name_unranked"	"Non classé"
"#DOTA_lobby_type_name_ranked"	"Classé"
"#DOTA_lobby_type_name_bot_match"	"Bots"
"#DOTA_lobby_type_name_spectator"	"Spectateur"
"#demo_hero_mode_name"	"Démo"
"#game_mode_lobby_name_0"	"-"
"#game_mode_lobby_name_1"	"All Pick"
"#game_mode_lobby_name_2"	"Captains Mode"
"#game_mode_lobby_name_3"	"Random Draft"
"#game_mode_lobby_name_4"	"Single Draft"
"#game_mode_lobby_name_5"	"All Random"
"#game_mode_lobby_name_6"	"-"
"#game_mode_lobby_name_7"	"Diretide"
"#game_mode_lobby_name_8"	"Captains Mode inversé"
"#game_mode_lobby_name_9"	"Le Greeviling"
"#game_mode_lobby_name_10"	"Tutoriel"
"#game_mode_lobby_name_11"	"Mid Only"
"#game_mode_lobby_name_12"	"Least Played"
"#game_mode_lobby_name_13"	"Limited Heroes"
"#game_mode_lobby_name_14"	"Compendium"
"#game_mode_lobby_name_15"	"Personnalisé"
"#game_mode_lobby_name_16"	"Captains Draft"
"#game_mode_lobby_name_17"	"Balanced Draft"
"#game_mode_lobby_name_18"	"Ability Draft"
"#game_mode_lobby_name_20"	"All Random Deathmatch"
"#game_mode_lobby_name_21"	"1v1 Solo Mid"
"#game_mode_lobby_name_22"	"Ranked All Pick"
"#game_mode_lobby_name_23"	"Turbo"
"#game_mode_lobby_name_24"	"Mutation"
"#game_mode_24"	"Mutation"
"#DOTA_RP_PLAYING_EVENT_MATCH"	"Joue à {%param0%}"
"#DOTA_EventGameName_International2018"	"l'Underhollow"
"#npc_dota_hero_grimstroke"	"Grimstroke"
"#DOTA_RP_TOURNEY_REGISTERING"	"Inscription pour la Battle Cup {%param0%}"
"#DOTA_RP_TOURNEY_FINDING_MATCH"	"Recherche d'un adversaire pour les/la {%param1%}"
"#DOTA_RP_TOURNEY_BETWEEN_GAMES"	"Battle Cup {%param1%} (Entracte)"
"#DOTA_RP_TOURNEY_GAME_IN_PROGRESS"	"Battle Cup {%param0%}"
"#DOTA_RP_TOURNEY_PLAYING_AS"	"Battle Cup {%param2%} en tant que {%param1%}"
"#weekendtourney_round_quarterfinals"	"Quart de finales"
"#weekendtourney_round_semifinals"	"Demi-finales"
"#weekendtourney_round_finals"	"Finale"
"#DOTA_EventName_Frostivus2018"	"Frosthaven"
"#npc_dota_hero_snapfire"	"Snapfire"
"#npc_dota_hero_void_spirit"	"Void Spirit"
"#DOTA_Guilds_message_motd"	"Message du jour : %param0%"
"#DOTA_Guilds_message_level"	"La guilde a atteint le niveau %param0%"
"#DOTA_Guild_message_promoted"	"%target_persona% a été promu(e) %guild_role% par %requester_persona%."
"#DOTA_Guild_message_demoted"	"%target_persona% a été rétrogradé(e) au rang « %guild_role% » par %requester_persona%."
"#dota_rp_playing_event_match_2020"	"Labyrinthe : {%param0%} (niveau de profondeur : %param1%)"
"#DOTA_EventGameName_International2020"	"Labyrinthe d'Aghanim"
"#dota_eventgamedifficulty_international2020_0"	"novice"
"#dota_eventgamedifficulty_international2020_1"	"mage"
"#dota_eventgamedifficulty_international2020_2"	"thaumaturge"
"#dota_eventgamedifficulty_international2020_3"	"chamane"
"#dota_eventgamedifficulty_international2020_4"	"Mage suprême"
"#DOTA_EventGameName_Diretide2020"	"Diretide"
"#DOTA_RP_PLAYING_DIRETIDE_MATCH"	"Diretide : manche %param0% avec {%param1%}"
"#npc_dota_hero_mars"	"Mars"
"#DOTA_RP_PLAYING_DIRETIDE_MATCH_PREGAME"	"Diretide : phase de sélection"
"#npc_dota_hero_hoodwink"	"Hoodwink"
}
}
