"lang"
{
"Language"	"dutch"
"GameUI_SelectSkill"	"KIES MOEILIJKHEIDSGRAAD VAN GEVECHT"
"[english]GameUI_SelectSkill"	"SELECT COMBAT DIFFICULTY"
"GameUI_StartNewGame"	"Nieuw spel starten"
"[english]GameUI_StartNewGame"	"Start new game"
"GameUI_Next"	"Meer >"
"[english]GameUI_Next"	"More >"
"GameUI_Prev"	"< Meer"
"[english]GameUI_Prev"	"< More"
"GameUI_Play"	"Spelen"
"[english]GameUI_Play"	"Play"
"GameUI_EnableEAX"	"Ondersteuning EAX-hardware inschakelen"
"[english]GameUI_EnableEAX"	"Enable EAX Hardware Support"
"GameUI_EnableA3D"	"Ondersteuning A3D-hardware inschakelen"
"[english]GameUI_EnableA3D"	"Enable A3D Hardware Support"
"GameUI_SoundEffectVolume"	"Spelvolume"
"[english]GameUI_SoundEffectVolume"	"Game volume"
"GameUI_HEVSuitVolume"	"Volume HEV-uitrusting"
"[english]GameUI_HEVSuitVolume"	"HEV suit volume"
"GameUI_MP3Volume"	"MP3-volume *"
"[english]GameUI_MP3Volume"	"MP3 volume *"
"GameUI_MusicVolume"	"Muziekvolume"
"[english]GameUI_MusicVolume"	"Music volume"
"GameUI_SoundQuality"	"Geluidskwaliteit"
"[english]GameUI_SoundQuality"	"Sound quality"
"GameUI_Ultra"	"Zeer hoog"
"[english]GameUI_Ultra"	"Very High"
"GameUI_High"	"Hoog"
"[english]GameUI_High"	"High"
"GameUI_Low"	"Laag"
"[english]GameUI_Low"	"Low"
"GameUI_UseDefaults"	"Standaardwaarden"
"[english]GameUI_UseDefaults"	"Use Defaults"
"GameUI_SetNewKey"	"Bewerken (toets)"
"[english]GameUI_SetNewKey"	"Edit key"
"GameUI_ClearKey"	"Wissen (toets)"
"[english]GameUI_ClearKey"	"Clear Key"
"GameUI_SetNewButton"	"Druk op een knop..."
"[english]GameUI_SetNewButton"	"Press a button..."
"GameUI_ClearButton"	"Wissen"
"[english]GameUI_ClearButton"	"Clear"
"GameUI_DefaultButtons"	"Standaardbediening"
"[english]GameUI_DefaultButtons"	"Default controls"
"GameUI_Action"	"Actie"
"[english]GameUI_Action"	"Action"
"GameUI_Toggle"	"Wisselen"
"[english]GameUI_Toggle"	"Toggle"
"GameUI_Hold"	"Vasthouden"
"[english]GameUI_Hold"	"Hold"
"GameUI_KeyButton"	"TOETS/KNOP"
"[english]GameUI_KeyButton"	"KEY/BUTTON"
"GameUI_Alternate"	"AFWISSELEN"
"[english]GameUI_Alternate"	"ALTERNATE"
"GameUI_Windowed"	"In een venster uitvoeren"
"[english]GameUI_Windowed"	"Run in a window"
"GameUI_Renderer"	"Weergavemechanisme"
"[english]GameUI_Renderer"	"Renderer"
"GameUI_Software"	"Software"
"[english]GameUI_Software"	"Software"
"GameUI_OpenGL"	"OpenGL"
"[english]GameUI_OpenGL"	"OpenGL"
"GameUI_D3D"	"D3D"
"[english]GameUI_D3D"	"D3D"
"GameUI_Brightness"	"Helderheid"
"[english]GameUI_Brightness"	"Brightness"
"GameUI_Gamma"	"Gamma"
"[english]GameUI_Gamma"	"Gamma"
"GameUI_Resolution"	"Resolutie"
"[english]GameUI_Resolution"	"Resolution"
"GameUI_VideoRestart"	"Opmerking: als je video-opties wijzigt, wordt het spel afgesloten en opnieuw gestart."
"[english]GameUI_VideoRestart"	"Note: changing video options will cause the game to exit and restart."
"GameUI_EnableVoice"	"Spraak inschakelen in dit spel"
"[english]GameUI_EnableVoice"	"Enable voice in this game"
"GameUI_BoostMicrophone"	"Microfoongeluid versterken"
"[english]GameUI_BoostMicrophone"	"Boost microphone gain"
"GameUI_MicrophoneVolume"	"Microfoonvolume"
"[english]GameUI_MicrophoneVolume"	"Microphone Volume"
"GameUI_ReceiveVolume"	"Ontvangstvolume"
"[english]GameUI_ReceiveVolume"	"Receive Volume"
"GameUI_TestMicrophone"	"Microfoontest"
"[english]GameUI_TestMicrophone"	"Test Microphone"
"GameUI_StopTestMicrophone"	"Microfoontest stoppen"
"[english]GameUI_StopTestMicrophone"	"Stop Microphone Test"
"GameUI_VoiceReceiveVolume"	"Volume spraakontvangst *"
"[english]GameUI_VoiceReceiveVolume"	"Voice receive volume *"
"GameUI_VoiceTransmitVolume"	"Volume spraakverzending *"
"[english]GameUI_VoiceTransmitVolume"	"Voice transmit volume *"
"GameUI_SaveGame"	"SPEL OPSLAAN"
"[english]GameUI_SaveGame"	"SAVE GAME"
"GameUI_SaveGameHelp"	"Kies Nieuw opgeslagen spel in de lijst als je een nieuw bestand wilt maken of kies\neen eerder opgeslagen spel om een bestand te overschrijven."
"[english]GameUI_SaveGameHelp"	"Select 'New Save Game' in the list to create a new file, or select\na previously saved game to overwrite a file."
"GameUI_Delete"	"Verwijderen"
"[english]GameUI_Delete"	"Delete"
"GameUI_Quit"	"Spel stoppen"
"[english]GameUI_Quit"	"Quit game"
"GameUI_SteamPassword"	"Wachtwoord voor Steam"
"[english]GameUI_SteamPassword"	"Steam Password"
"GameUI_CreateServer"	"SERVER MAKEN"
"[english]GameUI_CreateServer"	"CREATE SERVER"
"GameUI_Start"	"Start"
"[english]GameUI_Start"	"Start"
"GameUI_Console"	"Bedieningspaneel"
"[english]GameUI_Console"	"Console"
"GameUI_Submit"	"Verzenden"
"[english]GameUI_Submit"	"Submit"
"GameUI_Options"	"OPTIES"
"[english]GameUI_Options"	"OPTIONS"
"GameUI_Keyboard"	"Toetsenbord"
"[english]GameUI_Keyboard"	"Keyboard"
"GameUI_Mouse"	"Muis"
"[english]GameUI_Mouse"	"Mouse"
"GameUI_Audio"	"Geluid"
"[english]GameUI_Audio"	"Audio"
"GameUI_Video"	"Video"
"[english]GameUI_Video"	"Video"
"GameUI_Voice"	"Spraak"
"[english]GameUI_Voice"	"Voice"
"GameUI_Advanced"	"Vergrendeling"
"[english]GameUI_Advanced"	"Lock"
"GameUI_Server"	"Server"
"[english]GameUI_Server"	"Server"
"GameUI_Game"	"Spel"	[$WIN32]
"[english]GameUI_Game"	"Game"
"GameUI_SavedGame"	"Opgeslagen spel"
"[english]GameUI_SavedGame"	"Saved Game"
"GameUI_ElapsedTime"	"Verstreken tijd"
"[english]GameUI_ElapsedTime"	"Elapsed Time"
"GameUI_TimeStamp"	"Tijdstempel"
"[english]GameUI_TimeStamp"	"Time Stamp"
"GameUI_KeyboardSettings"	"Instellingen toetsenbord"
"[english]GameUI_KeyboardSettings"	"Keyboard settings"
"GameUI_KeyboardSettingsText"	"Alle acties terugzetten naar gebruik van standaardtoetsen?"
"[english]GameUI_KeyboardSettingsText"	"Reset all actions to use their default keys?"
"GameUI_ControllerSettingsText"	"Alle controlleropties terugzetten in de standaardinstellingen?"
"[english]GameUI_ControllerSettingsText"	"Reset all controller options to their defaults?"
"GameUI_GameMenu_NewGame"	"NIEUW SPEL"
"[english]GameUI_GameMenu_NewGame"	"NEW GAME"
"GameUI_GameMenu_PlayDemo"	"DEMO AFSPELEN"
"[english]GameUI_GameMenu_PlayDemo"	"PLAY DEMO"
"GameUI_GameMenu_BonusMaps"	"BONUSMAPS"
"[english]GameUI_GameMenu_BonusMaps"	"BONUS MAPS"
"GameUI_GameMenu_LoadGame"	"SPEL LADEN"
"[english]GameUI_GameMenu_LoadGame"	"LOAD GAME"
"GameUI_GameMenu_SaveGame"	"SPEL OPSLAAN"
"[english]GameUI_GameMenu_SaveGame"	"SAVE GAME"
"GameUI_GameMenu_Multiplayer"	"MULTIPLAYER "
"[english]GameUI_GameMenu_Multiplayer"	"MULTIPLAYER "
"GameUI_GameMenu_FindServers"	"SERVERS ZOEKEN"
"[english]GameUI_GameMenu_FindServers"	"FIND SERVERS"
"GameUI_GameMenu_Friends"	"VRIENDEN"
"[english]GameUI_GameMenu_Friends"	"FRIENDS"
"GameUI_GameMenu_Customize"	"AANPASSEN"
"[english]GameUI_GameMenu_Customize"	"CUSTOMIZE"
"GameUI_GameMenu_CreateServer"	"SERVER MAKEN"
"[english]GameUI_GameMenu_CreateServer"	"CREATE SERVER"
"GameUI_GameMenu_Options"	"OPTIES"
"[english]GameUI_GameMenu_Options"	"OPTIONS"
"GameUI_GameMenu_Achievements"	"PRESTATIES"
"[english]GameUI_GameMenu_Achievements"	"ACHIEVEMENTS"
"GameUI_GameMenu_PlayerStats"	"SPELERSTATISTIEKEN"
"[english]GameUI_GameMenu_PlayerStats"	"PLAYER STATS"
"GameUI_GameMenu_Quit"	"STOPPEN"
"[english]GameUI_GameMenu_Quit"	"QUIT"
"GameUI_PasswordsDontMatch"	"Opgegeven wachtwoorden kloppen niet!"
"[english]GameUI_PasswordsDontMatch"	"Entered passwords don't match!"
"GameUI_MustEnterPassword"	"Je moet een wachtwoord opgeven"
"[english]GameUI_MustEnterPassword"	"You must enter a password"
"GameUI_IncorrectPassword"	"Fout wachtwoord"
"[english]GameUI_IncorrectPassword"	"Incorrect password"
"GameUI_CantDisableContentCtrl"	"Kan niet uitschakelen, contentvergrendeling niet ingesteld"
"[english]GameUI_CantDisableContentCtrl"	"Can't disable, content control was not set"
"GameUI_Loading"	"LADEN..."
"[english]GameUI_Loading"	"LOADING..."
"GameUI_LoadingGame"	"LADEN"
"[english]GameUI_LoadingGame"	"LOADING"
"GameUI_Disconnected"	"Verbinding verbroken"
"[english]GameUI_Disconnected"	"Disconnected"
"GameUI_ConnectionFailed"	"Kan geen verbinding maken met server."
"[english]GameUI_ConnectionFailed"	"Could not connect to server."
"GameUI_DisconnectedFrom"	"De verbinding met de server is verbroken."
"[english]GameUI_DisconnectedFrom"	"You have been disconnected from the server."
"GameUI_DisconnectedFromServerExtended"	"De verbinding met de server is verbroken.\nReden: %s1"
"[english]GameUI_DisconnectedFromServerExtended"	"You have been disconnected from the server.\nReason: %s1"
"GameUI_EstablishingConnection"	"Netwerkverbinding maken met server..."
"[english]GameUI_EstablishingConnection"	"Establishing network connection to server..."
"GameUI_ParseServerInfo"	"Servergegevens parseren..."
"[english]GameUI_ParseServerInfo"	"Parsing server info..."
"GameUI_CheckCRCs"	"Spelresources valideren..."
"[english]GameUI_CheckCRCs"	"Validating game resources..."
"GameUI_PrecacheResources"	"Spelresources laden..."
"[english]GameUI_PrecacheResources"	"Loading game resources..."
"GameUI_ParseBaseline"	"Spelgegevens parseren..."
"[english]GameUI_ParseBaseline"	"Parsing game info..."
"GameUI_StartingServer"	"Lokale gameserver starten..."
"[english]GameUI_StartingServer"	"Starting local game server..."
"GameUI_DisplayMode"	"Weergavemodus"
"[english]GameUI_DisplayMode"	"Display mode"
"GameUI_Fullscreen"	"Volledig scherm"
"[english]GameUI_Fullscreen"	"Full screen"
"GameUI_AspectRatio"	"Hoogte-breedteverhouding"
"[english]GameUI_AspectRatio"	"Aspect Ratio"
"GameUI_AspectNormal"	"Normaal (4:3)"
"[english]GameUI_AspectNormal"	"Normal (4:3)"
"GameUI_AspectWide16x9"	"Breedbeeld 16:9"
"[english]GameUI_AspectWide16x9"	"Widescreen 16:9"
"GameUI_AspectWide16x10"	"Breedbeeld 16:10"
"[english]GameUI_AspectWide16x10"	"Widescreen 16:10"
"GameUI_AspectWide"	"Breedbeeld"
"[english]GameUI_AspectWide"	"Widescreen"
"GameUI_CDKey"	"Cd-code"
"[english]GameUI_CDKey"	"CD Key"
"GameUI_EnterCDKey"	"Geef de cd-code op die\nop het cd-doosje staat afgedrukt."
"[english]GameUI_EnterCDKey"	"Please enter your CD Key, which can be\nfound printed on your CD jewel case."
"GameUI_LoadingDialog_ContentHosting"	"Contenthosting verzorgd door:"
"[english]GameUI_LoadingDialog_ContentHosting"	"Content hosting provided by:"
"GameUI_ColorSliders"	"Kleuren"
"[english]GameUI_ColorSliders"	"Colors"
"GameUI_ColorQuality"	"Kleurkwaliteit"
"[english]GameUI_ColorQuality"	"Color Quality"
"GameUI_CDKey_Invalid_Text"	"De opgegeven cd-code is ongeldig."
"[english]GameUI_CDKey_Invalid_Text"	"The CD Key you have entered is invalid."
"GameUI_CDKey_Invalid_Title"	"ONJUISTE CD-CODE"
"[english]GameUI_CDKey_Invalid_Title"	"INCORRECT CD KEY"
"GameUI_CDKey_TooManyTries"	"Te vaak onjuiste cd-code opgegeven. Bezig met afsluiten..."
"[english]GameUI_CDKey_TooManyTries"	"Incorrect CD Key entered too many times. Exiting..."
"GameUI_GameMenu_ResumeGame"	"SPEL HERVATTEN"
"[english]GameUI_GameMenu_ResumeGame"	"RESUME GAME"
"GameUI_GameMenu_Disconnect"	"VERBINDING VERBREKEN"
"[english]GameUI_GameMenu_Disconnect"	"DISCONNECT"
"GameUI_GameMenu_ChangeGame"	"ANDER SPEL"
"[english]GameUI_GameMenu_ChangeGame"	"CHANGE GAME"
"GameUI_GameMenu_PlayerList"	"SPELERS DEMPEN"
"[english]GameUI_GameMenu_PlayerList"	"MUTE PLAYERS"
"GameUI_OutOfDate_Title"	"SPEL IS VEROUDERD"
"[english]GameUI_OutOfDate_Title"	"GAME IS OUT OF DATE"
"GameUI_OutOfDate_URL"	"http://www.steampowered.com/autoupdate"
"[english]GameUI_OutOfDate_URL"	"http://www.steampowered.com/autoupdate"
"GameUI_OutOfDate_Msg"	"Het spel is verouderd.\nKlik op OK om naar de webpagina van Valve te gaan om de nieuwste updates te downloaden."
"[english]GameUI_OutOfDate_Msg"	"Your game is out of date.\nClick OK to go to Valve's webpage to download the latest updates."
"GameUI_QuitConfirmationTitle"	"SPEL STOPPEN"
"[english]GameUI_QuitConfirmationTitle"	"QUIT GAME"
"GameUI_QuitConfirmationText"	"Wil je nu stoppen met spelen?"
"[english]GameUI_QuitConfirmationText"	"Do you wish to stop playing now?"
"GameUI_Disconnect"	"Verbinding verbreken"
"[english]GameUI_Disconnect"	"Disconnect"
"GameUI_DisconnectConfirmationText"	"Weet je zeker dat je wilt stoppen met dit spel?"
"[english]GameUI_DisconnectConfirmationText"	"Are you sure you want to leave this game?"
"GameUI_DisconnectHostConfirmationText"	"Als de verbinding wordt verbroken, worden alle spelers gekickt. Weet je zeker dat je wilt stoppen met dit spel?"
"[english]GameUI_DisconnectHostConfirmationText"	"Disconnecting will kick all players. Are you sure you want to leave this game?"
"GameUI_ChangeGame"	"Ander spel"
"[english]GameUI_ChangeGame"	"Change game"
"GameUI_NoOtherGamesAvailable"	"Er zijn geen andere games beschikbaar."
"[english]GameUI_NoOtherGamesAvailable"	"There are no other games available to play."
"GameUI_ForceGameRestart"	"Als je een ander spel kiest, start de engine opnieuw op."
"[english]GameUI_ForceGameRestart"	"Changing games will cause the engine to restart."
"GameUI_Miles_Voice"	"Voorzien van Miles Sound System. Copyright © 1991-2001 RAD Game Tools Inc."
"[english]GameUI_Miles_Voice"	"Uses Miles Sound System. Copyright © 1991-2001 by RAD Game Tools, Inc."
"GameUI_Miles_Audio"	"Weergave van MPEG Layer-3 verzorgd door Miles Sound System van RAD Game Tools Inc. Technologie voor audiocompressie van MPEG Layer-3 onder licentie van Fraunhofer IIS en THOMSON Multimedia."
"[english]GameUI_Miles_Audio"	"MPEG Layer-3 playback supplied with the Miles Sound System from RAD Game Tools, Inc. MPEG Layer-3 audio compression technology licensed by Fraunhofer IIS and THOMSON multimedia."
"GameUI_Bink"	"Voorzien van Bink Video. Copyright © 1997-2007 RAD Game Tools Inc."
"[english]GameUI_Bink"	"Uses Bink Video. Copyright © 1997-2007 by RAD Game Tools, Inc."
"GameUI_MuteIngameVoice"	"Spelstem dempen"
"[english]GameUI_MuteIngameVoice"	"Mute in-game voice"
"GameUI_UnmuteIngameVoice"	"Spelstem niet dempen"
"[english]GameUI_UnmuteIngameVoice"	"Unmute in-game voice"
"GameUI_PlayerListDialogTitle"	"HUIDIGE SPELERS - %server%"
"[english]GameUI_PlayerListDialogTitle"	"CURRENT PLAYERS - %server%"
"GameUI_FriendsName"	"Naam vriend"
"[english]GameUI_FriendsName"	"Friends name"
"GameUI_Properties"	"Eigenschappen"
"[english]GameUI_Properties"	"Properties"
"GameUI_AddFriendTitle"	"VRIENDEN - VRIEND TOEVOEGEN"
"[english]GameUI_AddFriendTitle"	"FRIENDS - ADD FRIEND"
"GameUI_FriendAddedToList"	"%name% is toegevoegd aan je vriendenlijst.\nJe ziet hem/haar pas online als hij/zij je uitnodiging heeft geaccepteerd."
"[english]GameUI_FriendAddedToList"	"%name% has been added to your friends list.\nNote that they will not show up as online until they have accepted your friendship request."
"GameUI_AddFriendFailed"	"%naam% kan niet aan je lijst worden toegevoegd.\nDe verbinding was niet goed of de functie Vrienden is bij hen niet geactiveerd."
"[english]GameUI_AddFriendFailed"	"%name% could not be added to your list.\nThere was either a connection error, or they are not running Friends."
"GameUI_NoOtherPlayersInGame"	"Er zijn geen andere spelers in het spel."
"[english]GameUI_NoOtherPlayersInGame"	"There are no other players in the game."
"GameUI_QuickSave"	"SNEL OPSLAAN"
"[english]GameUI_QuickSave"	"QUICK SAVE"
"GameUI_AutoSave"	"AUTOMATISCH OPSLAAN"
"[english]GameUI_AutoSave"	"AUTO SAVE"
"GameUI_AutoSaveLabel"	"AUTOMATISCH:"
"[english]GameUI_AutoSaveLabel"	"AUTO:"
"GameUI_UserSaveLabel"	"GEBRUIKER:"
"[english]GameUI_UserSaveLabel"	"USER:"
"GameUI_Type"	"Type"
"[english]GameUI_Type"	"Type"
"GameUI_ServerName"	"Naam server"
"[english]GameUI_ServerName"	"Server name"
"GameUI_MaxPlayers"	"Max. Spelers:"
"[english]GameUI_MaxPlayers"	"Max. Players:"
"GameUI_Password"	"Wachtwoord"
"[english]GameUI_Password"	"Password"
"GameUI_DARK"	"DONKER"
"[english]GameUI_DARK"	"DARK"
"GameUI_LIGHT"	"LICHT"
"[english]GameUI_LIGHT"	"LIGHT"
"GameUI_VerifyingResources"	"Resources controleren..."
"[english]GameUI_VerifyingResources"	"Verifying resources..."
"GameUI_VerifyingAndDownloading"	"Resources controleren en downloaden..."
"[english]GameUI_VerifyingAndDownloading"	"Verifying and downloading resources..."
"GameUI_UpdatingSteamResources"	"Steam-resources bijwerken"
"[english]GameUI_UpdatingSteamResources"	"Updating steam resources"
"GameUI_DownloadFailed"	"Kan %s1 niet downloaden"
"[english]GameUI_DownloadFailed"	"Could not download %s1"
"GameUI_DownloadFailedZeroLen"	"Kan %s1 niet downloaden:\nBestand heeft geen gegevens"
"[english]GameUI_DownloadFailedZeroLen"	"Could not download %s1:\nFile has no data"
"GameUI_DownloadFailedConClosed"	"Kan %s1 niet downloaden:\nVerbinding afgesloten door externe host"
"[english]GameUI_DownloadFailedConClosed"	"Could not download %s1:\nConnection closed by remote host"
"GameUI_DownloadFailedBadURL"	"Kan %s1 niet downloaden:\nOngeldige URL"
"[english]GameUI_DownloadFailedBadURL"	"Could not download %s1:\nInvalid URL"
"GameUI_DownloadFailedBadProtocol"	"Kan %s1 niet downloaden:\nAlleen HTTP wordt ondersteund"
"[english]GameUI_DownloadFailedBadProtocol"	"Could not download %s1:\nOnly HTTP is supported"
"GameUI_DownloadFailedCantBind"	"Kan %s1 niet downloaden:\nKan socket niet koppelen"
"[english]GameUI_DownloadFailedCantBind"	"Could not download %s1:\nCannot bind a socket"
