"lang"
{
"Language"	"brazilian"
"#npc_dota_hero_earth_spirit"	"Earth Spirit"
"#npc_dota_hero_abyssal_underlord"	"Underlord"
"#npc_dota_hero_phoenix"	"Phoenix"
"#npc_dota_hero_terrorblade"	"Terrorblade"
"#npc_dota_hero_oracle"	"Oracle"
"#npc_dota_hero_techies"	"Techies"
"#npc_dota_hero_target_dummy"	"Saco de Pancada"
"#npc_dota_hero_winter_wyvern"	"Winter Wyvern"
"#npc_dota_hero_arc_warden"	"Arc Warden"
"#npc_dota_hero_monkey_king"	"Monkey King"
"#npc_dota_hero_pangolier"	"Pangolier"
"#npc_dota_hero_dark_willow"	"Dark Willow"
"#DOTA_lobby_type_name_lobby"	"Sala"
"#DOTA_lobby_type_name_unranked"	"Casual"
"#DOTA_lobby_type_name_ranked"	"Competitiva"
"#DOTA_lobby_type_name_bot_match"	"Bots"
"#DOTA_lobby_type_name_spectator"	"Espectador"
"#demo_hero_mode_name"	"Testar herói"
"#game_mode_lobby_name_0"	"-"
"#game_mode_lobby_name_1"	"Escolha Livre"
"#game_mode_lobby_name_2"	"Modo de Capitães"
"#game_mode_lobby_name_3"	"Seleção Aleatória"
"#game_mode_lobby_name_4"	"Seleção Individual"
"#game_mode_lobby_name_5"	"Todos Aleatórios"
"#game_mode_lobby_name_6"	"-"
"#game_mode_lobby_name_7"	"Diretide"
"#game_mode_lobby_name_8"	"Modo de Capitães Inverso"
"#game_mode_lobby_name_9"	"O Greeviling"
"#game_mode_lobby_name_10"	"Tutorial"
"#game_mode_lobby_name_11"	"Somente Meio"
"#game_mode_lobby_name_12"	"Menos Jogados"
"#game_mode_lobby_name_13"	"Modo para Novatos"
"#game_mode_lobby_name_14"	"Compêndio"
"#game_mode_lobby_name_15"	"Personalizado"
"#game_mode_lobby_name_16"	"Seleção dos Capitães"
"#game_mode_lobby_name_17"	"Seleção Equilibrada"
"#game_mode_lobby_name_18"	"Seleção de Habilidades"
"#game_mode_lobby_name_20"	"Mata-mata Aleatório"
"#game_mode_lobby_name_21"	"X1 na Trilha do Meio"
"#game_mode_lobby_name_22"	"Escolha Livre Competitivo"
"#game_mode_lobby_name_23"	"Turbo"
"#game_mode_lobby_name_24"	"Mutação"
"#game_mode_24"	"Mutação"
"#DOTA_RP_PLAYING_EVENT_MATCH"	"Jogando {%param0%}"
"#DOTA_EventGameName_International2018"	"Coviterrâneo"
"#npc_dota_hero_grimstroke"	"Grimstroke"
"#DOTA_RP_TOURNEY_REGISTERING"	"Copa de Batalhas: Inscrevendo-se ({%param0%})"
"#DOTA_RP_TOURNEY_FINDING_MATCH"	"Buscando adversária para {%param1%}"
"#DOTA_RP_TOURNEY_BETWEEN_GAMES"	"Copa de Batalhas: {%param1%} (intervalo)"
"#DOTA_RP_TOURNEY_GAME_IN_PROGRESS"	"Copa de Batalha: {%param0%}"
"#DOTA_RP_TOURNEY_PLAYING_AS"	"Copa de Batalhas: {%param2%} ({%param1%})"
"#weekendtourney_round_quarterfinals"	"Quartas de Final"
"#weekendtourney_round_semifinals"	"Semifinais"
"#weekendtourney_round_finals"	"Grande Final"
"#DOTA_EventName_Frostivus2018"	"Congelito"
"#npc_dota_hero_snapfire"	"Snapfire"
"#npc_dota_hero_void_spirit"	"Void Spirit"
"#DOTA_Guilds_message_motd"	"Mensagem do dia: %param0%"
"#DOTA_Guilds_message_level"	"O clã alcançou o nível %param0%"
"#DOTA_Guild_message_promoted"	"%target_persona% foi promovido(a) a %guild_role% por %requester_persona%"
"#DOTA_Guild_message_demoted"	"%target_persona% foi rebaixado(a) a %guild_role% por %requester_persona%."
"#dota_rp_playing_event_match_2020"	"Labirinto: {%param0%}, profundidade %param1%"
"#DOTA_EventGameName_International2020"	"Labirinto de Aghanim"
"#dota_eventgamedifficulty_international2020_0"	"Aprendiz"
"#dota_eventgamedifficulty_international2020_1"	"Mago"
"#dota_eventgamedifficulty_international2020_2"	"Feiticeiro"
"#dota_eventgamedifficulty_international2020_3"	"Grande Mago"
"#dota_eventgamedifficulty_international2020_4"	"Mago Apogético"
"#DOTA_EventGameName_Diretide2020"	"Diretide"
"#DOTA_RP_PLAYING_DIRETIDE_MATCH"	"Diretide: %param0%ª rodada ({%param1%})"
"#npc_dota_hero_mars"	"Marte"
"#DOTA_RP_PLAYING_DIRETIDE_MATCH_PREGAME"	"Diretide: Seleção de herói"
"#npc_dota_hero_hoodwink"	"Hoodwink"
"#npc_dota_hero_dawnbreaker"	"Dawnbreaker"
"#game_mode_0"	"–"
"#game_mode_1"	"Escolha Livre"
"#game_mode_2"	"Modo de Capitães"
"#game_mode_3"	"Seleção Aleatória"
"#game_mode_4"	"Seleção Individual"
"#game_mode_5"	"Todos Aleatórios"
"#game_mode_6"	"–"
"#game_mode_7"	"Diretide"
"#game_mode_8"	"Modo de Capitães Inverso"
"#game_mode_9"	"Greeviling"
"#game_mode_10"	"Tutorial"
"#game_mode_11"	"Somente Meio"
"#game_mode_12"	"Menos Jogados"
"#game_mode_13"	"Modo para Novatos"
"#game_mode_14"	"Compêndio"
"#game_mode_15"	"Modo alternativo"
"#game_mode_16"	"Seleção dos Capitães"
"#game_mode_17"	"Seleção Equilibrada"
"#game_mode_18"	"Seleção de Habilidades"
"#game_mode_19"	"Modo alternativo"
"#game_mode_20"	"Mata-mata Aleatório"
"#game_mode_21"	"X1 na Trilha do Meio"
"#game_mode_22"	"Escolha Livre"
"#game_mode_23"	"Turbo"
"#npc_dota_hero_marci"	"Marci"
}
}
