"lang"
{
"Language"	"latam"
"[english]DOTA_nemestice_gameplay_tip_01"	"The first tower upgrade gives Kobolds towers."
"DOTA_nemestice_gameplay_tip_02"	"Los Kóbolds reducen la armadura de sus objetivos."
"[english]DOTA_nemestice_gameplay_tip_02"	"Kobolds reduce the armor of their targets."
"DOTA_nemestice_gameplay_tip_03"	"La segunda mejora de torres otorga Prestes Troll a las torres."
"[english]DOTA_nemestice_gameplay_tip_03"	"The second tower upgrade gives Troll Priests to towers."
"DOTA_nemestice_gameplay_tip_04"	"Los Prestes Troll tienen una potente curación y un aura de regeneración de maná."
"[english]DOTA_nemestice_gameplay_tip_04"	"Troll Priests have a powerful heal and a mana regeneration aura."
"DOTA_nemestice_gameplay_tip_05"	"La tercera y última mejora otorga Osos Infernales a las torres."
"[english]DOTA_nemestice_gameplay_tip_05"	"The third and final tower upgrage gives Hellbears to towers."
"DOTA_nemestice_gameplay_tip_06"	"Los Osos Infernales tienen un poderoso ataque en área de efecto."
"[english]DOTA_nemestice_gameplay_tip_06"	"Hellbears have a powerful area of effect clap."
"DOTA_nemestice_gameplay_tip_07"	"Cada vez que llega el meteorito central, las torres y creeps se fortalecen."
"[english]DOTA_nemestice_gameplay_tip_07"	"Every time the central meteorite arrives, towers and creeps grow stronger."
"DOTA_nemestice_gameplay_tip_08"	"El primer meteorito grande en el centro del mapa llega a la 1:30, y después cada 3:00."
"[english]DOTA_nemestice_gameplay_tip_08"	"The first large meteorite in the map center arrives at 1:30, and then every 3:00 after that."
"DOTA_nemestice_gameplay_tip_09"	"¡Cuidado! Todos los meteoritos al caer causan daño y aturdimiento."
"[english]DOTA_nemestice_gameplay_tip_09"	"Watch out! All meteorites will hurt and stun you on impact."
"DOTA_nemestice_gameplay_tip_10"	"Cuando tengas tres o más Brasas de Nemestice, tu héroe golpeará periódicamente a los enemigos cercanos."
"[english]DOTA_nemestice_gameplay_tip_10"	"When you are holding three or more Nemestice Embers, your hero will periodically shock nearby enemies."
"DOTA_nemestice_gameplay_tip_11"	"Al tener tres Brasas, cada Brasa adicional añadirá objetivos adicionales a la habilidad Choque de Brasas."
"[english]DOTA_nemestice_gameplay_tip_11"	"Each additional Ember beyond three will add additional targets to the Embershock ability."
"DOTA_nemestice_gameplay_tip_12"	"La Vara del Rey Negro impedirá que la habilidad Choque de Brasas pueda usarse sobre objetivos."
"[english]DOTA_nemestice_gameplay_tip_12"	"BKB will block the targeting of the Embershock ability."
"DOTA_nemestice_gameplay_tip_13"	"Los meteoritos en las sendas laterales contienen objetos neutrales."
"[english]DOTA_nemestice_gameplay_tip_13"	"The meteorites in the side lanes contain neutral items."
"DOTA_nemestice_gameplay_tip_14"	"Los meteoritos de la senda lateral llegan cada 1:30."
"[english]DOTA_nemestice_gameplay_tip_14"	"The side lane meteorites arrive every 1:30."
"DOTA_nemestice_gameplay_tip_15"	"Cada torre tiene un santuario que el equipo puede usar para curarse."
"[english]DOTA_nemestice_gameplay_tip_15"	"Each tower has a shrine the team can use to heal."
"DOTA_nemestice_gameplay_tip_16"	"Los santuarios tienen un tiempo de recarga largo pero pueden usarse varias veces durante la partida."
"[english]DOTA_nemestice_gameplay_tip_16"	"Shrines have a long cooldown but can be used multiple times throughout the match."
"DOTA_nemestice_gameplay_tip_17"	"Los Pergaminos de Teletransporte son ilimitados y tienen un tiempo de recarga menor en el modo de juego Nemestice."
"[english]DOTA_nemestice_gameplay_tip_17"	"Town Portal Scrolls are unlimited and have a shorter cooldown in the Nemestice game mode."
"DOTA_nemestice_gameplay_tip_18"	"Las torres regeneran vida si no sufren daño por un tiempo."
"[english]DOTA_nemestice_gameplay_tip_18"	"Towers regenerate health if they are not damaged for a time."
"DOTA_nemestice_gameplay_tip_19"	"Las torres no regenerarán vida si las 4 del equipo siguen en pie."
"[english]DOTA_nemestice_gameplay_tip_19"	"Towers will not regenerate health if all 4 are standing for the team."
"DOTA_nemestice_gameplay_tip_20"	"Cuando se destruye una torre, esta lanza una Onda Sísmica que mata a todos los creeps enemigos cercanos."
"[english]DOTA_nemestice_gameplay_tip_20"	"When a tower is destroyed, it releases a shockwave that kills all nearby enemy creeps."
"DOTA_nemestice_gameplay_tip_21"	"Cuando una torre es destruida, se restaura un gran porcentaje de vida de las demás torres aliadas."
"[english]DOTA_nemestice_gameplay_tip_21"	"When a tower is destroyed, other allied towers are healed for a large percentage of their health."
"DOTA_nemestice_gameplay_tip_22"	"El tiempo de recarga de Glifo de Fortificación se reinicia cada vez que pierdes una torre."
"[english]DOTA_nemestice_gameplay_tip_22"	"The Glyph of Fortification cooldown is refreshed each time you lose a tower."
"DOTA_nemestice_gameplay_tip_23"	"Cada Brasa de Nemestice tiene su propio tiempo de expiración."
"[english]DOTA_nemestice_gameplay_tip_23"	"Each Nemestice Ember has its own independent expiration time."
"DOTA_nemestice_gameplay_tip_24"	"Brasas Cargadas te da daño de ataque, amplificación de hechizo y velocidad de movimiento. También te otorga una habilidad sorprendente a partir de tres Brasas."
"[english]DOTA_nemestice_gameplay_tip_24"	"Embercharge gives you attack damage, spell amplification, and move speed. It also grants a shocking ability at three or more Embers."
"DOTA_nemestice_gameplay_tip_25"	"Varios héroes pueden canalizar los meteoritos grandes y los que están en las sendas laterales al mismo tiempo."
"[english]DOTA_nemestice_gameplay_tip_25"	"Multiple heroes can channel the large and side lane meteorites at once."
"DOTA_nemestice_gameplay_tip_26"	"A medida que avanza la partida, los meteoritos tienen más Brasas dentro de ellos."
"[english]DOTA_nemestice_gameplay_tip_26"	"Meteorites have more Embers inside of them as the match wears on."
"DOTA_nemestice_gameplay_tip_27"	"El tiempo de canalización para extraer una brasa de un meteorito se reduce con el tiempo."
"[english]DOTA_nemestice_gameplay_tip_27"	"The channel time to extract an ember from a meteorites decreases over time."
"DOTA_nemestice_gameplay_tip_28"	"El héroe que canaliza la Brasa final de un meteorito de senda lateral hará que un objeto neutral sea lanzado hacia él."
"[english]DOTA_nemestice_gameplay_tip_28"	"The hero that channels the final Ember from a side lane meteorites will cause a neutral item to be tossed at them."
"DOTA_nemestice_gameplay_tip_29"	"Los objetos neutrales pueden ser recogidos y utilizados por cualquiera de los equipos."
"[english]DOTA_nemestice_gameplay_tip_29"	"Neutral items can be picked up and used by either team."
"DOTA_nemestice_gameplay_tip_30"	"Las Brasas de Nemestice se sueltan al morir."
"[english]DOTA_nemestice_gameplay_tip_30"	"Nemestice Embers are dropped on death."
"DOTA_HUD_Scoreboard_Nemestice_towers_name"	"TORRES"
"[english]DOTA_HUD_Scoreboard_Nemestice_towers_name"	"TOWERS"
"DOTA_HUD_Scoreboard_Nemestice_upgrades_name"	"MEJORAS"
"[english]DOTA_HUD_Scoreboard_Nemestice_upgrades_name"	"UPGRADES"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_northwest"	"Torre NO"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_northwest"	"NW Tower"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_north"	"Torre N"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_north"	"N Tower"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_northeast"	"Torre NE"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_northeast"	"NE Tower"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_east"	"Torre E"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_east"	"E Tower"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_west"	"Torre O"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_west"	"W Tower"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_southwest"	"Torre SO"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_southwest"	"SW Tower"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_south"	"Torre S"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_south"	"S Tower"
"DOTA_HUD_Scoreboard_Nemestice_tower_name_southeast"	"Torre SE"
"[english]DOTA_HUD_Scoreboard_Nemestice_tower_name_southeast"	"SE Tower"
"DOTA_Tooltip_modifier_barracks_buff"	"Resiliencia de torre"
"[english]DOTA_Tooltip_modifier_barracks_buff"	"Tower Resilience"
"DOTA_Tooltip_modifier_barracks_buff_Description"	"Se regenera con el tiempo cuando no es atacada."
"[english]DOTA_Tooltip_modifier_barracks_buff_Description"	"Regenerates over time when not attacked."
"DOTA_Tooltip_modifier_hero_buy_phase"	"¡Fase de compra!"
"[english]DOTA_Tooltip_modifier_hero_buy_phase"	"Buy Phase!"
"DOTA_Tooltip_modifier_hero_buy_phase_Description"	"¡Desarmar/silenciar/enmudecer mientras compras!"
"[english]DOTA_Tooltip_modifier_hero_buy_phase_Description"	"Disarm/Silence/Mute while you shop!"
"npc_dota_nemestice_tower_radiant"	"Torre Radiant"
"[english]npc_dota_nemestice_tower_radiant"	"Radiant Tower"
"npc_dota_nemestice_tower_dire"	"Torre Dire"
"[english]npc_dota_nemestice_tower_dire"	"Dire Tower"
"npc_dota_nemestice_shrine"	"Santuario"
"[english]npc_dota_nemestice_shrine"	"Shrine"
"npc_dota_dummy_caster"	"La Luna Loca"
"[english]npc_dota_dummy_caster"	"The Mad Moon"
"npc_dota_creature_tower_upgrade_kobold"	"Kóbold"
"[english]npc_dota_creature_tower_upgrade_kobold"	"Kobold"
"npc_dota_creature_tower_upgrade_hellbear"	"Oso Infernal"
"[english]npc_dota_creature_tower_upgrade_hellbear"	"Hellbear"
"npc_dota_creature_troll_priest"	"Preste Troll"
"[english]npc_dota_creature_troll_priest"	"Troll Priest"
"DOTA_Tooltip_ability_kobold_rush_Description"	"Obtiene velocidad de movimiento y de ataque adicional cuando ataca a un héroe."
"[english]DOTA_Tooltip_ability_kobold_rush_Description"	"Gains additional move and attack speed when attacking a hero."
"DOTA_Tooltip_ability_kobold_armor_reduction"	"Triturar armadura"
"[english]DOTA_Tooltip_ability_kobold_armor_reduction"	"Shred Armor"
"DOTA_Tooltip_ability_kobold_armor_reduction_Description"	"Aplica un efecto negativo de reducción de armadura acumulable con cada ataque básico."
"[english]DOTA_Tooltip_ability_kobold_armor_reduction_Description"	"Applies a stacking minus armor debuff with each basic attack."
"DOTA_Tooltip_modifier_kobold_armor_reduction_counter"	"Armadura triturada"
"[english]DOTA_Tooltip_modifier_kobold_armor_reduction_counter"	"Shredded Armor"
"DOTA_Tooltip_modifier_kobold_armor_reduction_counter_Description"	"Armadura reducida por los repetidos ataques de Kóbolds."
"[english]DOTA_Tooltip_modifier_kobold_armor_reduction_counter_Description"	"Reduced armor from repeated Kobold attacks."
"npc_dota_crash_site_meteor"	"Meteorito de Nemestice"
"[english]npc_dota_crash_site_meteor"	"Nemestice Meteorite"
"npc_dota_crash_site_meteor_medium"	"Meteorito de Nemestice"
"[english]npc_dota_crash_site_meteor_medium"	"Nemestice Meteorite"
"DOTA_Tooltip_ability_item_meteor_shard"	"Brasa de Nemestice"
"[english]DOTA_Tooltip_ability_item_meteor_shard"	"Nemestice Ember"
"DOTA_Tooltip_modifier_hero_meteor_shard_pouch_buff"	"Brasas Cargadas"
"[english]DOTA_Tooltip_modifier_hero_meteor_shard_pouch_buff"	"Embercharged"
"DOTA_Tooltip_modifier_hero_meteor_shard_pouch_buff_Description"	"(pending) Obteniendo %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% de daño de ataque adicional, un %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE% %% de amplificación de hechizo y un %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %% de velocidad de movimiento."
"[english]DOTA_Tooltip_modifier_hero_meteor_shard_pouch_buff_Description"	"Gaining %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% bonus attack damage, %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% spell amplification, and %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% movement speed."
"DOTA_Tooltip_ability_tower_upgrade_spawn_lane_creeps"	"Generar creeps de senda"
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_lane_creeps"	"Spawn Lane Creeps"
"DOTA_Tooltip_ability_tower_upgrade_spawn_lane_creeps_Description"	"Genera %melee_spawns% creeps de senda y %ranged_spawns% creeps a distancia con cada oleada de esta torre."
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_lane_creeps_Description"	"Spawns %melee_spawns% Melee Creeps and %ranged_spawns% Ranged Creeps with each wave from this tower."
"DOTA_Tooltip_ability_tower_upgrade_spawn_melee_creeps"	"Generar creeps cuerpo a cuerpo"
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_melee_creeps"	"Spawn Melee Creeps"
"DOTA_Tooltip_ability_tower_upgrade_spawn_melee_creeps_Description"	"Genera %spawns% creeps cuerpo a cuerpo adicionales con cada oleada de esta torre."
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_melee_creeps_Description"	"Spawns %spawns% additional Melee Creeps with each wave from this tower."
"DOTA_Tooltip_ability_tower_upgrade_spawn_ranged_creeps"	"Generar creeps a distancia"
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_ranged_creeps"	"Spawn Ranged Creeps"
"DOTA_Tooltip_ability_tower_upgrade_spawn_ranged_creeps_Description"	"Genera %spawns% creeps a distancia adicionales con cada oleada de esta torre."
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_ranged_creeps_Description"	"Spawns %spawns% additional Ranged Creeps with each wave from this tower."
"DOTA_Tooltip_ability_tower_upgrade_add_lane_creeps"	"Añadir creeps de senda"
"[english]DOTA_Tooltip_ability_tower_upgrade_add_lane_creeps"	"Add Lane Creeps"
"DOTA_Tooltip_ability_tower_upgrade_add_lane_creeps_Description"	"Genera un creep cuerpo a cuerpo o a distancia adicional con la oleada de esta torre. Cada cuarta mejora de nivel es un creep a distancia. \n\nSe pueden añadir un máximo de 20 creeps a cada torre."
"[english]DOTA_Tooltip_ability_tower_upgrade_add_lane_creeps_Description"	"Spawns an additional melee or ranged creep with this tower's creep wave.  Every 4th upgrade level is a ranged creep.  \n\nA maximum of 20 creeps can be added to each tower."
"DOTA_Tooltip_ability_tower_upgrade_spawn_hellbears"	"Generar Osos Infernales"
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_hellbears"	"Spawn Hellbears"
"DOTA_Tooltip_ability_tower_upgrade_spawn_hellbears_Description"	"Genera %spawns% Osos Infernales furiosos que usan ataque aplastante en un área de efecto con cada oleada de esta torre."
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_hellbears_Description"	"Spawns %spawns% Raging Hellbears that use an area of effect smash attack with each wave from this tower."
"DOTA_Tooltip_ability_tower_upgrade_spawn_kobolds"	"Generar Kóbolds"
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_kobolds"	"Spawn Kobolds"
"DOTA_Tooltip_ability_tower_upgrade_spawn_kobolds_Description"	"Genera %spawns% Kóbolds que atacan con cada oleada de esta torre."
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_kobolds_Description"	"Spawns %spawns% Kobolds that attack with each wave from this tower."
"DOTA_Tooltip_ability_tower_upgrade_spawn_troll_priests"	"Generar Prestes Troll"
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_troll_priests"	"Spawn Troll Priests"
"DOTA_Tooltip_ability_tower_upgrade_spawn_troll_priests_Description"	"Genara %spawns% Prestes Troll que atacan con cada oleada de esta torre. Los Prestes Troll tienen una habilidad curativa."
"[english]DOTA_Tooltip_ability_tower_upgrade_spawn_troll_priests_Description"	"Spawns %spawns% Troll Priests that attack with each wave from this tower.  Troll Priests have a healing ability."
"DOTA_Tooltip_ability_tower_upgrade_tower_shrine"	"Santuario"
"[english]DOTA_Tooltip_ability_tower_upgrade_tower_shrine"	"Shrine"
"DOTA_Tooltip_ability_tower_upgrade_tower_shrine_Description"	"Activa el Santuario para proporcionar mayor regeneración de vida y maná durante %duration% segundos. \n\nLa habilidad se vuelve más potente cada 6 minutos."
"[english]DOTA_Tooltip_ability_tower_upgrade_tower_shrine_Description"	"Activate the Shrine to provide increased health and mana regeneration for %duration% seconds. \n\nAbiliy automatically scales up every 6 minutes."
}
}
