"lang"
{
	"Language"		"schinese"
		"npc_dota_nemestice_tower_dire"											"夜魇防御塔"
		"npc_dota_nemestice_shrine"												"圣坛"

		"npc_dota_dummy_caster"													"癫狂之月"

		"npc_dota_creature_tower_upgrade_kobold"								"狗头人"
		"npc_dota_creature_tower_upgrade_hellbear"								"地狱熊怪"
		"npc_dota_creature_troll_priest"										"巨魔牧师"

		"DOTA_Tooltip_ability_kobold_rush"										"疾行狗头人"
		"DOTA_Tooltip_ability_kobold_rush_Description"							"攻击英雄时获得额外移动速度和攻击速度。"

		"DOTA_Tooltip_ability_kobold_armor_reduction"							"撕裂护甲"
		"DOTA_Tooltip_ability_kobold_armor_reduction_Description"				"每次基础攻击都会施加一个可叠加的减甲效果。"
		"DOTA_Tooltip_modifier_kobold_armor_reduction_counter"					"护甲被撕裂"
		"DOTA_Tooltip_modifier_kobold_armor_reduction_counter_Description"		"由于狗头人的攻击，护甲被反复撕裂。"

		"npc_dota_crash_site_meteor"											"天陨旦陨石"
		"npc_dota_crash_site_meteor_medium"										"天陨旦陨石"

		"DOTA_Tooltip_ability_item_meteor_shard"								"天陨旦之烬"
		"DOTA_Tooltip_modifier_hero_meteor_shard_pouch_buff"					"余烬之能充盈"
		"DOTA_Tooltip_modifier_hero_meteor_shard_pouch_buff_Description"		"获得%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%点攻击力加成，%dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%技能增强，和%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%移动速度。"

		"DOTA_Tooltip_ability_tower_upgrade_spawn_lane_creeps"					"产生线上小兵"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_lane_creeps_Description"		"这座防御塔的每波兵中产生%melee_spawns%个近战小兵和%ranged_spawns%个远程小兵。"

		"DOTA_Tooltip_ability_tower_upgrade_spawn_melee_creeps"					"产生近战小兵"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_melee_creeps_Description"		"这座防御塔的每波兵中产生%spawns%个近战小兵。"

		"DOTA_Tooltip_ability_tower_upgrade_spawn_ranged_creeps"					"产生远程小兵"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_ranged_creeps_Description"		"这座防御塔的每波兵中产生%spawns%个远程小兵。"

		"DOTA_Tooltip_ability_tower_upgrade_add_lane_creeps"					"增加线上小兵"
		"DOTA_Tooltip_ability_tower_upgrade_add_lane_creeps_Description"		"这座防御塔每波兵额外产生一个近战或远程小兵。每过4波产生的必然是远程小兵。\n\n每座防御塔最多增加至20个小兵。"

		"DOTA_Tooltip_ability_tower_upgrade_spawn_hellbears"					"产生地狱熊怪"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_hellbears_Description"					"这座防御塔的每波兵中产生%spawns%个狂暴的地狱熊怪，熊怪使用具有范围效果的粉碎攻击。"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_kobolds"						"产生狗头人"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_kobolds_Description"						"这座防御塔的每波兵中产生%spawns%个狗头人。"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_troll_priests"						"产生巨魔牧师"
		"DOTA_Tooltip_ability_tower_upgrade_spawn_troll_priests_Description"						"这座防御塔的每波兵中产生%spawns%个巨魔牧师。巨魔牧师拥有治疗技能。"
		"DOTA_Tooltip_ability_tower_upgrade_tower_shrine"					"圣坛"
		"DOTA_Tooltip_ability_tower_upgrade_tower_shrine_Description"		"激活圣坛，获得生命和魔法回复，持续%duration%秒。\n\n回复效果每过6分钟都会有所提升。"
	}
}
