"lang"
{
	"Language"		"latam"
		"DOTA_Tooltip_modifier_skeleton_mage_grenade_Description"	"Recibiendo daño periódico."

		"DOTA_Tooltip_Ability_trap_room_sprint"								"Espíritu de Lycan"
		"DOTA_Tooltip_Ability_trap_room_sprint_Description"					"Te otorga velocidad de movimiento adicional."
		"DOTA_Tooltip_Ability_trap_room_sprint_duration"					"DURACIÓN:"
		"DOTA_Tooltip_Ability_trap_room_sprint_bonus_movespeed_pct"			"%VELOCIDAD DE MOVIMIENTO ADICIONAL:"

		"DOTA_Tooltip_modifier_trap_room_sprint"							"Espíritu de Lycan"
		"DOTA_Tooltip_modifier_trap_room_sprint_Description"				"Esta unidad tiene velocidad de movimiento aumentada."

		"DOTA_Tooltip_Ability_trap_room_phase_shift"						"Desvanecimiento Feérico"
		"DOTA_Tooltip_Ability_trap_room_phase_shift_Description"			"Desafía brevemente todas las dimensiones físicas."
		"DOTA_Tooltip_Ability_trap_room_phase_shift_duration"				"DURACIÓN:"

		"DOTA_Tooltip_modifier_trap_room_phase_shift"						"Desvanecimiento Feérico"
		"DOTA_Tooltip_modifier_trap_room_phase_shift_Description"			"Esta unidad se encuentra fuera del mundo temporalmente."

		"DOTA_Tooltip_Ability_trap_room_invuln"						"Escudo del Hierofante"
		"DOTA_Tooltip_Ability_trap_room_invuln_Description"			"Protege tu objetivo con invulnerabilidad."
		"DOTA_Tooltip_Ability_trap_room_invuln_duration"			"DURACIÓN:"

		"DOTA_Tooltip_modifier_trap_room_invuln"					"Escudo del Hierofante"
		"DOTA_Tooltip_modifier_trap_room_invuln_Description"		"Esta unidad es invulnerable."

		"DOTA_Tooltip_Ability_aghsfort_trap_room_hookshot"					"Garfio Retráctil"
		"DOTA_Tooltip_Ability_aghsfort_trap_room_hookshot_Description"		"Lanza un garfio que se engancha a la primera unidad a la que alcanza, arrastrándote hacia ella. Alcance máximo: %abilitycastrange%."
		"DOTA_Tooltip_Ability_aghsfort_trap_room_hookshot_abilitycastrange"	"ALCANCE:"

		"DOTA_Tooltip_Ability_aghsfort_trap_room_meathook"					"Gancho del Carnicero"
		"DOTA_Tooltip_Ability_aghsfort_trap_room_meathook_Description"		"Lanza un gancho sangriento a una unidad o lugar. El gancho se aferrará a la primera unidad que encuentre, arrastrándola."
		"DOTA_Tooltip_Ability_aghsfort_trap_room_meathook_abilitycastrange"	"ALCANCE:"

		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_flux"				"Flujo"
		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_flux_Description"	"Ralentizado y recibiendo daño cuando no hay una unidad aliada cerca."

		"DOTA_Tooltip_Ability_aghsfort_hoodwink_hunters_boomerang"								"Búmeran de Globos"
		"DOTA_Tooltip_Ability_aghsfort_hoodwink_hunters_boomerang_Description"					"Envía un búmeran que revienta objetivos. Alcance máximo: 2000."
		
		"DOTA_Tooltip_Ability_ogre_tank_melee_smash"						"GOLPE DE PORRA"
		//"DOTA_Tooltip_Ability_ogre_tank_melee_smash_Description"			"CLUB SMASH"

		"DOTA_Tooltip_Ability_ogre_tank_jump_smash"						"SALTO IMPACTANTE"
		//"DOTA_Tooltip_Ability_ogre_tank_jump_smash_Description"			"SMASH"

		"addon_game_name"			"Laberinto de Aghanim"
		"DOTA_GameMode_15"													"Laberinto de Aghanim"
		"DOTA_GameMode_19"													"Laberinto de Aghanim"

		"aghanim_bonus_round_time_left"										"TIEMPO RESTANTE"
		"aghanim_bonus_round_total_gold"									"Oro total"
		"DOTA_Defeated"														"¡Tu equipo ha perecido!"

		"dota_game_end_victory_title_radiant"	"Has superado la Bóveda del Continuum"
		"dota_game_end_victory_title_dire"		"La Bóveda del Continuum reclama tu grupo"

		// UI
		"DOTA_HUD_EnemiesRemaining"											"ENEMIGOS RESTANTES:"
		"DOTA_HUD_TimeRemaining"											"TIEMPO RESTANTE:"
		"DOTA_HUD_Victory"													"¡VICTORIA!"
		"DOTA_HUD_Defeat"													"¡DERROTA!"
		"DOTA_HUD_Kills"													"VÍCTIMAS"
		"DOTA_HUD_Deaths"													"MUERTES"
		"DOTA_HUD_Saves"													"RESURRECCIONES"
		"DOTA_HUD_Bags"														"SACOS"
		"DOTA_HUD_Mute"														"SILENCIAR"
		"DOTA_HUD_PlayAgain"												"¿Jugar otra vez?"
		"DOTA_HUD_Yes"														"SÍ"
		"DOTA_HUD_No"														"NO"
		"DOTA_HUD_Score"													"PUNTUACIÓN"
		"DOTA_HUD_GoldBags"													"SACOS DE ORO RECOGIDOS"
		"DOTA_HUD_GoldBagsMissed"											"SACOS DE ORO PERDIDOS"
		"DOTA_HUD_TeamDeaths"												"MUERTES DEL EQUIPO"
		"DOTA_HUD_Rewards"													"FRAGMENTOS DE CETRO"
		"DOTA_HUD_Blessings"												"BENDICIONES"
		"DOTA_HUD_RoomRewards"												"Recompensas de la sala"
		"DOTA_HUD_ShowBlessings"											"Mostrar bendiciones"
		"DOTA_HUD_HideBlessings"											"Ocultar bendiciones"

		"DOTA_HUD_Depth"													"Profundidad {d:depth} -"

		"DOTA_HUD_Reward_Header"											"Elige tu recompensa"
		"DOTA_HUD_Reward_Gold"												"Oro adicional"
		"DOTA_HUD_Reward_Gold_desc"											"{d:quantity} de oro"
		"DOTA_HUD_Reward_ExtraLives"										"Vida(s) extra"
		"DOTA_HUD_Reward_ExtraLives_desc"									"{d:quantity} vida extra"
		"DOTA_HUD_Reward_Item"												"Objeto neutral"
		"DOTA_HUD_Reward_TempBuff"											"Mejora temporal"
		"DOTA_HUD_Reward_Aura"												"Aura"
		"DOTA_HUD_Reward_AbilityUpgrade"									"Bendición de Aghanim"
		"DOTA_HUD_Reward_MinotrAbilityUpgrade"								"Mejora de habilidad"
		"DOTA_HUD_Reward_AdditionalRewards"									"Recompensas adicionales otorgadas"
		"DOTA_HUD_Game_Mode_Header"											"¡Bienvenidos al Laberinto de Aghanim!"
		"DOTA_HUD_Rewards_AscensionLevel"									"Nivel de ascensión: {d:ascension_level}"

		"DOTA_HUD_TopBar_Difficulty"										"{s:difficulty_name}"

		"boss_shop"															"Baratijas de Bristle"
		"DOTA_Subshop_1"													"Básicos"
		"DOTA_Subshop_2"													"Baratijas"
		"DOTA_Subshop_3"													"Fragmentos"

		"DOTA_Subshop_npc_dota_hero_disruptor"								"Disruptor"
		"DOTA_Subshop_npc_dota_hero_magnataur"								"Magnus"
		"DOTA_Subshop_npc_dota_hero_mars"									"Mars"
		"DOTA_Subshop_npc_dota_hero_omniknight"								"Omniknight"
		"DOTA_Subshop_npc_dota_hero_queenofpain"							"Queen of Pain"
		"DOTA_Subshop_npc_dota_hero_slark"									"Slark"
		"DOTA_Subshop_npc_dota_hero_snapfire"								"Snapfire"
		"DOTA_Subshop_npc_dota_hero_sniper"									"Sniper"
		"DOTA_Subshop_npc_dota_hero_templar_assassin"						"Templar Assassin"
		"DOTA_Subshop_npc_dota_hero_tusk"									"Tusk"
		"DOTA_Subshop_npc_dota_hero_ursa"									"Ursa"
		"DOTA_Subshop_npc_dota_hero_viper"									"Viper"
		"DOTA_Subshop_npc_dota_hero_weaver"									"Weaver"
		"DOTA_Subshop_npc_dota_hero_winter_wyvern"							"Winter Wyvern"
		"DOTA_Subshop_npc_dota_hero_witch_doctor"							"Witch Doctor"

		"DOTA_HUD_BattleRoyaleDamageStarting"								"¡Únete a la batalla, cobarde!"

		"DOTA_Tooltip_Ability_item_battle_points"							"Puntos de batalla"
		"DOTA_Tooltip_Ability_item_arcane_fragments"						"Fragmentos arcanos"
		"DOTA_RewardTooltip_Gold"											"Oro"
		"DOTA_RewardTooltip_XP"												"EXP"
		"DOTA_RewardTooltip_WeeklyQuestStars"								"Estrellas de misión semanales"
		
		"DOTA_HUD_Rewards_ShowRewards"										"FRAGMENTO DE CETRO DISPONIBLE"
		"DOTA_HUD_Rewards_Info"												"Ver mejoras seleccionadas en la tabla de puntuaciones"

		"DOTA_HUD_REWARD_TIER1_Desc"										"Categoría 1"
		"DOTA_HUD_REWARD_TIER2_Desc"										"Categoría 2"
		"DOTA_HUD_REWARD_TIER3_Desc"										"Categoría 3"
		"DOTA_HUD_REWARD_TIER4_Desc"										"Categoría 4"
		"DOTA_HUD_REWARD_TIER5_Desc"										"Categoría 5"

		"DOTA_Hud_EncounterDepth"											"Profundidad: {s:encounter_depth}" 
		"DOTA_Hud_AscenionAbilitiesTitle"									"Modificadores adicionales"
		"DOTA_Hud_Elite_Encounter_Discover"									"Encuentro de élite - Recompensas duplicadas"
		"DOTA_Hud_Elite_Encounter"											"Encuentro de élite"
		"DOTA_HUD_Reward_Rarity_Common"										"Elige un fragmento de Cetro <font color='#88A6D9'>COMÚN</font>"
		"DOTA_HUD_Reward_Rarity_Elite"										"Elige un fragmento de Cetro de <font color='#D02B29'>ÉLITE</font>"
		"DOTA_HUD_Reward_Rarity_Epic"										"Elige un fragmento de Cetro <font color='#7266FF'>LEGENDARIO</font>"

		"DOTA_HUD_REWARD_TYPE_GOLD_Toast"									"{s:player_name} ha elegido {d:int_value} <panel class='CombatEventGoldIcon'/>"
		"DOTA_HUD_REWARD_TYPE_ITEM_Toast"									"{s:player_name} ha elegido {s:locstring_value}"
		"DOTA_HUD_REWARD_TYPE_ABILITY_UPGRADE_Toast"						"{s:player_name} ha elegido {s:locstring_value}"
		"DOTA_HUD_REWARD_TYPE_EXTRA_LIVES_Toast"							"{s:player_name} ha elegido {d:int_value}"
		"DOTA_HUD_REWARD_TYPE_MINOR_ABILITY_UPGRADE_Toast"					"{s:player_name} ha elegido %s1"
		"DOTA_HUD_REWARD_TYPE_MINOR_STATS_UPGRADE_Toast"					"{s:player_name} ha elegido %s1"
		"DOTA_HUD_ShardPurchase_Toast"										"{s:player_name} compró un fragmento de %s1"


		"DOTA_HUD_ItemPurchase_Toast"										"{s:player_name} compró {s:locstring_value}"
		"DOTA_HUD_ItemPurchaseFail_Toast"									"{s:player_name} no se puede permitir {s:locstring_value}"

		"DOTA_HUD_Decline_Toast"											"{s:player_name} rechazó la oferta."

		"DOTA_HUD_REWARD_TYPE_GOLD_Desc"									"Oro"
		"DOTA_HUD_REWARD_TYPE_TREASURE_Desc"								"Cofre del tesoro"
		"DOTA_HUD_REWARD_TYPE_EXTRA_LIVES_Desc"								"Vidas extra"

		"DOTA_HUD_Claimed_Rewards_Header"									"Recompensas reclamadas"

		"DOTA_Hud_Tooltip_Outpost_Title"									"Combate"
 		"DOTA_Hud_Tooltip_Outpost_EliteTitle"								"Combate de élite"
 		"DOTA_Hud_Tooltip_Outpost_TrapTitle"								"Trampa" 		
 		"DOTA_Hud_Tooltip_Outpost_BossTitle"								"Jefe"
 		"DOTA_Hud_Tooltip_Outpost_BonusTitle"								"Bonificación"
		"DOTA_Hud_Tooltip_Outpost_TransitionTitle"							"Descanso"
		"DOTA_Hud_Tooltip_Outpost_EventTitle"								"Evento"
 
		"DOTA_Hud_Outpost_ChannelBar_Title"									"Seleccionando COMBATE"
 		"DOTA_Hud_Outpost_ChannelBar_EliteTitle"							"Seleccionando COMBATE DE <font color='#D02B29'>ÉLITE</font>"
 		"DOTA_Hud_Outpost_ChannelBar_TrapTitle"								"Seleccionando <font color='#FF7F37'>TRAMPAS</font>"
 		"DOTA_Hud_Outpost_ChannelBar_BossTitle"								"Seleccionando <font color='#7266FF'>JEFE</font>"
 		"DOTA_Hud_Outpost_ChannelBar_BonusTitle"							"Seleccionando <font color='#f9cb4f'>BONIFICACIÓN</font>"
 		"DOTA_Hud_Outpost_ChannelBar_RestTitle"								"Seleccionando <font color='#f9cb4f'>DESCANSO</font>"
 		"DOTA_Hud_Outpost_ChannelBar_EventTitle"							"Seleccionando <font color='#f9cb4f'>EVENTO</font>"

		// Objectives
		"defeat_all_enemies"						"Derrota a todos los enemigos"
		"survive_waves"								"Sobrevive a las oleadas enemigas"
		"destroy_spawning_portals"					"Destruye los portales oscuros"
		"navigate_the_traps"						"Evita las trampas y alcanza el objetivo"
		"kill_scarab_priests"						"Derrota a los Prestes Escarabajo."
		"defeat_the_alchemists"						"Derrota a los Alquimistas"
		"defeat_boss_npc_dota_boss_void_spirit"		"Derrota a la Sombra de Inai"
		"defeat_boss_npc_dota_creature_temple_guardian"		"Derrota a los Guardianes del Templo"
		"defeat_boss_npc_dota_creature_storegga"	"Derrota a Storegga"
		"defeat_boss_npc_dota_boss_aghanim"			"Derrota a Aghanim"
		"defeat_boss_npc_dota_boss_visage"			"Derrota al Guardián del Laberinto Angosto"
		"defeat_boss_npc_dota_boss_timbersaw"		"Derrota a Rizzrick el Sierracuchilla"
		"kill_waveblasters"							"Derrota a los Murciélagos Explosivos"
		"kill_wildwings"							"Derrota a los Pájaros Enfadados"
		"kill_tinies"								"Destruye amistades"
		"defeat_shadow_demons"						"Derrota a los Demonios Sombríos"
		"rescue_sheep"								"Rescata a la oveja"
		"save_gary"									"Protege a Gary"
		"destroy_all_mines"							"Destruye las minas subacuáticas"
		"defeat_shadow_shamans"						"Derrota a los Chamanes del Pantano"
		"defeat_boss_npc_dota_boss_earthshaker"		"Derrota al Temblor Anciano"
		//"defeat_boss_npc_dota_boss_clockwerk"		"Defeat Clonker"
		"defeat_boss_npc_dota_boss_tinker"			"Derrota a Tinkwerk"
		"defeat_boss_npc_dota_creature_aghsfort_primal_beast_boss"	"Derrota a Primal Beast"
		"kill_shroom_giants"						"Derrota a los Gigantes Fúngicos"
		"objective_select_ascension_level"			"Selecciona el nivel de ascensión"
		"objective_stand_on_buttons"				"Sitúate sobre los botones iniciales"
		"objective_select_aghanims_fragmants"		"Selecciona fragmentos del Cetro de Aghanim"
		"objective_talk_to_aghanim"					"Habla con Aghanim y selecciona un fragmento"
		"objective_saddle_up_on_morty"				"Monta a Mortimus"
		"objective_jump_to_collect_gold"			"¡Salta para recoger oro!"
		"objective_saddle_up_on_penguin"			"Monta a un pingüino"
		"objective_sled_to_collect_gold"			"¡Deslízate para recoger oro!"
		"defeat_blazhan"							"Derrota a Blazhan"
		"defeat_frozhan"							"Derrota a Frozhan"
		"defeat_portly"								"Derrota a Rollizo."
		"capture_outposts"							"Captura los puestos avanzados"
		"objective_saddle_up_on_pudge"				"¡Métete dentro de Pudge!"
		"objective_hook_the_fishes"					"¡Ponte a pescar!"
		"destroy_candy_well"						"Destruye el Pozo de Caramelos"
		"defeat_smashy"								"Derrota a Smashy"
		"defeat_bashy"								"Derrota a Bashy"
		"defeat_boss_npc_dota_creature_amoeba_boss"	"Derrota al Ameboide Gigante"
		"protect_eggs"								"Protege los huevos de dragón"
		"rescue_penguins"							"Libera a los pingüinos"
		"defeat_boss_npc_dota_aghsfort_arc_warden_boss"	"Derrota al Guardián Espectral"
		"objective_saddle_up_on_hoodwink"				"¡Transfórmate en Hoodwink!"
		"objective_shoot_the_balloons"					"¡Dale a los globos! ¡Evita las ratas!"
		"objective_step_on_the_button"				"Pisa el botón"
		"objective_feed_the_morties_mangoes"		"¡Lanza Mangos para alimentar a los Morties!"	
		"objective_crypt_gate_stand_on_switches"		"Permanece sobre el interruptor para abrir la puerta"
		"objective_saddle_up_on_ogre"					"Transfórmate en ogro"
		"objective_smash_the_chickens"					"¡Aplasta a las gallinas para obtener oro!"
		"free_slardar_prisoners"						"Libera a los prisioneros"


		// Act 2 Objectives
		"defeat_giant_wendigoes"									"Derrota a los Wendigos Gigantes"
		"defeat_phantom_lancers"									"Derrota a los Phantom Lancers"
		"defeat_boss_npc_dota_creature_ice_boss"					"Derrota a Kasaj Alablanca"
		"defeat_boss_npc_dota_creature_dark_willow_boss"			"Derrota al Hada Corrupta"
		"npc_dota_creature_dark_willow_flower"						"Pétalo Corrupto"
		"npc_dota_creature_ice_boss"								"Kasaj Alablanca"
		"npc_dota_creature_baby_ice_dragon"							"Cría de Eldwurm"
		"npc_dota_creature_ice_boss_egg"							"Huevo de Eldwurm"

		"DOTA_HUD_EncounterGaolers_RescuedPrisoner"					"¡Recibiste {d:int_value} <panel class='CombatEventGoldIcon'/> por rescatar a {s:locstring_value}!"

		// Event Encounters
		"npc_dota_creature_doom_soultrader"							"Conocedor de la Condenación"
		"npc_dota_creature_doom_soultrader_event_body_description"   "Tengo un buen ojo para la desesperación y pareces alguien con la necesidad perfecta.<br><br>¿Quieres hacer el trato de tu vida? Oro que cambia el destino por solo un poco de tu preciosa esencia vital. No la necesita toda, y a tu inventario sin duda le caería bien una pequeña ayuda.<br><br>Para alguien de tu estima, ¿podría llegar a los, digamos... {s:gold}<panel class='CombatEventGoldIcon'/>?"
		"npc_dota_creature_doom_soultrader_1"		"Obtén {s:gold} <panel class='CombatEventGoldIcon'/> a cambio de <font color='#f44336'>{s:lives}</font> de vida."
		"npc_dota_creature_doom_soultrader_2"		"Obtén {s:gold} <panel class='CombatEventGoldIcon'/> a cambio de <font color='#f44336'>{s:hp_regen}</font> regeneración de vida."
		"npc_dota_creature_doom_soultrader_0"		"Niégale tu esencia"
		"DOTA_HUD_EventDoom_AcceptGold_Toast"				"¡{s:player_name} aceptó la oferta de Doom de {d:int_value} <panel class='CombatEventGoldIcon'/> por su vida!"
		"DOTA_HUD_EventDoom_AcceptMiniGold_Toast"			"¡{s:player_name} realizó un pacto ardiente con Doom y obtuvo {d:int_value} <panel class='CombatEventGoldIcon'/>!"
		"speak_to_npc_dota_creature_doom_soultrader"			"Habla con el Conocedor de la Condenación"
		"DOTA_Tooltip_modifier_event_doom_regen_reduction"		"Hoja Infernal"
		"DOTA_Tooltip_modifier_event_doom_regen_reduction_Description"		"Regeneración de vida reducida un %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."

		"npc_dota_creature_event_slark"							"Grubbler Codicioso"
		"npc_dota_creature_event_slark_event_body_description"	"Psst. ¿Buscas ganar?<br><br>Tengo un secreto si tienes las agallas para ello.<br><br>Todo lo que necesitas es un poco de delicadeza. Es un pequeño truco que aprendí en la <i>Puerta del Pez Piedra</i> antes de que ese maníaco de <i>Rompecienos</i> la destruyera... Sea como sea, sobreviví. Y tú también puedes.<br><br>Créeme. Juega bien y seguro que al final te saldrás con la tuya. Simplemente no te dejes atrapar."
		"npc_dota_creature_event_slark_1"			"<font color='#f44336'>Perder la posibilidad de curarse mediante pociones de salud</font>, pero obtener un <font color='#8fce00'>\n+{s:gold_pct} % adicional de todas las <panel class='CombatEventGoldIcon'/> recompensas</font>."
		"npc_dota_creature_event_slark_2"				"Perder {s:gold_loss} <panel class='CombatEventGoldIcon'/>"
		"npc_dota_creature_event_slark_0"					"Dile al pequeño grubbler codicioso que se largue."
		"DOTA_HUD_EventSlark_AcceptGreed_Toast"					"¡{s:player_name} aceptó la oferta del Grubbler Codicioso!"
		"DOTA_HUD_EventSlark_AcceptGoldLoss_Toast"				"¡{s:player_name} donó {d:int_value} <panel class='CombatEventGoldIcon'/> al Grubbler Codicioso."
		"speak_to_npc_dota_creature_event_slark"			"Habla con el Grubbler Codicioso"

		"DOTA_Tooltip_modifier_event_slark_greed"				"Codicia de Grubbler"
