"lang"
{
	"Language"		"bulgarian"
		"DOTA_Tooltip_Ability_trap_room_sprint_duration"					"ВРЕМЕТРАЕНЕ:"
		"DOTA_Tooltip_Ability_trap_room_sprint_bonus_movespeed_pct"			"%БОНУС СКОРОСТ НА ДВИЖЕНИЕ:"

		"DOTA_Tooltip_modifier_trap_room_sprint"							"Spirit of Lycan"
		"DOTA_Tooltip_modifier_trap_room_sprint_Description"				"Тази единица разполага с увеличена скорост на движение."

		"DOTA_Tooltip_Ability_trap_room_phase_shift"						"Faerie Fade"
		"DOTA_Tooltip_Ability_trap_room_phase_shift_Description"			"За кратко не се подчинява на всички физически измерения."
		"DOTA_Tooltip_Ability_trap_room_phase_shift_duration"				"ВРЕМЕТРАЕНЕ:"

		"DOTA_Tooltip_modifier_trap_room_phase_shift"						"Faerie Fade"
		"DOTA_Tooltip_modifier_trap_room_phase_shift_Description"			"Тази единица временно е извън света."

		"DOTA_Tooltip_Ability_trap_room_invuln"						"Hierophant's Shield"
		"DOTA_Tooltip_Ability_trap_room_invuln_Description"			"Защитавайте своята цел с неуязвимост."
		"DOTA_Tooltip_Ability_trap_room_invuln_duration"			"ВРЕМЕТРАЕНЕ:"

		"DOTA_Tooltip_modifier_trap_room_invuln"					"Hierophant's Shield"
		"DOTA_Tooltip_modifier_trap_room_invuln_Description"		"Тази единица е неуязвима."

		"DOTA_Tooltip_Ability_aghsfort_trap_room_hookshot"					"Rattlin' Hookshot"
		"DOTA_Tooltip_Ability_aghsfort_trap_room_hookshot_Description"		"Изпраща кука, вкопчваща се към първата единица, която удари, придърпвайки Ви към нея. Макс. обсег: %abilitycastrange%."
		"DOTA_Tooltip_Ability_aghsfort_trap_room_hookshot_abilitycastrange"	"ОБСЕГ:"

		"DOTA_Tooltip_Ability_aghsfort_trap_room_meathook"					"Butcher's Hook"
		"DOTA_Tooltip_Ability_aghsfort_trap_room_meathook_Description"		"Изстрелва кървава кука към единица или местонахождение. Куката ще се забие в първата единица, на която попадне, издърпвайки я."
		"DOTA_Tooltip_Ability_aghsfort_trap_room_meathook_abilitycastrange"	"ОБСЕГ:"

		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_flux"				"Flux"
		"DOTA_Tooltip_modifier_aghsfort_arc_warden_boss_flux_Description"	"Забавени и поемащи щети, когато не е близо до приятелска единица."

		"DOTA_Tooltip_Ability_aghsfort_hoodwink_hunters_boomerang"								"Balloon Boomerang"
		"DOTA_Tooltip_Ability_aghsfort_hoodwink_hunters_boomerang_Description"					"Изпраща бумеранг, който изпуква целите. Макс. обсег: 2 000."
		
		"DOTA_Tooltip_Ability_ogre_tank_melee_smash"						"CLUB SMASH"
		//"DOTA_Tooltip_Ability_ogre_tank_melee_smash_Description"			"CLUB SMASH"

		"DOTA_Tooltip_Ability_ogre_tank_jump_smash"						"JUMP SMASH"
		//"DOTA_Tooltip_Ability_ogre_tank_jump_smash_Description"			"SMASH"

		"addon_game_name"			"Aghanim's Labyrinth"
		"DOTA_GameMode_15"													"Aghanim's Labyrinth"
		"DOTA_GameMode_19"													"Aghanim's Labyrinth"

		"aghanim_bonus_round_time_left"										"ОСТАВАЩО ВРЕМЕ"
		"aghanim_bonus_round_total_gold"									"Общо злато"
		"DOTA_Defeated"														"Отборът Ви загина!"

		"dota_game_end_victory_title_radiant"	"Надхитрихте Continuum Vault"
		"dota_game_end_victory_title_dire"		"Continuum Vault покори дружината Ви"

		// UI
		"DOTA_HUD_EnemiesRemaining"											"ОСТАВАЩИ ВРАГОВЕ:"
		"DOTA_HUD_TimeRemaining"											"ОСТАВАЩО ВРЕМЕ:"
		"DOTA_HUD_Victory"													"ПОБЕДА!"
		"DOTA_HUD_Defeat"													"РАЗГРОМ!"
		"DOTA_HUD_Kills"													"УБИЙСТВА"
		"DOTA_HUD_Deaths"													"УМИРАНИЯ"
		"DOTA_HUD_Saves"													"СЪЖИВЯВАНИЯ"
		"DOTA_HUD_Bags"														"ТОРБИ"
		"DOTA_HUD_Mute"														"ЗАГЛУШ."
		"DOTA_HUD_PlayAgain"												"Играйте отново?"
		"DOTA_HUD_Yes"														"ДА"
		"DOTA_HUD_No"														"НЕ"
		"DOTA_HUD_Score"													"РЕЗУЛТАТ"
		"DOTA_HUD_GoldBags"													"СЪБРАНИ ТОРБИ СЪС ЗЛАТО"
		"DOTA_HUD_GoldBagsMissed"											"ПРОПУСНАТИ ТОРБИ СЪС ЗЛАТО"
		"DOTA_HUD_TeamDeaths"												"ОТБОРНИ УМИРАНИЯ"
		"DOTA_HUD_Rewards"													"КЪСОВЕ ОТ СКИПТЪРА"
		"DOTA_HUD_Blessings"												"БЛАГОДАТИ"
		"DOTA_HUD_RoomRewards"												"Награди от стаи"
		"DOTA_HUD_ShowBlessings"											"Показване на благодати"
		"DOTA_HUD_HideBlessings"											"Скриване на благодати"

		"DOTA_HUD_Depth"													"Дълбина {d:depth} —"

		"DOTA_HUD_Reward_Header"											"Изберете своята награда"
		"DOTA_HUD_Reward_Gold"												"Бонус злато"
		"DOTA_HUD_Reward_Gold_desc"											"{d:quantity} злато"
		"DOTA_HUD_Reward_ExtraLives"										"Екстра живот(и)"
		"DOTA_HUD_Reward_ExtraLives_desc"									"{d:quantity} екстра живот(а)"
		"DOTA_HUD_Reward_Item"												"Неутрален предмет"
		"DOTA_HUD_Reward_TempBuff"											"Временен бъф"
		"DOTA_HUD_Reward_Aura"												"Аура"
		"DOTA_HUD_Reward_AbilityUpgrade"									"Aghanim's Blessing"
		"DOTA_HUD_Reward_MinotrAbilityUpgrade"								"Подобрение за умение"
		"DOTA_HUD_Reward_AdditionalRewards"									"Връчени допълнителни награди"
		"DOTA_HUD_Game_Mode_Header"											"Добре дошли в Aghanim's Labyrinth!"
		"DOTA_HUD_Rewards_AscensionLevel"									"Ниво на възнасяне: {d:ascension_level}"

		"DOTA_HUD_TopBar_Difficulty"										"{s:difficulty_name}"

		"boss_shop"															"Дрънкулките на Bristle"
		"DOTA_Subshop_1"													"Основни"
		"DOTA_Subshop_2"													"Дрънкулки"
		"DOTA_Subshop_3"													"Късове"

		"DOTA_Subshop_npc_dota_hero_disruptor"								"Disruptor"
		"DOTA_Subshop_npc_dota_hero_magnataur"								"Magnus"
		"DOTA_Subshop_npc_dota_hero_mars"									"Mars"
		"DOTA_Subshop_npc_dota_hero_omniknight"								"Omniknight"
		"DOTA_Subshop_npc_dota_hero_queenofpain"							"Queen of Pain"
		"DOTA_Subshop_npc_dota_hero_slark"									"Slark"
		"DOTA_Subshop_npc_dota_hero_snapfire"								"Snapfire"
		"DOTA_Subshop_npc_dota_hero_sniper"									"Sniper"
		"DOTA_Subshop_npc_dota_hero_templar_assassin"						"Templar Assassin"
		"DOTA_Subshop_npc_dota_hero_tusk"									"Tusk"
		"DOTA_Subshop_npc_dota_hero_ursa"									"Ursa"
		"DOTA_Subshop_npc_dota_hero_viper"									"Viper"
		"DOTA_Subshop_npc_dota_hero_weaver"									"Weaver"
		"DOTA_Subshop_npc_dota_hero_winter_wyvern"							"Winter Wyvern"
		"DOTA_Subshop_npc_dota_hero_witch_doctor"							"Witch Doctor"

		"DOTA_HUD_BattleRoyaleDamageStarting"								"Присъединете се към битката, страхливецо!"

		"DOTA_Tooltip_Ability_item_battle_points"							"Бойни точки"
		"DOTA_Tooltip_Ability_item_arcane_fragments"						"Тайнствени фрагменти"
		"DOTA_RewardTooltip_Gold"											"Злато"
		"DOTA_RewardTooltip_XP"												"ОПИТ"
		"DOTA_RewardTooltip_WeeklyQuestStars"								"Звезди от седмични приключения"
		
		"DOTA_HUD_Rewards_ShowRewards"										"ДОСТЪПЕН Е КЪС ОТ СКИПТЪРА"
		"DOTA_HUD_Rewards_Info"												"Преглед на избраните подобрения в таблото с резултатите"

		"DOTA_HUD_REWARD_TIER1_Desc"										"Поредица 1"
		"DOTA_HUD_REWARD_TIER2_Desc"										"Поредица 2"
		"DOTA_HUD_REWARD_TIER3_Desc"										"Поредица 3"
		"DOTA_HUD_REWARD_TIER4_Desc"										"Поредица 4"
		"DOTA_HUD_REWARD_TIER5_Desc"										"Поредица 5"

		"DOTA_Hud_EncounterDepth"											"Дълбина {s:encounter_depth}" 
		"DOTA_Hud_AscenionAbilitiesTitle"									"Допълнителни модификатори"
		"DOTA_Hud_Elite_Encounter_Discover"									"Елитен сблъсък — 2x награди"
		"DOTA_Hud_Elite_Encounter"											"Елитен сблъсък"
		"DOTA_HUD_Reward_Rarity_Common"										"Изберете <font color='#88A6D9'>ОБИКНОВЕН</font> къс от скиптъра"
		"DOTA_HUD_Reward_Rarity_Elite"										"Изберете <font color='#D02B29'>ЕЛИТЕН</font> къс от скиптъра"
		"DOTA_HUD_Reward_Rarity_Epic"										"Изберете <font color='#7266FF'>ЛЕГЕНДАРЕН</font> къс от скиптъра"

		"DOTA_HUD_REWARD_TYPE_GOLD_Toast"									"{s:player_name} избра {d:int_value} <panel class='CombatEventGoldIcon'/>"
		"DOTA_HUD_REWARD_TYPE_ITEM_Toast"									"{s:player_name} избра {s:locstring_value}"
		"DOTA_HUD_REWARD_TYPE_ABILITY_UPGRADE_Toast"						"{s:player_name} избра {s:locstring_value}"
		"DOTA_HUD_REWARD_TYPE_EXTRA_LIVES_Toast"							"{s:player_name} избра {d:int_value}"
		"DOTA_HUD_REWARD_TYPE_MINOR_ABILITY_UPGRADE_Toast"					"{s:player_name} избра %s1"
		"DOTA_HUD_REWARD_TYPE_MINOR_STATS_UPGRADE_Toast"					"{s:player_name} избра %s1"
		"DOTA_HUD_ShardPurchase_Toast"										"{s:player_name} закупи %s1 къс"


		"DOTA_HUD_ItemPurchase_Toast"										"{s:player_name} закупи {s:locstring_value}"
		"DOTA_HUD_ItemPurchaseFail_Toast"									"{s:player_name} не можа да си позволи {s:locstring_value}"

		"DOTA_HUD_Decline_Toast"											"{s:player_name} отхвърли офертата."

		"DOTA_HUD_REWARD_TYPE_GOLD_Desc"									"Злато"
		"DOTA_HUD_REWARD_TYPE_TREASURE_Desc"								"Сандък със съкровище"
		"DOTA_HUD_REWARD_TYPE_EXTRA_LIVES_Desc"								"Екстра животи"

		"DOTA_HUD_Claimed_Rewards_Header"									"Заявени награди"

		"DOTA_Hud_Tooltip_Outpost_Title"									"Битка"
 		"DOTA_Hud_Tooltip_Outpost_EliteTitle"								"Елитна битка"
 		"DOTA_Hud_Tooltip_Outpost_TrapTitle"								"Капан" 		
 		"DOTA_Hud_Tooltip_Outpost_BossTitle"								"Бос"
 		"DOTA_Hud_Tooltip_Outpost_BonusTitle"								"Бонус"
		"DOTA_Hud_Tooltip_Outpost_TransitionTitle"							"Останалите"
		"DOTA_Hud_Tooltip_Outpost_EventTitle"								"Събитие"
 
		"DOTA_Hud_Outpost_ChannelBar_Title"									"Избиране на БИТКА"
 		"DOTA_Hud_Outpost_ChannelBar_EliteTitle"							"Избиране на <font color='#D02B29'>ЕЛИТНА</font> БИТКА"
 		"DOTA_Hud_Outpost_ChannelBar_TrapTitle"								"Избиране на <font color='#FF7F37'>КАПАНИ</font>"
 		"DOTA_Hud_Outpost_ChannelBar_BossTitle"								"Избиране на <font color='#7266FF'>БОС</font>"
 		"DOTA_Hud_Outpost_ChannelBar_BonusTitle"							"Избиране на <font color='#f9cb4f'>БОНУС</font>"
 		"DOTA_Hud_Outpost_ChannelBar_RestTitle"								"Избиране на <font color='#f9cb4f'>ОСТАНАЛИТЕ</font>"
 		"DOTA_Hud_Outpost_ChannelBar_EventTitle"							"Избиране на <font color='#f9cb4f'>СЪБИТИЕ</font>"

		// Objectives
		"defeat_all_enemies"						"Разгромете всички врагове"
		"survive_waves"								"Оцелейте вражеските вълни"
		"destroy_spawning_portals"					"Унищожете мрачните портали"
		"navigate_the_traps"						"Придвижете се покрай капаните и достигнете целта"
		"kill_scarab_priests"						"Разгромете Scarab Priests"
		"defeat_the_alchemists"						"Разгромете Alchemists"
		"defeat_boss_npc_dota_boss_void_spirit"		"Разгромете Shadow of Inai"
		"defeat_boss_npc_dota_creature_temple_guardian"		"Разгромете Temple Guardians"
		"defeat_boss_npc_dota_creature_storegga"	"Разгромете Storegga"
		"defeat_boss_npc_dota_boss_aghanim"			"Разгромете Aghanim"
		"defeat_boss_npc_dota_boss_visage"			"Разгромете Warden of the Narrow Maze"
		"defeat_boss_npc_dota_boss_timbersaw"		"Разгромете Rizzrick the Razorsaw"
		"kill_waveblasters"							"Разгромете Blaster Bats"
		"kill_wildwings"							"Разгромете Angry Birds"
		"kill_tinies"								"Унищожете приятелства"
		"defeat_shadow_demons"						"Разгромете Shadow Demons"
		"rescue_sheep"								"Спасете овцете"
		"save_gary"									"Защитавайте Gary"
		"destroy_all_mines"							"Унищожете подводните мини"
		"defeat_shadow_shamans"						"Разгромете Bog Shacklers"
		"defeat_boss_npc_dota_boss_earthshaker"		"Разгромете Elder Tremor"
		//"defeat_boss_npc_dota_boss_clockwerk"		"Defeat Clonker"
		"defeat_boss_npc_dota_boss_tinker"			"Разгромете Tinkwerk"
		"defeat_boss_npc_dota_creature_aghsfort_primal_beast_boss"	"Разгромете Primal Beast"
		"kill_shroom_giants"						"Разгромете Shroom Giants"
		"objective_select_ascension_level"			"Изберете ниво на възнасяне"
		"objective_stand_on_buttons"				"Застанете върху стартовите бутони"
		"objective_select_aghanims_fragmants"		"Изберете късове от скиптъра на Aghanim"
		"objective_talk_to_aghanim"					"Говорете с Aghanim и изберете къс"
		"objective_saddle_up_on_morty"				"Оседлайте Mortimus"
		"objective_jump_to_collect_gold"			"Скачайте, за да събирате злато!"
		"objective_saddle_up_on_penguin"			"Оседлайте Peng-Wing"
		"objective_sled_to_collect_gold"			"Пързаляйте се, за да събирате злато!"
		"defeat_blazhan"							"Разгромете Blazhan"
		"defeat_frozhan"							"Разгромете Frozhan"
		"defeat_portly"								"Разгромете Portly"
		"capture_outposts"							"Превземайте Outposts"
		"objective_saddle_up_on_pudge"				"Впуснете се в риболовен Pudge!"
		"objective_hook_the_fishes"					"Залавяйте се за куките!"
		"destroy_candy_well"						"Унищожете карамеления кладенец"
		"defeat_smashy"								"Разгромете Smashy"
		"defeat_bashy"								"Разгромете Bashy"
		"defeat_boss_npc_dota_creature_amoeba_boss"	"Разгромете Giant Amoeboid"
		"protect_eggs"								"Защитете драконовите яйца"
		"rescue_penguins"							"Освободете пингвините"
		"defeat_boss_npc_dota_aghsfort_arc_warden_boss"	"Разгромете Wraith Warden"
		"objective_saddle_up_on_hoodwink"				"Преобразувайте се в Hoodwink!"
		"objective_shoot_the_balloons"					"Уцелете балоните! Избягвайте плъховете!"
		"objective_step_on_the_button"				"Стъпете върху бутона"
		"objective_feed_the_morties_mangoes"		"Метнете Mangoes, за да нахраните Morties!"	
		"objective_crypt_gate_stand_on_switches"		"Стойте върху превключватели, за да отворите порта"
		"objective_saddle_up_on_ogre"					"Преобразувайте се в Ogres"
		"objective_smash_the_chickens"					"Смажете пилетата за злато!"
		"free_slardar_prisoners"						"Освободете затворниците"


		// Act 2 Objectives
		"defeat_giant_wendigoes"									"Разгромете Giant Wendigoes"
		"defeat_phantom_lancers"									"Разгромете Phantom Lancers"
		"defeat_boss_npc_dota_creature_ice_boss"					"Разгромете Kasaj Whitewing"
		"defeat_boss_npc_dota_creature_dark_willow_boss"			"Разгромете Corrupted Fae"
		"npc_dota_creature_dark_willow_flower"						"Corrupted Petal"
		"npc_dota_creature_ice_boss"								"Kasaj Whitewing"
		"npc_dota_creature_baby_ice_dragon"							"Eldwurm Hatchling"
		"npc_dota_creature_ice_boss_egg"							"Eldwurm Egg"

		"DOTA_HUD_EncounterGaolers_RescuedPrisoner"					"Получихте {d:int_value} <panel class='CombatEventGoldIcon'/> за спасяване на {s:locstring_value}!"

		// Event Encounters
		"npc_dota_creature_doom_soultrader"							"Condemnation Connoisseur"
		"npc_dota_creature_doom_soultrader_event_body_description"   "Имам набито око за отчаянието, а Вие изглеждате като някой, който е точно в подходящата нужда.<br><br>Искате ли да направите сделката на живота си? Променящо съдбата злато само за количество от скъпоценната Ви есенция. Не се нуждаете от всичката, а инвентарът Ви определено би могъл да се възползва от подсилване.<br><br>За единица от почитанието Ви бих могъл да стигна чак до, да речем… {s:gold}<panel class='CombatEventGoldIcon'/>?"
		"npc_dota_creature_doom_soultrader_1"		"Придобиване на {s:gold}<panel class='CombatEventGoldIcon'/>, но загуба на <font color='#f44336'>{s:lives}</font> здраве в размяната."
		"npc_dota_creature_doom_soultrader_2"		"Придобиване на {s:gold}<panel class='CombatEventGoldIcon'/>, но загуба на <font color='#f44336'>{s:hp_regen}</font> реген. на здраве в размяната."
		"npc_dota_creature_doom_soultrader_0"		"Откажете му своята есенция"
		"DOTA_HUD_EventDoom_AcceptGold_Toast"				"{s:player_name} прие офертата на Doom от {d:int_value} <panel class='CombatEventGoldIcon'/> за живота им!"
		"DOTA_HUD_EventDoom_AcceptMiniGold_Toast"			"{s:player_name} беше опарен от Doom и придоби {d:int_value} <panel class='CombatEventGoldIcon'/>!"
		"speak_to_npc_dota_creature_doom_soultrader"			"Говорете с Condemnation Connoisseur"
		"DOTA_Tooltip_modifier_event_doom_regen_reduction"		"Infernal Blade"
		"DOTA_Tooltip_modifier_event_doom_regen_reduction_Description"		"Реген. на здраве е намалена с %fMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%."

		"npc_dota_creature_event_slark"							"Greedy Grubbler"
		"npc_dota_creature_event_slark_event_body_description"	"Псст. Искате ли да спечелите?<br><br>Имам тайна, ако Вие имате подходящите люспи за нея.<br><br>'Сичко, от което се нуждаете, е малко финес. Малка тайна, на която попаднах край <i>портата на Каменната риба</i>, преди този маниак <i>Siltbreaker</i> да я унищожи, както и да е… Но аз се измъкнах жив. И Вие също можете.<br><br>Доверете ми се. Ако си изиграете картите правилно, в крайна сметка със сигурност ще се окажете на кирия. Просто гледайте да не Ви прорежат."
		"npc_dota_creature_event_slark_1"			"<font color='#f44336'>Загуба на умението за лекуване от лечебни отвари</font>, но придобиване на<font color='#8fce00'>\n+{s:gold_pct}% от всичкото възнаградено <panel class='CombatEventGoldIcon'/></font>."
		"npc_dota_creature_event_slark_2"				"Загуба на {s:gold_loss} <panel class='CombatEventGoldIcon'/>"
		"npc_dota_creature_event_slark_0"					"Кажете на жалкия Greedy Grubbler да се разкара."
		"DOTA_HUD_EventSlark_AcceptGreed_Toast"					"{s:player_name} прие офертата на Greedy Grubbler!"
		"DOTA_HUD_EventSlark_AcceptGoldLoss_Toast"				"{s:player_name} дари {d:int_value} <panel class='CombatEventGoldIcon'/> на Greedy Grubbler."
		"speak_to_npc_dota_creature_event_slark"			"Говорете с Greedy Grubbler"

		"DOTA_Tooltip_modifier_event_slark_greed"				"Grubbler's Greed"
		"DOTA_Tooltip_modifier_event_slark_greed_Description"	"Вече не се лекува от лечебни отвари. Придобива +15%% от всичкото възнаградено злато."

		"npc_dota_creature_event_zeus"							"Thunderlord"
