"lang"
{
"Language"	"swedish"
"npc_dota_creature_pudge"	"Pudge"
"[english]npc_dota_creature_pudge"	"Pudge"
"npc_dota_creature_juggernaut"	"Juggernaut"
"[english]npc_dota_creature_juggernaut"	"Juggernaut"
"npc_dota_creature_basic_zombie"	"Zombie"
"[english]npc_dota_creature_basic_zombie"	"Zombie"
"npc_dota_creature_troll_berserker"	"Troll"
"[english]npc_dota_creature_troll_berserker"	"Troll"
"npc_dota_creature_troll_camp1"	"Trolläger"
"[english]npc_dota_creature_troll_camp1"	"Troll Camp"
"npc_dota_creature_ghost"	"Spöke"
"[english]npc_dota_creature_ghost"	"Ghost"
"npc_dota_statue_bounty_hunter"	"Gondar-staty"
"[english]npc_dota_statue_bounty_hunter"	"Statue of Gondar"
"npc_dota_statue_beastmaster"	"Karroch-staty"
"[english]npc_dota_statue_beastmaster"	"Statue of Karroch"
"npc_dota_creature_armed_dynamite"	"Dynamitpinne"
"[english]npc_dota_creature_armed_dynamite"	"Stick o' Dynamite"
"npc_dota_creature_shadow_shaman_ward"	"Framkallad ormväktare"
"[english]npc_dota_creature_shadow_shaman_ward"	"Summoned Serpent"
"npc_dota_friendly_hawk"	"Hök"
"[english]npc_dota_friendly_hawk"	"Hawk Companion"
"npc_dota_friendly_boar"	"Vildsvin"
"[english]npc_dota_friendly_boar"	"Boar Companion"
"npc_dota_creature_small_pangoballer"	"Liten Pango"
"[english]npc_dota_creature_small_pangoballer"	"Little Pango"
"npc_dota_creature_large_pangoballer"	"Pangoballer"
"[english]npc_dota_creature_large_pangoballer"	"Pangoballer"
"npc_dota_neutral_forest_troll_berserker_cavern"	"Troll"
"[english]npc_dota_neutral_forest_troll_berserker_cavern"	"Troll"
"npc_dota_creature_ogre_tank"	"Jättetroll"
"[english]npc_dota_creature_ogre_tank"	"Ogre Smasher"
"npc_dota_creature_sniper"	"Galen krypskytt"
"[english]npc_dota_creature_sniper"	"Crazed Sniper"
"npc_dota_creature_enigma"	"Tomrummet"
"[english]npc_dota_creature_enigma"	"The Void"
"npc_dota_creature_viper"	"Viperling"
"[english]npc_dota_creature_viper"	"Viperling"
"npc_dota_creature_big_viper"	"Nederdrake"
"[english]npc_dota_creature_big_viper"	"Netherdrake"
"npc_dota_creature_invoker"	"En liten Carl"
"[english]npc_dota_creature_invoker"	"A Tiny Carl"
"npc_dota_creature_wraith_king"	"Ostarion-riddare"
"[english]npc_dota_creature_wraith_king"	"Knight of Ostarion"
"npc_dota_creature_lycan"	"Varulv"
"[english]npc_dota_creature_lycan"	"Lycanthrope"
"npc_dota_creature_small_omni"	"Omniminiknight"
"[english]npc_dota_creature_small_omni"	"Omniminiknight"
"npc_dota_creature_small_eimermole"	"Mullvadsarbetare"
"[english]npc_dota_creature_small_eimermole"	"Eimermole Worker"
"npc_dota_creature_large_eimermole"	"Mullvadschef"
"[english]npc_dota_creature_large_eimermole"	"Eimermole Taskmaster"
"npc_dota_creature_dark_willow"	"Äldste fe"
"[english]npc_dota_creature_dark_willow"	"Elder Fae"
"npc_dota_creature_night_stalker"	"Jägare"
"[english]npc_dota_creature_night_stalker"	"Stalker"
"npc_dota_creature_lich"	"Herr Is"
"[english]npc_dota_creature_lich"	"Ol' Frosty One"
"DOTA_TEAM_CUSTOM_1"	"Rosa"
"[english]DOTA_TEAM_CUSTOM_1"	"Pink"
"DOTA_TEAM_CUSTOM_2"	"Orange"
"[english]DOTA_TEAM_CUSTOM_2"	"Orange"
"DOTA_TEAM_CUSTOM_3"	"Blå"
"[english]DOTA_TEAM_CUSTOM_3"	"Blue"
"DOTA_TEAM_CUSTOM_4"	"Grön"
"[english]DOTA_TEAM_CUSTOM_4"	"Green"
"DOTA_TEAM_CUSTOM_5"	"Brun"
"[english]DOTA_TEAM_CUSTOM_5"	"Brown"
"DOTA_TEAM_CUSTOM_6"	"Cyan"
"[english]DOTA_TEAM_CUSTOM_6"	"Cyan"
"DOTA_TEAM_CUSTOM_7"	"Olivgrön"
"[english]DOTA_TEAM_CUSTOM_7"	"Olive"
"DOTA_TEAM_CUSTOM_8"	"Lila"
"[english]DOTA_TEAM_CUSTOM_8"	"Purple"
"DOTA_Tooltip_ability_item_tombstone"	"Återuppliva lagkamrat"
"[english]DOTA_Tooltip_ability_item_tombstone"	"Resurrect Teammate"
"DOTA_Tooltip_ForEnemy_ability_item_tombstone"	"Eliminera spelare"
"[english]DOTA_Tooltip_ForEnemy_ability_item_tombstone"	"Eliminate Player"
"DOTA_Tooltip_Ability_item_tome_of_knowledge_cavern"	"Erfarenhetsbok"
"[english]DOTA_Tooltip_Ability_item_tome_of_knowledge_cavern"	"Experience Tome"
"DOTA_Chat_Tombstone_Pinged"	"Stupad lagkamrat här."
"[english]DOTA_Chat_Tombstone_Pinged"	"Fallen teammate here."
"DOTA_Tooltip_Ability_item_cavern_dynamite"	"Dynamitpinne"
"[english]DOTA_Tooltip_Ability_item_cavern_dynamite"	"Stick o' Dynamite"
"DOTA_Tooltip_Ability_item_cavern_dynamite_Description"	"Detonerar efter 4 sekunder och gör 1000 fysisk skada. Kan användas för att ta bort förstörbara väggar och stenväggar."
"[english]DOTA_Tooltip_Ability_item_cavern_dynamite_Description"	"Detonates after 4 seconds, dealing 1000 physical damage. Can be used to remove destructible walls and rock walls."
"DOTA_Tooltip_Ability_item_deployable_shop"	"Bärbar butik"
"[english]DOTA_Tooltip_Ability_item_deployable_shop"	"Pocket Shop"
"DOTA_Tooltip_Ability_item_deployable_shop_Description"	"Öppnar en butik på målplatsen."
"[english]DOTA_Tooltip_Ability_item_deployable_shop_Description"	"Deploys a shop at the target location."
"DOTA_Tooltip_ability_beastmaster_statue_boar_poison"	"Gift"
"[english]DOTA_Tooltip_ability_beastmaster_statue_boar_poison"	"Poison"
"DOTA_Tooltip_ability_beastmaster_statue_boar_poison_Description"	"Tillfogar ett gift som saktar ned attack- och förflyttningshastighet."
"[english]DOTA_Tooltip_ability_beastmaster_statue_boar_poison_Description"	"Inflicts a poison that slows attack and movement speeds."
"DOTA_Tooltip_ability_beastmaster_statue_boar_poison_attack_speed"	"NEDSAKTNING ATTACK:"
"[english]DOTA_Tooltip_ability_beastmaster_statue_boar_poison_attack_speed"	"ATTACK SLOW:"
"DOTA_Tooltip_ability_beastmaster_statue_boar_poison_movement_speed"	"%NEDSAKTNING:"
"[english]DOTA_Tooltip_ability_beastmaster_statue_boar_poison_movement_speed"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_beastmaster_statue_boar_poison_duration"	"VARAKTIGHET:"
"[english]DOTA_Tooltip_ability_beastmaster_statue_boar_poison_duration"	"DURATION:"
"DOTA_Tooltip_Ability_item_cavern_treasure_tier1"	"Liten ostbit"
"[english]DOTA_Tooltip_Ability_item_cavern_treasure_tier1"	"Small Cheese Wedge"
"DOTA_Tooltip_Ability_item_cavern_treasure_tier1_Description"	"Den luktar gott."
"[english]DOTA_Tooltip_Ability_item_cavern_treasure_tier1_Description"	"It's fragrant."
"DOTA_Tooltip_Ability_item_cavern_treasure_tier2"	"Mellanstor ostbit"
"[english]DOTA_Tooltip_Ability_item_cavern_treasure_tier2"	"Medium Cheese Wedge"
"DOTA_Tooltip_Ability_item_cavern_treasure_tier2_Description"	"Den är aromatisk."
"[english]DOTA_Tooltip_Ability_item_cavern_treasure_tier2_Description"	"It's aromatic."
"DOTA_Tooltip_Ability_item_cavern_treasure_tier3"	"Stor ostbit"
"[english]DOTA_Tooltip_Ability_item_cavern_treasure_tier3"	"Large Cheese Wedge"
"DOTA_Tooltip_Ability_item_cavern_treasure_tier3_Description"	"Den doftar lite fotsvett, men ändå delikat."
"[english]DOTA_Tooltip_Ability_item_cavern_treasure_tier3_Description"	"It's delightfully pungent."
"DOTA_Tooltip_Ability_item_potion_of_cowardice"	"Flyktdryck"
"[english]DOTA_Tooltip_Ability_item_potion_of_cowardice"	"Escape Potion"
"DOTA_Tooltip_Ability_item_potion_of_cowardice_Description"	"Ger 15 sekunders osynlighet och %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% extra förflyttningshastighet. Tystad, dämpad och avväpnad under varaktigheten. Att attackera eller använda en förmåga avbryter effekten."
"[english]DOTA_Tooltip_Ability_item_potion_of_cowardice_Description"	"Grants 15 seconds of invisibility and %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% bonus movement speed. Silenced, muted, and disarmed for the duration. Attacking or casting a spell will break the effect."
"DOTA_Tooltip_modifier_potion_of_cowardice_buff"	"Flyktdryck"
"[english]DOTA_Tooltip_modifier_potion_of_cowardice_buff"	"Escape Potion"
"DOTA_Tooltip_modifier_potion_of_cowardice_buff_Description"	"Djup osynlighet och extra förflyttningshastighet. Tystad, dämpad och avväpnad under varaktigheten."
"[english]DOTA_Tooltip_modifier_potion_of_cowardice_buff_Description"	"Deep Invisibility and bonus movement speed. Silenced, muted, and disarmed for the duration."
"DOTA_Tooltip_modifier_potion_of_cowardice_debuff"	"Flyktdryck - Debuff"
"[english]DOTA_Tooltip_modifier_potion_of_cowardice_debuff"	"Escape Potion Debuff"
"DOTA_Tooltip_modifier_potion_of_cowardice_debuff_Description"	"Nedsaktad, avväpnad, tystad och dämpad."
"[english]DOTA_Tooltip_modifier_potion_of_cowardice_debuff_Description"	"Slowed, disarmed, silenced, and muted."
"DOTA_Tooltip_modifier_beastmaster_statue_boar_poison"	"Vildsvinsgift"
"[english]DOTA_Tooltip_modifier_beastmaster_statue_boar_poison"	"Boar Poison"
"DOTA_Tooltip_modifier_beastmaster_statue_boar_poison_effect_Description"	"Förflyttningshastighet minskad med %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE% %%, attackhastighet minskad med %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"[english]DOTA_Tooltip_modifier_beastmaster_statue_boar_poison_effect_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
"DOTA_Tooltip_ability_creature_viper_nethertoxin"	"Nedergift"
"[english]DOTA_Tooltip_ability_creature_viper_nethertoxin"	"Nethertoxin"
"DOTA_Tooltip_ability_creature_viper_nethertoxin_Description"	"Viper frigör ett gift mot det valda området. Fiender i området drabbas av skada över tid, lägre magiresistens och inaktiverade passiva förmågor."
"[english]DOTA_Tooltip_ability_creature_viper_nethertoxin_Description"	"Viperling releases a Nethertoxin at the targeted area. Units in that area take damage over time, have lower resistance and their passives do not work."
"DOTA_Tooltip_ability_creature_viper_nethertoxin_Lore"	"Gift från det Nedre gör sår till dödsolyckor, och utmattning till död."
"[english]DOTA_Tooltip_ability_creature_viper_nethertoxin_Lore"	"Poison from the Nether Reaches turns wounds into fatalities, and fatigue into death."
"DOTA_Tooltip_ability_creature_viper_nethertoxin_damage"	"SKADA PER SEKUND:"
"[english]DOTA_Tooltip_ability_creature_viper_nethertoxin_damage"	"DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_creature_viper_nethertoxin_magic_resistance"	"%REDUCERAD MAGIRESISTENS:"
"[english]DOTA_Tooltip_ability_creature_viper_nethertoxin_magic_resistance"	"MAGIC RESISTANCE REDUCTION:"
"DOTA_Tooltip_ability_creature_viper_nethertoxin_radius"	"RADIE:"
"[english]DOTA_Tooltip_ability_creature_viper_nethertoxin_radius"	"RADIUS:"
"DOTA_Tooltip_ability_creature_viper_nethertoxin_duration"	"VARAKTIGHET:"
"[english]DOTA_Tooltip_ability_creature_viper_nethertoxin_duration"	"DURATION:"
"DOTA_Tooltip_modifier_antechamber_start"	"Förspel"
"[english]DOTA_Tooltip_modifier_antechamber_start"	"Pre-game"
"DOTA_Tooltip_modifier_antechamber_start_Description"	"Tystad och dämpad tills matchen börjar."
"[english]DOTA_Tooltip_modifier_antechamber_start_Description"	"Silenced and muted until the game begins."
"DOTA_Tooltip_modifier_room_destruction"	"Förstört rum"
"[english]DOTA_Tooltip_modifier_room_destruction"	"Destroyed Room"
"DOTA_Tooltip_modifier_room_destruction_Description"	"Denna enhet tar mycket skada."
"[english]DOTA_Tooltip_modifier_room_destruction_Description"	"This unit is taking heavy damage."
"Cavern_RoshanSpawned"	"<panel class='CavernRoshanIcon'/>Roshan har anlänt!"
"[english]Cavern_RoshanSpawned"	"<panel class='CavernRoshanIcon'/>Roshan has arrived!"
"Cavern_RoshanMoving"	"<panel class='CavernRoshanIcon'/>Roshan kommer att kollapsa de yttre rummen om {d:int_value} sekunder!"
"[english]Cavern_RoshanMoving"	"<panel class='CavernRoshanIcon'/>Roshan will collapse the outer rooms in {d:int_value} seconds!"
"Cavern_RoshanMoveBegin"	"<panel class='CavernRoshanIcon'/>Underhollow kollapsar!"
"[english]Cavern_RoshanMoveBegin"	"<panel class='CavernRoshanIcon'/>The Underhollow is collapsing!"
"Cavern_FoundChestChickens"	"{s:player_name} hittade en skatt fylld med hönor!"
"[english]Cavern_FoundChestChickens"	"{s:player_name} found a treasure containing chickens!"
"Cavern_FoundChestItem"	"{s:player_name} hittade {s:locstring_value}"
"[english]Cavern_FoundChestItem"	"{s:player_name} found {s:locstring_value}"
"Cavern_FoundChestCheese"	"{s:player_name} hittade {d:int_value} ostbit(ar)! <panel class='BattlePoints2018Icon'/>"
"[english]Cavern_FoundChestCheese"	"{s:player_name} found {d:int_value} wedges of cheese! <panel class='BattlePoints2018Icon'/>"
"Cavern_FoundChestGold"	"{s:player_name} hittade <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>"
"[english]Cavern_FoundChestGold"	"{s:player_name} found <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>"
"Cavern_FoundChestTrap"	"{s:player_name} hittade en skatt som innehåller: <font color='#ffd825'>{s:locstring_value}</font>!"
"[english]Cavern_FoundChestTrap"	"{s:player_name} found a treasure containing: <font color='#ffd825'>{s:locstring_value}</font>!"
"Cavern_FoundRareChestItem"	"{s:player_name} hittade en sällsynt skatt som innehåller: {s:locstring_value}"
"[english]Cavern_FoundRareChestItem"	"{s:player_name} found a rare treasure containing: {s:locstring_value}"
"Cavern_KilledByCreature"	"{s:locstring_value} <panel class='CombatEventKillIcon'/> {s:player_name}"
"[english]Cavern_KilledByCreature"	"{s:locstring_value} <panel class='CombatEventKillIcon'/> {s:player_name}"
"Cavern_KilledByPlayer"	"{s:player_name2} <panel class='CombatEventKillIcon'/> {s:player_name}"
"[english]Cavern_KilledByPlayer"	"{s:player_name2} <panel class='CombatEventKillIcon'/> {s:player_name}"
"Cavern_PlayerEliminated"	"{s:player_name2} eliminerade {s:player_name} <font color='#ffd825'>{d:int_value}</font><panel class='BattlePoints2018Icon'/>"
"[english]Cavern_PlayerEliminated"	"{s:player_name2} eliminated {s:player_name} <font color='#ffd825'>{d:int_value}</font><panel class='BattlePoints2018Icon'/>"
"Cavern_PlayerEliminatedUnderhollow"	"{s:player_name} har eliminerats av Underhollow!"
"[english]Cavern_PlayerEliminatedUnderhollow"	"{s:player_name} has been eliminated by The Underhollow!"
"Cavern_TheCheeseHasSpawned"	"<panel class='CheeseIcon'/>Osten har hittats!"
"[english]Cavern_TheCheeseHasSpawned"	"<panel class='CheeseIcon'/>The Cheese has been located!"
"Cavern_SomeoneTookTheCheese"	"<panel class='CheeseIcon'/>Någon tog osten!"
"[english]Cavern_SomeoneTookTheCheese"	"<panel class='CheeseIcon'/>Someone took the Cheese!"
"encounter_combat_dark_willow"	"Äldste fens rike"
"[english]encounter_combat_dark_willow"	"Realm of the Elder Fae"
"encounter_combat_dark_willow_description"	"Ofog och rackartyg väntar."
"[english]encounter_combat_dark_willow_description"	"Mischief and trickery await."
"encounter_combat_earthshaker"	"Röda Bergets Beskyddare"
"[english]encounter_combat_earthshaker"	"Protector of the Red Mountain"
"encounter_combat_earthshaker_description"	"Ingen kan förutse en jordbävning."
"[english]encounter_combat_earthshaker_description"	"No one sees an earthquake coming."
"encounter_combat_enigma"	"Tomrummet"
"[english]encounter_combat_enigma"	"The Void"
"encounter_combat_enigma_description"	"Om ljus inte kan undkomma mig, vilken chans har ni?"
"[english]encounter_combat_enigma_description"	"If light cannot escape me, what hope have you?"
"encounter_combat_ghosts"	"Spökkammaren"
"[english]encounter_combat_ghosts"	"The Wailing Chamber"
"encounter_combat_ghosts_description"	"Det finns ingen här! Sluta hitta på saker."
"[english]encounter_combat_ghosts_description"	"There's nobody here! Stop imagining things."
"encounter_combat_lycan"	"Flockledaren"
"[english]encounter_combat_lycan"	"Leader of the Pack"
"encounter_combat_lycan_description"	"Vargar behöver lite pansar - jag tar ditt."
"[english]encounter_combat_lycan_description"	"Wolves need a bit of armor - I'll take yours."
"encounter_combat_minimages"	"Små inkvisitorer"
"[english]encounter_combat_minimages"	"Little Inquisitors"
"encounter_combat_minimages_description"	"Magiker är inte välkomna här!"
"[english]encounter_combat_minimages_description"	"Wizard-people not welcome here!"
"encounter_combat_moles"	"Mullvadspöbeln"
"[english]encounter_combat_moles"	"The Mucktown Mob"
"encounter_combat_moles_description"	"Vi har inget emot att gå under jord."
"[english]encounter_combat_moles_description"	"We dig everything!"
"encounter_combat_ogres"	"Jättetroll"
"[english]encounter_combat_ogres"	"Ogre Smashers"
"encounter_combat_ogres_description"	"Vi gilla krossa. Och sitta på småttingar!"
"[english]encounter_combat_ogres_description"	"Us like smash. And sit on tinies!"
"encounter_combat_pangoballer"	"Rullande Pangos"
"[english]encounter_combat_pangoballer"	"Rollin' Pangos"
"encounter_combat_pangoballer_description"	"Bowling, med er som käglor."
"[english]encounter_combat_pangoballer_description"	"Bowling, with you as the pins."
"encounter_combat_pugna"	"Glömskans Herre"
"[english]encounter_combat_pugna"	"Lord of Oblivion"
"encounter_combat_pugna_description"	"Vem vågar stå i min väg?"
"[english]encounter_combat_pugna_description"	"Who dares cross my path?"
"encounter_combat_ranged_creeps_linear"	"Magisk arsenal"
"[english]encounter_combat_ranged_creeps_linear"	"Arcane Arsenal"
"encounter_combat_ranged_creeps_linear_description"	"Stå still så vi kan öva med våra trollformler."
"[english]encounter_combat_ranged_creeps_linear_description"	"Stand still so we can practice our spells."
"encounter_combat_sniper"	"Galen krypskytt"
"[english]encounter_combat_sniper"	"Crazed Sniper"
"encounter_combat_sniper_description"	"Säg adjö till era huvuden!"
"[english]encounter_combat_sniper_description"	"Say goodbye to your head!"
"encounter_combat_spirit_breaker"	"Andebrytarna"
"[english]encounter_combat_spirit_breaker"	"Spirit Breakers"
"encounter_combat_spirit_breaker_description"	"Vi gillar att dänga till folk."
"[english]encounter_combat_spirit_breaker_description"	"We're feeling bashful."
"encounter_combat_splitter"	"Dividera mera"
"[english]encounter_combat_splitter"	"Take Your Mud Lumps"
"encounter_combat_splitter_description"	"Söndra och härska."
"[english]encounter_combat_splitter_description"	"Make like a banana and split."
"encounter_combat_trollcamp"	"Trolluppror"
"[english]encounter_combat_trollcamp"	"Troll Uprising"
"encounter_combat_trollcamp_description"	"Var snäll och låt vårt fina läger vara."
