"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_modifier_potion_of_cowardice_buff_Description"			"Deep Invisibility and bonus movement speed. Silenced, muted, and disarmed for the duration."

		"DOTA_Tooltip_modifier_potion_of_cowardice_debuff"						"Escape Potion Debuff"
		"DOTA_Tooltip_modifier_potion_of_cowardice_debuff_Description"			"Slowed, disarmed, silenced, and muted."

		"DOTA_Tooltip_modifier_beastmaster_statue_boar_poison"						"Boar Poison"
		"DOTA_Tooltip_modifier_beastmaster_statue_boar_poison_effect_Description"	"Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."

		"DOTA_Tooltip_ability_creature_viper_nethertoxin"					"Nethertoxin"
		"DOTA_Tooltip_ability_creature_viper_nethertoxin_Description"		"Viperling releases a Nethertoxin at the targeted area. Units in that area take damage over time, have lower resistance and their passives do not work."
		"DOTA_Tooltip_ability_creature_viper_nethertoxin_Lore"				"Poison from the Nether Reaches turns wounds into fatalities, and fatigue into death."
		"DOTA_Tooltip_ability_creature_viper_nethertoxin_damage"			"DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_creature_viper_nethertoxin_magic_resistance"	"MAGIC RESISTANCE REDUCTION:"
		"DOTA_Tooltip_ability_creature_viper_nethertoxin_radius"			"RADIUS:"
		"DOTA_Tooltip_ability_creature_viper_nethertoxin_duration"			"DURATION:"

		"DOTA_Tooltip_modifier_antechamber_start"							"Pre-game"
		"DOTA_Tooltip_modifier_antechamber_start_Description"				"Silenced until the game begins."

		"DOTA_Tooltip_modifier_room_destruction"							"Destroyed Room"
		"DOTA_Tooltip_modifier_room_destruction_Description"				"This unit is taking heavy damage."

		"Cavern_RoshanSpawned"												"<panel class='CavernRoshanIcon'/>Roshan has arrived!"
		"Cavern_RoshanMoving"												"<panel class='CavernRoshanIcon'/>Roshan will collapse the outer rooms in {d:int_value} seconds!"
		"Cavern_RoshanMoveBegin"											"<panel class='CavernRoshanIcon'/>The Underhollow is collapsing!"
		"Cavern_FoundChestChickens"											"{s:player_name} found a treasure containing chickens!"
		"Cavern_FoundChestItem"												"{s:player_name} found {s:locstring_value}"
		"Cavern_FoundChestCheese"											"{s:player_name} found {d:int_value} wedges of cheese! <panel class='BattlePoints2018Icon'/>"
		"Cavern_FoundChestGold"												"{s:player_name} found <font color='#ffd825'>{d:int_value}</font><panel class='CombatEventGoldIcon'/>"
		"Cavern_FoundChestTrap"												"{s:player_name} found a treasure containing: <font color='#ffd825'>{s:locstring_value}</font>!"
		"Cavern_FoundRareChestItem"											"{s:player_name} found a rare treasure containing: {s:locstring_value}"

		"Cavern_KilledByCreature"											"{s:locstring_value} <panel class='CombatEventKillIcon'/> {s:player_name}"
		"Cavern_KilledByPlayer"												"{s:player_name2} <panel class='CombatEventKillIcon'/> {s:player_name}"
		"Cavern_PlayerEliminated"											"{s:player_name2} eliminated {s:player_name} <font color='#ffd825'>{d:int_value}</font><panel class='BattlePoints2018Icon'/>"
		"Cavern_PlayerEliminatedUnderhollow"								"{s:player_name} has been eliminated by The Underhollow!"
		"Cavern_TheCheeseHasSpawned"										"<panel class='CheeseIcon'/>The Cheese has been located!"
		"Cavern_SomeoneTookTheCheese"										"<panel class='CheeseIcon'/>Someone took the Cheese!"

		"encounter_combat_dark_willow"										"Realm of the Elder Fae"
		"encounter_combat_dark_willow_description"							"Mischief and trickery await."
		
		"encounter_combat_earthshaker"										"Protector of the Red Mountain"
		"encounter_combat_earthshaker_description"							"No one sees an earthquake coming."
		
		"encounter_combat_enigma"											"The Void"
		"encounter_combat_enigma_description"								"If light cannot escape me, what hope have you?"
		
		"encounter_combat_ghosts"											"The Wailing Chamber"
		"encounter_combat_ghosts_description"								"There's nobody here! Stop imagining things."
		
		"encounter_combat_lycan"											"Leader of the Pack"
		"encounter_combat_lycan_description"								"Wolves need a bit of armor - I'll take yours."
		
		"encounter_combat_minimages"										"Little Inquisitors"
		"encounter_combat_minimages_description"							"Wizard-people not welcome here!"
		
		"encounter_combat_moles"											"The Mucktown Mob"
		"encounter_combat_moles_description"								"We dig everything!"
		
		"encounter_combat_ogres"											"Ogre Smashers"
		"encounter_combat_ogres_description"								"Us like smash. And sit on tinies!"
		
		"encounter_combat_pangoballer"										"Rollin' Pangos"
		"encounter_combat_pangoballer_description"							"Bowling, with you as the pins."
		
		"encounter_combat_pugna"											"Lord of Oblivion"
		"encounter_combat_pugna_description"								"Who dares cross my path?"
		
		"encounter_combat_ranged_creeps_linear"								"Arcane Arsenal"
		"encounter_combat_ranged_creeps_linear_description"					"Stand still so we can practice our spells."
		
		"encounter_combat_sniper"											"Crazed Sniper"
		"encounter_combat_sniper_description"								"Say goodbye to your head!"
		
		"encounter_combat_spirit_breaker"									"Spirit Breakers"
		"encounter_combat_spirit_breaker_description"						"We're feeling bashful."
		
		"encounter_combat_splitter"											"Take Your Mud Lumps"
		"encounter_combat_splitter_description"								"Make like a banana and split."
		
		"encounter_combat_trollcamp"										"Troll Uprising"
		"encounter_combat_trollcamp_description"							"Please don't destroy our lovely camp."
		
		"encounter_combat_vipers"											"Viper Pit"
		"encounter_combat_vipers_description"								"Will you fail the acid test?"
		
		"encounter_combat_wraith_king"										"Knights of Ostarion"
		"encounter_combat_wraith_king_description"							"YOU PUNY PEASANTS ARE WELCOME HERE."
		
		"encounter_combat_zombies"											"A Mess of Zombies"
		"encounter_combat_zombies_description"								"We'd eat yer brains if you had any."
		
		"encounter_trap_pendulum"											"Slice of Your Life"
		"encounter_trap_pendulum_description"								"0 days since the last decapitation."
		
		"encounter_trap_pudge"												"Such Cruel Lengths"
		"encounter_trap_pudge_description"									"Time for a little butchery!"
		
		"encounter_trap_mines"												"Now Listen Carefully"
		"encounter_trap_mines_description"									"You'll love these traps of mine."
		
		"encounter_trap_invoker"											"Exort Trionis!"
		"encounter_trap_invoker_description"								"Fools die... as you well know."
		
		"encounter_trap_lich"												"A Killing Frost"
		"encounter_trap_lich_description"									"To the cold grave with you!"
		
		"encounter_treasure_chest"											"Treasure Chest"
		"encounter_treasure_chest_description"								"Grab some shiny trinkets."
		
		"encounter_special_bonus_chickens"									"Show No Mercy"
		"encounter_special_bonus_chickens_description"						"What's going on in here?"
		
		"encounter_special_shop"											"Shop"
		"encounter_special_shop_description"								"Spend your hard-earned gold nuggets."
		"encounter_special_breakable_containers"							"Extra Long Shelf Life"
		"encounter_special_breakable_containers_description"				"It's barrels of fun... with crates."

		"DOTA_Tooltip_ability_ghost_invis"					"Ghostly"
		"DOTA_Tooltip_ability_ghost_invis_Description"		""

		"DOTA_Tooltip_modifier_ghost_slow"					"Haunting Lethargy"
		"DOTA_Tooltip_modifier_ghost_slow_Description"		"A ghost is slowing this unit."

		"DOTA_Tooltip_modifier_creature_wraith_king_reincarnation"		"Linked Fate"
		"DOTA_Tooltip_modifier_creature_wraith_king_reincarnation_description"		"These Sundered Kings can only rest when all are sent to the other side together."

		"DOTA_ColorName_GoodGuys"   					"Red"	
		"DOTA_ColorName_BadGuys"    					"Green"
		"DOTA_ColorName_Custom1"    					"Yellow"	
		"DOTA_ColorName_Custom2"    					"Orange"
		"DOTA_ColorName_Custom3"    					"Blue"	
		"DOTA_ColorName_Custom4"    					"Green"	
		"DOTA_ColorName_Custom5"    					"Brown"
		"DOTA_ColorName_Custom6"    					"Cyan" 
		"DOTA_ColorName_Custom7"    					"Olive"	
		"DOTA_ColorName_Custom8"    					"Purple"

		"DOTA_Custom1"    					"Yellow"	
		"DOTA_Custom2"    					"Orange"
		"DOTA_Custom3"    					"Blue"	
		"DOTA_Custom4"    					"Green"	
		"DOTA_Custom5"    					"Brown"
		"DOTA_Custom6"    					"Cyan"
		"DOTA_Custom7"    					"Olive"	
		"DOTA_Custom8"    					"Purple"

		"VictoryMessage_GoodGuys"   					"Red Team Wins!"	
		"VictoryMessage_BadGuys"    					"Green Team Wins!"
		"VictoryMessage_Custom1"    					"Yellow Team Wins!"	
		"VictoryMessage_Custom2"    					"Orange Team Wins!"
		"VictoryMessage_Custom3"    					"Blue Team Wins!"
		"VictoryMessage_Custom4"    					"Green Team Wins!"	
		"VictoryMessage_Custom5"    					"Brown Team Wins!"
		"VictoryMessage_Custom6"    					"Cyan Team Wins!" 
		"VictoryMessage_Custom7"    					"Olive Team Wins!"	
		"VictoryMessage_Custom8"    					"Purple Team Wins!"

		"DOTA_EventUI_Player"							"Player"
		"DOTA_EventUI_Kills"							"K"
		"DOTA_EventUI_Eliminations"						"E"
		"DOTA_EventUI_Mute"								"Mute"
		"DOTA_EventUI_OK"								"OK"
		"DOTA_EventUI_BP"								"BP:"

	}
}
